:ID;:LABEL;type;open_date:datetime;closed_date:datetime
685;Claim;Incidente Auto;2022-03-20T01:21:06.359688;2022-03-25T01:31:16.359688
694;Claim;Incidente Auto;2022-02-18T01:19:23.360688;2022-02-23T01:26:53.360688
700;Claim;Incidente Auto;2022-10-03T01:16:13.360688;2022-10-08T01:26:31.360688
706;Claim;Incendio doloso Casa;2022-06-17T01:16:02.360688;2022-06-22T01:22:41.360688
709;Claim;Furto in Casa;2022-06-17T01:19:30.360688;2022-06-22T01:27:04.360688
720;Claim;Incendio doloso Auto;2022-02-25T01:17:25.360688;2022-03-02T01:23:44.360688
724;Claim;Furto Auto;2023-01-01T01:17:48.360688;2023-01-06T01:25:26.360688
726;Claim;Incendio doloso Auto;2022-12-12T01:15:59.360688;2022-12-17T01:25:28.360688
736;Claim;Incidente Auto;2022-09-28T01:19:09.360688;2022-10-03T01:27:43.360688
738;Claim;Incendio doloso Auto;2022-07-07T01:19:04.361687;2022-07-12T01:24:43.361687
742;Claim;Incendio doloso Auto;2022-04-12T01:20:49.361687;2022-04-17T01:30:02.361687
743;Claim;Furto Auto;2022-10-14T01:18:40.361687;2022-10-19T01:27:27.361687
744;Claim;Incendio doloso Casa;2022-09-05T01:18:00.361687;2022-09-10T01:26:44.361687
745;Claim;Incendio doloso Casa;2022-07-06T01:18:17.361687;2022-07-11T01:28:57.361687
746;Claim;Incendio doloso Auto;2022-09-11T01:18:46.361687;2022-09-16T01:26:24.361687
747;Claim;Incendio doloso Auto;2022-12-11T01:18:25.361687;2022-12-16T01:23:42.361687
748;Claim;Furto Auto;2022-07-25T01:20:07.361687;2022-07-30T01:29:04.361687
751;Claim;Incendio doloso Casa;2023-01-20T01:19:41.361687;2023-01-25T01:29:48.361687
752;Claim;Incendio doloso Auto;2022-10-12T01:19:40.361687;2022-10-17T01:29:00.361687
753;Claim;Furto in Casa;2022-06-14T01:15:49.361687;2022-06-19T01:26:00.361687
