:ID;:LABEL;type;open_date:datetime;closed_date:datetime
896149;Claim;Incendio doloso Casa;2022-03-01T18:47:47.268881;2022-03-06T18:57:18.268881
896152;Claim;Furto in Casa;2022-04-26T18:49:06.268881;2022-05-01T18:59:18.268881
896158;Claim;Incendio doloso Casa;2022-10-15T18:47:22.268881;2022-10-20T18:57:16.268881
896161;Claim;Incendio doloso Casa;2022-04-03T18:48:58.268881;2022-04-08T18:55:17.268881
896170;Claim;Incendio doloso Casa;2022-06-02T18:48:50.268881;2022-06-07T18:55:34.268881
896176;Claim;Furto Auto;2022-07-01T18:52:01.268881;2022-07-06T19:00:20.268881
896179;Claim;Incendio doloso Auto;2022-09-22T18:52:53.268881;2022-09-27T18:59:05.268881
896182;Claim;Incendio doloso Casa;2022-09-23T18:51:12.268881;2022-09-28T18:59:58.268881
896185;Claim;Incidente Auto;2022-06-26T18:51:16.270386;2022-07-01T19:00:58.270386
896188;Claim;Incidente Auto;2022-07-09T18:52:03.270386;2022-07-14T19:02:33.270386
896197;Claim;Incidente Auto;2022-04-11T18:50:38.270386;2022-04-16T19:01:37.270386
896203;Claim;Furto in Casa;2022-07-12T18:47:00.270386;2022-07-17T18:55:01.270386
896206;Claim;Incendio doloso Auto;2022-03-06T18:47:33.270386;2022-03-11T18:57:00.270386
896209;Claim;Furto in Casa;2022-03-24T18:48:53.270386;2022-03-29T18:54:57.270386
896221;Claim;Incendio doloso Casa;2022-12-16T18:49:05.270386;2022-12-21T18:54:14.270386
896236;Claim;Incendio doloso Casa;2022-11-03T18:49:39.271392;2022-11-08T18:59:32.271392
896239;Claim;Furto Auto;2022-11-19T18:47:55.271392;2022-11-24T18:54:09.271392
896248;Claim;Incendio doloso Auto;2022-12-16T18:52:54.271392;2022-12-21T19:02:11.271392
896254;Claim;Furto in Casa;2022-02-07T18:48:19.271392;2022-02-12T18:58:56.271392
896257;Claim;Incidente Auto;2022-05-25T18:52:20.271392;2022-05-30T19:00:02.271392
896266;Claim;Incendio doloso Casa;2022-05-25T18:52:25.272394;2022-05-30T19:03:21.272394
896272;Claim;Incendio doloso Auto;2022-07-24T18:47:10.272394;2022-07-29T18:57:27.272394
896275;Claim;Incendio doloso Casa;2022-12-17T18:47:41.272394;2022-12-22T18:56:45.272394
896278;Claim;Furto in Casa;2022-03-28T18:48:39.272394;2022-04-02T18:57:58.272394
896281;Claim;Incendio doloso Casa;2022-12-18T18:49:46.272394;2022-12-23T18:56:19.272394
896284;Claim;Furto Auto;2022-12-18T18:48:55.272394;2022-12-23T18:57:25.272394
896287;Claim;Incidente Auto;2023-01-21T18:47:03.272394;2023-01-26T18:55:50.272394
896293;Claim;Incendio doloso Auto;2022-05-21T18:49:53.272394;2022-05-26T18:58:39.272394
896296;Claim;Furto Auto;2022-04-24T18:51:56.272394;2022-04-29T19:00:03.272394
896299;Claim;Incidente Auto;2022-10-22T18:50:50.272394;2022-10-27T18:58:58.272394
896308;Claim;Incendio doloso Auto;2022-07-15T18:48:44.273396;2022-07-20T18:56:58.273396
896317;Claim;Incidente Auto;2022-12-14T18:52:02.273396;2022-12-19T19:01:48.273396
896335;Claim;Furto in Casa;2022-12-26T18:48:13.273396;2022-12-31T18:57:39.273396
896341;Claim;Furto Auto;2022-08-13T18:51:45.274392;2022-08-18T18:58:43.274392
896344;Claim;Furto Auto;2022-08-26T18:52:09.274392;2022-08-31T19:02:52.274392
896347;Claim;Furto in Casa;2023-01-21T18:49:33.274392;2023-01-26T18:58:22.274392
896350;Claim;Incidente Auto;2022-02-19T18:51:14.274392;2022-02-24T18:59:47.274392
896353;Claim;Incendio doloso Auto;2022-06-23T18:49:48.274392;2022-06-28T18:55:01.274392
896356;Claim;Furto Auto;2022-10-31T18:52:33.274392;2022-11-05T18:59:49.274392
896359;Claim;Incendio doloso Auto;2022-10-22T18:50:31.274392;2022-10-27T18:56:39.274392
896362;Claim;Incendio doloso Casa;2022-09-27T18:52:00.274392;2022-10-02T19:02:03.274392
896368;Claim;Furto in Casa;2022-02-09T18:47:37.274392;2022-02-14T18:55:03.274392
896374;Claim;Furto Auto;2022-10-24T18:49:51.274392;2022-10-29T18:59:14.274392
896395;Claim;Incidente Auto;2022-12-23T18:48:40.275395;2022-12-28T18:56:59.275395
896398;Claim;Furto in Casa;2022-02-13T18:48:19.275395;2022-02-18T18:53:21.275395
896401;Claim;Incendio doloso Auto;2022-12-17T18:48:18.275395;2022-12-22T18:54:40.275395
896404;Claim;Furto in Casa;2022-12-23T18:47:18.275395;2022-12-28T18:54:57.275395
896410;Claim;Incendio doloso Casa;2022-03-31T18:51:06.275395;2022-04-05T18:59:03.275395
896413;Claim;Furto in Casa;2022-09-22T18:51:14.275395;2022-09-27T18:56:36.275395
896416;Claim;Furto Auto;2022-12-27T18:52:42.275395;2023-01-01T19:01:32.275395
896425;Claim;Incidente Auto;2022-12-19T18:50:02.276393;2022-12-24T18:59:23.276393
896434;Claim;Furto Auto;2022-08-20T18:52:40.276393;2022-08-25T18:59:11.276393
896440;Claim;Furto Auto;2022-09-05T18:48:13.276393;2022-09-10T18:55:38.276393
896446;Claim;Incendio doloso Casa;2022-02-08T18:51:28.276393;2022-02-13T18:59:36.276393
896452;Claim;Incendio doloso Casa;2022-08-06T18:49:07.276393;2022-08-11T18:59:11.276393
896455;Claim;Incidente Auto;2022-08-18T18:51:14.277394;2022-08-23T19:01:46.277394
896458;Claim;Furto Auto;2022-03-19T18:48:27.277394;2022-03-24T18:56:37.277394
896461;Claim;Furto in Casa;2022-03-30T18:50:34.277394;2022-04-04T19:01:05.277394
896464;Claim;Incendio doloso Auto;2022-12-21T18:48:48.277394;2022-12-26T18:54:45.277394
896479;Claim;Furto in Casa;2022-10-02T18:50:16.277394;2022-10-07T18:58:26.277394
896485;Claim;Furto in Casa;2022-10-10T18:52:06.277394;2022-10-15T19:00:32.277394
896494;Claim;Incidente Auto;2022-06-25T18:51:40.277394;2022-06-30T19:01:55.277394
896497;Claim;Incendio doloso Auto;2022-02-01T18:50:01.277394;2022-02-06T18:55:21.277394
896500;Claim;Incidente Auto;2022-05-13T18:50:44.277394;2022-05-18T18:59:32.277394
896515;Claim;Furto in Casa;2022-09-12T18:50:10.278631;2022-09-17T18:57:12.278631
896518;Claim;Incidente Auto;2022-09-25T18:51:49.278631;2022-09-30T18:57:33.278631
896530;Claim;Furto Auto;2022-11-05T18:49:22.278631;2022-11-10T18:59:36.278631
896536;Claim;Furto in Casa;2023-01-15T18:48:53.278631;2023-01-20T18:55:28.278631
896545;Claim;Furto Auto;2022-04-10T18:48:59.279633;2022-04-15T18:58:52.279633
896554;Claim;Furto in Casa;2022-10-01T18:48:19.279633;2022-10-06T18:56:47.279633
896557;Claim;Incendio doloso Auto;2023-01-05T18:52:21.279633;2023-01-10T18:58:33.279633
896560;Claim;Furto Auto;2022-07-23T18:47:34.279633;2022-07-28T18:53:31.279633
896566;Claim;Furto in Casa;2022-06-01T18:47:38.279633;2022-06-06T18:55:29.279633
896569;Claim;Furto Auto;2023-01-07T18:51:53.279633;2023-01-12T18:58:46.279633
896575;Claim;Furto in Casa;2022-10-20T18:48:21.280632;2022-10-25T18:53:31.280632
896584;Claim;Incendio doloso Casa;2023-01-05T18:51:25.280632;2023-01-10T18:58:13.280632
896587;Claim;Furto in Casa;2022-11-01T18:52:14.280632;2022-11-06T18:58:38.280632
896590;Claim;Incendio doloso Casa;2022-02-25T18:51:10.280632;2022-03-02T19:00:19.280632
896593;Claim;Incendio doloso Casa;2022-08-04T18:48:13.280632;2022-08-09T18:56:31.280632
896596;Claim;Furto in Casa;2022-05-26T18:51:25.280632;2022-05-31T18:58:54.280632
896605;Claim;Furto in Casa;2022-06-21T18:48:33.280632;2022-06-26T18:55:59.280632
896608;Claim;Furto Auto;2022-04-22T18:47:17.280632;2022-04-27T18:56:10.280632
896611;Claim;Incidente Auto;2022-10-21T18:52:07.281631;2022-10-26T18:59:11.281631
896617;Claim;Incendio doloso Casa;2022-11-04T18:49:06.281631;2022-11-09T18:55:28.281631
896620;Claim;Furto in Casa;2023-01-20T18:52:25.281631;2023-01-25T19:00:06.281631
896626;Claim;Incidente Auto;2023-01-13T18:51:07.281631;2023-01-18T18:59:29.281631
896632;Claim;Incendio doloso Casa;2022-06-14T18:51:48.281631;2022-06-19T18:58:33.281631
896635;Claim;Incendio doloso Auto;2023-01-08T18:52:26.281631;2023-01-13T19:03:18.281631
896638;Claim;Incendio doloso Casa;2022-10-02T18:52:08.281631;2022-10-07T18:59:57.281631
896641;Claim;Furto Auto;2022-03-02T18:49:55.281631;2022-03-07T18:58:14.281631
896644;Claim;Incendio doloso Auto;2022-04-11T18:48:34.282632;2022-04-16T18:53:50.282632
896647;Claim;Incendio doloso Casa;2022-03-01T18:48:18.282632;2022-03-06T18:58:02.282632
896653;Claim;Incendio doloso Casa;2022-11-16T18:47:36.282632;2022-11-21T18:53:28.282632
896656;Claim;Furto in Casa;2022-11-12T18:47:42.282632;2022-11-17T18:58:26.282632
896659;Claim;Incendio doloso Casa;2023-01-16T18:50:36.282632;2023-01-21T18:58:19.282632
896668;Claim;Incendio doloso Casa;2022-09-10T18:51:59.282632;2022-09-15T19:01:19.282632
896680;Claim;Incendio doloso Auto;2022-04-23T18:47:18.283632;2022-04-28T18:53:10.283632
896683;Claim;Incendio doloso Casa;2022-11-18T18:50:11.283632;2022-11-23T18:56:18.283632
896686;Claim;Incidente Auto;2022-12-29T18:49:48.283632;2023-01-03T18:58:18.283632
896692;Claim;Furto Auto;2022-05-27T18:52:05.283632;2022-06-01T19:02:15.283632
896695;Claim;Incendio doloso Auto;2022-12-20T18:52:53.283632;2022-12-25T19:03:30.283632
896701;Claim;Incendio doloso Auto;2022-12-12T18:48:00.284631;2022-12-17T18:56:59.284631
896713;Claim;Incidente Auto;2023-01-11T18:49:50.284631;2023-01-16T18:59:05.284631
896716;Claim;Incidente Auto;2022-02-11T18:47:35.284631;2022-02-16T18:53:50.284631
896731;Claim;Incendio doloso Auto;2022-01-28T18:48:13.285632;2022-02-02T18:53:35.285632
896737;Claim;Incidente Auto;2022-12-07T18:51:11.285632;2022-12-12T18:59:06.285632
896749;Claim;Incendio doloso Casa;2023-01-20T18:52:55.285632;2023-01-25T19:00:56.285632
896761;Claim;Incendio doloso Casa;2022-12-20T18:47:00.286631;2022-12-25T18:55:56.286631
896767;Claim;Furto in Casa;2022-03-31T18:49:18.286631;2022-04-05T18:57:08.286631
896773;Claim;Incendio doloso Auto;2022-03-17T18:49:45.286631;2022-03-22T18:54:47.286631
896779;Claim;Furto in Casa;2022-08-13T18:48:29.287632;2022-08-18T18:58:13.287632
896785;Claim;Incendio doloso Casa;2022-10-24T18:52:40.287632;2022-10-29T18:57:46.287632
896794;Claim;Incendio doloso Casa;2022-10-24T18:51:47.287632;2022-10-29T18:59:39.287632
896797;Claim;Incendio doloso Casa;2022-02-27T18:47:12.287632;2022-03-04T18:57:56.287632
896800;Claim;Furto Auto;2023-01-01T18:48:59.287632;2023-01-06T18:57:17.287632
896803;Claim;Furto in Casa;2022-04-27T18:52:48.287632;2022-05-02T18:58:14.287632
896806;Claim;Incidente Auto;2022-08-12T18:49:01.288755;2022-08-17T18:56:57.288755
896809;Claim;Incendio doloso Casa;2022-07-30T18:52:00.288755;2022-08-04T19:00:34.288755
896812;Claim;Furto Auto;2022-04-09T18:47:35.288755;2022-04-14T18:58:34.288755
896818;Claim;Incendio doloso Casa;2022-12-02T18:48:42.288755;2022-12-07T18:56:37.288755
896821;Claim;Furto Auto;2022-07-21T18:49:45.288755;2022-07-26T18:59:09.288755
896824;Claim;Incendio doloso Casa;2022-04-14T18:48:53.288755;2022-04-19T18:54:36.288755
896827;Claim;Furto Auto;2022-04-08T18:47:07.288755;2022-04-13T18:52:20.288755
896830;Claim;Incendio doloso Casa;2022-07-25T18:47:00.288755;2022-07-30T18:54:43.288755
896833;Claim;Incendio doloso Auto;2022-07-17T18:52:38.289755;2022-07-22T18:58:47.289755
896836;Claim;Incendio doloso Auto;2022-01-26T18:52:19.289755;2022-01-31T18:59:46.289755
896839;Claim;Incendio doloso Casa;2022-10-01T18:50:26.289755;2022-10-06T18:59:06.289755
896842;Claim;Incendio doloso Auto;2022-10-25T18:47:48.289755;2022-10-30T18:58:13.289755
896845;Claim;Furto in Casa;2022-04-20T18:52:04.289755;2022-04-25T19:01:00.289755
896848;Claim;Furto in Casa;2022-06-23T18:49:38.289755;2022-06-28T18:56:26.289755
896851;Claim;Furto Auto;2022-06-11T18:49:47.289755;2022-06-16T18:55:56.289755
896854;Claim;Incendio doloso Auto;2022-07-09T18:48:28.289755;2022-07-14T18:56:20.289755
896857;Claim;Furto Auto;2022-12-23T18:51:37.289755;2022-12-28T19:02:16.289755
896860;Claim;Incendio doloso Auto;2022-08-09T18:49:06.290755;2022-08-14T18:58:09.290755
896863;Claim;Incidente Auto;2022-12-03T18:50:04.290755;2022-12-08T18:59:50.290755
896869;Claim;Incidente Auto;2022-05-10T18:52:51.290755;2022-05-15T19:03:29.290755
896875;Claim;Furto in Casa;2022-06-27T18:50:38.290755;2022-07-02T18:59:28.290755
896884;Claim;Furto in Casa;2022-02-05T18:50:25.290755;2022-02-10T18:57:19.290755
896887;Claim;Furto Auto;2022-07-10T18:47:19.291757;2022-07-15T18:56:02.291757
896896;Claim;Incidente Auto;2022-09-20T18:49:30.291757;2022-09-25T19:00:21.291757
896905;Claim;Furto in Casa;2022-12-11T18:51:50.291757;2022-12-16T19:00:41.291757
896911;Claim;Incendio doloso Casa;2022-04-04T18:50:18.291757;2022-04-09T18:59:20.291757
896920;Claim;Furto Auto;2023-01-24T18:51:31.292760;2023-01-29T18:57:09.292760
896923;Claim;Furto Auto;2022-03-29T18:50:50.292760;2022-04-03T18:55:59.292760
896926;Claim;Incendio doloso Auto;2022-01-31T18:50:49.292760;2022-02-05T18:57:22.292760
896938;Claim;Incendio doloso Casa;2022-12-07T18:47:02.292760;2022-12-12T18:56:57.292760
896953;Claim;Incidente Auto;2023-01-12T18:48:35.293756;2023-01-17T18:57:16.293756
896959;Claim;Incendio doloso Auto;2022-08-05T18:48:38.293756;2022-08-10T18:54:27.293756
896962;Claim;Incendio doloso Casa;2022-10-05T18:47:44.293756;2022-10-10T18:54:01.293756
896965;Claim;Incendio doloso Casa;2022-10-30T18:51:09.293756;2022-11-04T18:57:44.293756
896968;Claim;Furto in Casa;2022-09-10T18:52:22.294755;2022-09-15T18:58:03.294755
896971;Claim;Furto Auto;2022-05-17T18:49:56.294755;2022-05-22T18:58:22.294755
896977;Claim;Incendio doloso Auto;2022-12-23T18:51:44.294755;2022-12-28T18:58:26.294755
896983;Claim;Furto Auto;2022-04-01T18:52:50.294755;2022-04-06T18:58:35.294755
896986;Claim;Furto Auto;2022-05-12T18:48:54.294755;2022-05-17T18:56:30.294755
896992;Claim;Furto Auto;2022-06-10T18:50:10.295755;2022-06-15T18:56:06.295755
896995;Claim;Incendio doloso Casa;2023-01-01T18:48:51.295755;2023-01-06T18:55:06.295755
896998;Claim;Incidente Auto;2022-02-28T18:51:03.295755;2022-03-05T19:01:26.295755
897004;Claim;Furto in Casa;2022-08-06T18:48:15.295755;2022-08-11T18:57:16.295755
897010;Claim;Furto in Casa;2023-01-10T18:49:16.295755;2023-01-15T18:55:35.295755
897013;Claim;Incendio doloso Auto;2022-10-30T18:50:00.295755;2022-11-04T19:00:09.295755
897025;Claim;Incendio doloso Auto;2022-11-24T18:46:59.296755;2022-11-29T18:55:51.296755
897034;Claim;Incendio doloso Auto;2022-03-29T18:49:03.296755;2022-04-03T18:58:37.296755
897037;Claim;Incendio doloso Casa;2022-11-27T18:48:08.296755;2022-12-02T18:57:50.296755
897040;Claim;Incendio doloso Casa;2022-09-24T18:50:45.296755;2022-09-29T18:57:38.296755
897049;Claim;Incendio doloso Casa;2023-01-18T18:49:11.297757;2023-01-23T18:55:17.297757
897052;Claim;Incendio doloso Auto;2022-08-11T18:50:06.297757;2022-08-16T19:00:27.297757
897055;Claim;Incidente Auto;2022-04-02T18:50:45.297757;2022-04-07T18:58:43.297757
897058;Claim;Furto in Casa;2022-04-01T18:51:35.297757;2022-04-06T18:59:31.297757
897061;Claim;Incendio doloso Casa;2022-06-21T18:51:40.297757;2022-06-26T18:59:10.297757
897067;Claim;Incendio doloso Casa;2022-09-27T18:48:21.297757;2022-10-02T18:58:36.297757
897073;Claim;Furto in Casa;2023-01-09T18:50:40.298873;2023-01-14T18:59:36.298873
897079;Claim;Incendio doloso Casa;2022-05-11T18:52:00.298873;2022-05-16T18:58:43.298873
897082;Claim;Incidente Auto;2023-01-07T18:51:53.298873;2023-01-12T19:02:31.298873
897085;Claim;Incendio doloso Auto;2022-10-04T18:50:00.298873;2022-10-09T18:58:49.298873
897097;Claim;Furto in Casa;2022-12-09T18:49:21.299873;2022-12-14T18:56:06.299873
897103;Claim;Furto Auto;2023-01-10T18:48:05.299873;2023-01-15T18:56:12.299873
897109;Claim;Furto in Casa;2022-03-22T18:48:30.299873;2022-03-27T18:58:58.299873
897115;Claim;Incidente Auto;2022-07-31T18:49:46.299873;2022-08-05T18:55:59.299873
897136;Claim;Incidente Auto;2022-05-30T18:47:33.300873;2022-06-04T18:55:43.300873
897142;Claim;Incidente Auto;2022-11-15T18:52:45.300873;2022-11-20T19:01:14.300873
897148;Claim;Incidente Auto;2022-12-07T18:52:09.301873;2022-12-12T18:58:26.301873
897151;Claim;Incendio doloso Casa;2022-02-15T18:51:55.301873;2022-02-20T19:01:32.301873
897154;Claim;Incendio doloso Casa;2022-02-23T18:47:29.301873;2022-02-28T18:56:22.301873
897160;Claim;Incendio doloso Casa;2022-06-23T18:48:08.301873;2022-06-28T18:55:06.301873
897166;Claim;Incendio doloso Auto;2022-10-08T18:51:17.301873;2022-10-13T19:00:13.301873
897169;Claim;Furto Auto;2022-02-18T18:50:54.301873;2022-02-23T19:00:40.301873
897172;Claim;Incidente Auto;2022-02-08T18:48:23.301873;2022-02-13T18:57:45.301873
897178;Claim;Incendio doloso Auto;2022-06-06T18:51:47.302876;2022-06-11T18:58:18.302876
897181;Claim;Furto in Casa;2022-07-14T18:50:46.302876;2022-07-19T18:55:54.302876
897187;Claim;Incidente Auto;2022-07-28T18:50:17.302876;2022-08-02T18:59:58.302876
897190;Claim;Furto in Casa;2022-11-21T18:52:40.302876;2022-11-26T19:01:23.302876
897193;Claim;Incendio doloso Casa;2022-09-15T18:51:13.302876;2022-09-20T19:01:22.302876
897199;Claim;Furto Auto;2023-01-15T18:47:19.303875;2023-01-20T18:53:58.303875
897202;Claim;Incendio doloso Casa;2022-04-08T18:46:59.303875;2022-04-13T18:55:02.303875
897211;Claim;Furto in Casa;2022-03-17T18:48:49.303875;2022-03-22T18:54:45.303875
897217;Claim;Incendio doloso Casa;2022-11-08T18:48:43.303875;2022-11-13T18:55:16.303875
897220;Claim;Furto in Casa;2022-12-18T18:52:24.303875;2022-12-23T19:00:35.303875
897226;Claim;Furto in Casa;2022-12-10T18:49:12.304873;2022-12-15T18:59:15.304873
897232;Claim;Incendio doloso Casa;2022-09-11T18:47:10.304873;2022-09-16T18:56:23.304873
897238;Claim;Furto in Casa;2022-10-28T18:50:30.304873;2022-11-02T18:59:07.304873
897244;Claim;Incendio doloso Casa;2022-11-26T18:48:27.304873;2022-12-01T18:57:40.304873
897247;Claim;Furto Auto;2022-09-10T18:50:10.304873;2022-09-15T18:59:26.304873
897250;Claim;Furto Auto;2022-08-22T18:52:02.304873;2022-08-27T18:58:14.304873
897253;Claim;Incidente Auto;2022-05-30T18:49:14.304873;2022-06-04T18:55:10.304873
897265;Claim;Furto Auto;2022-10-12T18:52:56.305873;2022-10-17T19:02:54.305873
897271;Claim;Furto Auto;2022-09-03T18:51:02.305873;2022-09-08T18:56:32.305873
897286;Claim;Incendio doloso Casa;2022-06-05T18:50:51.305873;2022-06-10T18:56:38.305873
897289;Claim;Incendio doloso Auto;2022-12-11T18:52:21.305873;2022-12-16T19:02:23.305873
897295;Claim;Furto in Casa;2022-07-26T18:49:15.305873;2022-07-31T18:57:31.305873
897298;Claim;Furto in Casa;2022-11-29T18:52:36.307378;2022-12-04T18:58:55.307378
897301;Claim;Furto Auto;2022-02-11T18:50:29.307378;2022-02-16T19:00:36.307378
897304;Claim;Incendio doloso Casa;2023-01-09T18:51:56.307378;2023-01-14T18:57:52.307378
897316;Claim;Incendio doloso Auto;2022-09-29T18:47:56.307378;2022-10-04T18:55:41.307378
897319;Claim;Furto in Casa;2022-04-29T18:50:24.307378;2022-05-04T18:58:13.307378
897325;Claim;Incendio doloso Auto;2023-01-08T18:50:05.308384;2023-01-13T19:00:44.308384
897328;Claim;Incidente Auto;2022-05-05T18:50:25.308384;2022-05-10T18:55:53.308384
897331;Claim;Incidente Auto;2022-02-20T18:51:42.308384;2022-02-25T18:58:47.308384
