:ID;:LABEL;type;open_date:datetime
896011;Claim;Incendio doloso Casa;2022-11-04T15:34:21.477656
896020;Claim;Incidente Auto;2022-07-14T15:30:21.477732
896026;Claim;Furto in Casa;2022-02-25T15:33:47.478662
896029;Claim;Incendio doloso Casa;2022-12-16T15:31:13.478662
896038;Claim;Incendio doloso Casa;2022-06-06T15:32:27.478662
896041;Claim;Incendio doloso Casa;2022-07-09T15:35:06.478662
896044;Claim;Furto in Casa;2022-12-16T15:32:43.479663
896050;Claim;Incidente Auto;2022-09-14T15:32:45.479663
896053;Claim;Incendio doloso Casa;2022-09-19T15:35:19.479663
896056;Claim;Incidente Auto;2022-11-17T15:30:50.479663
896059;Claim;Incidente Auto;2022-03-22T15:34:50.479663
896065;Claim;Furto in Casa;2022-02-27T15:31:03.480664
896080;Claim;Incendio doloso Casa;2022-05-16T15:34:31.481662
896089;Claim;Incendio doloso Casa;2022-12-29T15:31:56.481662
896092;Claim;Incidente Auto;2023-01-19T15:30:23.481662
896095;Claim;Furto Auto;2022-10-29T15:29:42.481662
896098;Claim;Furto in Casa;2022-10-04T15:32:18.482663
896113;Claim;Furto Auto;2022-03-16T15:35:10.482663
896122;Claim;Incendio doloso Casa;2022-10-04T15:32:20.483663
896137;Claim;Incidente Auto;2022-02-26T15:35:11.484662
896149;Claim;Incendio doloso Casa;2022-06-01T15:33:30.484662
896164;Claim;Furto in Casa;2022-10-06T15:32:30.485663
896176;Claim;Furto Auto;2022-03-16T15:32:19.486667
896179;Claim;Incidente Auto;2022-12-15T15:31:14.486667
896182;Claim;Incendio doloso Auto;2022-02-18T15:34:29.487663
896188;Claim;Furto in Casa;2022-02-04T15:33:13.487663
896191;Claim;Incendio doloso Auto;2022-10-24T15:33:42.487663
896200;Claim;Furto Auto;2022-09-28T15:32:57.487663
896206;Claim;Incendio doloso Casa;2022-04-10T15:30:46.488828
896209;Claim;Incidente Auto;2022-07-15T15:34:12.488828
896212;Claim;Furto in Casa;2022-01-27T15:34:40.488828
896215;Claim;Incidente Auto;2022-08-05T15:30:33.488828
896221;Claim;Incendio doloso Casa;2022-06-02T15:30:14.489828
896227;Claim;Incendio doloso Auto;2022-04-17T15:34:35.489828
896236;Claim;Furto in Casa;2022-02-22T15:31:15.489828
896242;Claim;Furto Auto;2022-08-25T15:33:27.490828
896245;Claim;Furto in Casa;2022-05-15T15:32:46.490828
896248;Claim;Furto in Casa;2022-09-15T15:30:21.490828
896254;Claim;Incidente Auto;2022-05-24T15:32:56.490828
896257;Claim;Incidente Auto;2023-01-22T15:33:13.491834
896263;Claim;Furto Auto;2022-06-06T15:31:36.491834
896266;Claim;Incendio doloso Auto;2022-07-03T15:33:11.491834
896272;Claim;Incendio doloso Casa;2023-01-20T15:30:17.492827
896275;Claim;Furto Auto;2022-07-22T15:34:15.492827
896287;Claim;Furto in Casa;2022-02-08T15:32:48.492827
896290;Claim;Incidente Auto;2022-05-04T15:33:37.493828
896302;Claim;Incendio doloso Auto;2022-12-07T15:34:14.493828
896308;Claim;Incidente Auto;2022-06-07T15:30:10.494828
896314;Claim;Incendio doloso Auto;2022-11-10T15:32:11.494828
896320;Claim;Furto in Casa;2022-07-16T15:33:47.494828
896326;Claim;Furto in Casa;2022-10-29T15:34:22.495829
896332;Claim;Incidente Auto;2022-02-23T15:29:59.495829
896335;Claim;Furto in Casa;2022-10-10T15:35:23.495829
896341;Claim;Incendio doloso Auto;2022-11-03T15:33:16.495829
896347;Claim;Furto in Casa;2023-01-19T15:31:15.496827
896350;Claim;Incendio doloso Casa;2022-04-28T15:31:27.496827
896362;Claim;Furto Auto;2022-07-09T15:29:46.497828
896365;Claim;Furto Auto;2022-06-12T15:31:10.497828
896368;Claim;Incendio doloso Auto;2023-01-18T15:31:26.497828
896374;Claim;Furto Auto;2022-10-11T15:29:39.497828
896377;Claim;Incendio doloso Auto;2022-10-13T15:30:56.497828
896380;Claim;Furto Auto;2022-12-10T15:31:02.498888
896383;Claim;Incendio doloso Casa;2022-02-10T15:33:41.498888
896389;Claim;Furto in Casa;2023-01-13T15:31:17.498888
896392;Claim;Incendio doloso Auto;2022-09-07T15:34:16.499884
896395;Claim;Furto in Casa;2022-12-29T15:34:09.499884
896398;Claim;Furto Auto;2022-06-07T15:34:46.499884
896410;Claim;Incendio doloso Casa;2022-03-28T15:29:31.500885
896413;Claim;Incendio doloso Casa;2022-05-16T15:30:31.500885
896425;Claim;Incendio doloso Casa;2022-04-12T15:32:47.500885
896428;Claim;Furto in Casa;2022-10-14T15:31:22.501881
896431;Claim;Incendio doloso Auto;2022-06-14T15:31:59.501881
896437;Claim;Incidente Auto;2022-02-21T15:30:54.501881
896440;Claim;Furto in Casa;2022-11-05T15:33:01.501881
896452;Claim;Furto Auto;2023-01-13T15:31:37.502883
896455;Claim;Incendio doloso Auto;2022-12-17T15:34:50.502883
896458;Claim;Incendio doloso Casa;2022-09-06T15:34:06.502883
896464;Claim;Incendio doloso Casa;2022-09-15T15:29:34.503881
896470;Claim;Incidente Auto;2022-12-01T15:31:44.503881
896473;Claim;Incidente Auto;2022-04-15T15:32:43.503881
896476;Claim;Furto Auto;2022-11-18T15:35:17.503881
896479;Claim;Incendio doloso Casa;2022-07-03T15:35:12.503881
896485;Claim;Incendio doloso Auto;2022-11-09T15:31:56.504882
896491;Claim;Furto Auto;2022-07-15T15:33:43.504882
896494;Claim;Incendio doloso Auto;2022-08-16T15:33:27.504882
896497;Claim;Incendio doloso Auto;2022-02-01T15:33:16.504882
896500;Claim;Incendio doloso Casa;2022-07-05T15:33:26.505883
896503;Claim;Incendio doloso Casa;2022-11-14T15:30:23.505883
896506;Claim;Incidente Auto;2022-02-28T15:30:43.505883
896509;Claim;Incidente Auto;2022-08-02T15:32:04.505883
896512;Claim;Furto in Casa;2022-11-20T15:30:25.505883
896521;Claim;Furto Auto;2022-03-06T15:33:33.506883
896524;Claim;Furto in Casa;2022-07-06T15:35:19.506883
896527;Claim;Incidente Auto;2022-07-23T15:34:04.506883
896533;Claim;Furto in Casa;2022-12-17T15:31:58.507882
896545;Claim;Furto in Casa;2022-07-09T15:34:36.507882
896548;Claim;Incidente Auto;2022-07-19T15:33:39.507882
896557;Claim;Furto in Casa;2022-09-05T15:31:52.508981
896563;Claim;Incendio doloso Auto;2022-08-08T15:35:12.508981
896566;Claim;Incendio doloso Casa;2023-01-05T15:34:58.508981
896578;Claim;Furto in Casa;2022-11-29T15:32:42.509980
896584;Claim;Incendio doloso Auto;2022-02-09T15:30:49.509980
896590;Claim;Incidente Auto;2022-02-27T15:30:11.510979
896593;Claim;Incendio doloso Casa;2022-07-16T15:32:10.510979
896596;Claim;Incidente Auto;2022-02-10T15:32:43.510979
896599;Claim;Furto in Casa;2022-08-12T15:31:09.510979
896608;Claim;Incendio doloso Casa;2022-07-09T15:31:48.511978
896611;Claim;Incidente Auto;2022-10-18T15:30:42.511978
896617;Claim;Incidente Auto;2022-09-21T15:30:13.511978
896620;Claim;Incidente Auto;2022-05-17T15:33:57.511978
896632;Claim;Incidente Auto;2022-08-02T15:30:22.512979
896638;Claim;Furto in Casa;2022-04-04T15:33:55.512979
896644;Claim;Incidente Auto;2022-10-29T15:33:17.513979
896647;Claim;Incendio doloso Casa;2023-01-22T15:34:33.513979
896650;Claim;Incidente Auto;2022-10-03T15:33:41.513979
896653;Claim;Furto Auto;2022-08-02T15:33:32.513979
896656;Claim;Incendio doloso Auto;2022-10-22T15:29:40.514983
896662;Claim;Furto Auto;2022-09-17T15:29:54.514983
896674;Claim;Incendio doloso Casa;2022-11-19T15:30:45.514983
896677;Claim;Incidente Auto;2022-04-23T15:32:03.515979
896686;Claim;Incidente Auto;2022-10-18T15:32:48.515979
896689;Claim;Furto Auto;2022-07-26T15:32:29.515979
896695;Claim;Furto Auto;2022-05-12T15:29:39.516979
896701;Claim;Incendio doloso Casa;2022-05-21T15:34:08.516979
896707;Claim;Incendio doloso Casa;2022-06-07T15:35:08.516979
896722;Claim;Incendio doloso Casa;2022-11-14T15:30:43.517980
896728;Claim;Incendio doloso Casa;2023-01-16T15:29:50.517980
896749;Claim;Furto Auto;2022-11-25T15:34:10.520285
896755;Claim;Incendio doloso Auto;2022-11-18T15:32:26.521286
896758;Claim;Incendio doloso Casa;2022-12-03T15:35:21.521286
896761;Claim;Incendio doloso Casa;2022-10-25T15:33:21.521286
896764;Claim;Incendio doloso Casa;2022-04-30T15:34:36.521286
896770;Claim;Incendio doloso Casa;2022-02-03T15:34:15.522285
896776;Claim;Incidente Auto;2022-02-01T15:31:29.522285
896779;Claim;Furto in Casa;2022-02-24T15:34:06.522285
896785;Claim;Incendio doloso Casa;2022-10-14T15:35:20.523285
896788;Claim;Incendio doloso Auto;2022-10-27T15:34:20.523285
896791;Claim;Incendio doloso Casa;2022-08-03T15:32:06.523285
896800;Claim;Incendio doloso Casa;2022-09-02T15:30:32.524284
896803;Claim;Furto in Casa;2023-01-03T15:33:49.524284
896806;Claim;Furto in Casa;2022-02-06T15:32:16.524284
896812;Claim;Furto Auto;2022-11-22T15:34:42.525284
896815;Claim;Incendio doloso Casa;2022-10-11T15:34:49.525284
896818;Claim;Incidente Auto;2022-12-08T15:30:01.525284
896821;Claim;Incendio doloso Auto;2022-07-03T15:31:52.525284
896830;Claim;Furto Auto;2022-07-04T15:34:04.526285
896836;Claim;Incidente Auto;2022-11-11T15:30:12.526285
896842;Claim;Incendio doloso Auto;2022-02-11T15:32:57.527790
896845;Claim;Furto in Casa;2022-04-20T15:33:00.527790
896848;Claim;Furto in Casa;2022-02-12T15:34:19.527790
896860;Claim;Furto Auto;2022-11-12T15:29:41.528797
896863;Claim;Incendio doloso Casa;2022-12-31T15:30:27.528797
896866;Claim;Incidente Auto;2023-01-13T15:33:36.528797
896872;Claim;Incendio doloso Auto;2023-01-11T15:31:53.529797
896875;Claim;Incendio doloso Casa;2022-01-26T15:34:20.529797
896896;Claim;Furto in Casa;2022-03-09T15:34:19.530796
896905;Claim;Furto in Casa;2022-03-19T15:33:53.531796
896911;Claim;Incendio doloso Auto;2022-12-06T15:32:26.532799
896914;Claim;Incendio doloso Auto;2023-01-10T15:33:25.532799
896920;Claim;Incidente Auto;2022-07-18T15:32:57.532799
896929;Claim;Furto in Casa;2022-11-05T15:35:21.533798
896938;Claim;Furto in Casa;2022-05-02T15:32:05.534798
896941;Claim;Furto Auto;2022-05-02T15:31:01.534798
896947;Claim;Incidente Auto;2022-05-01T15:31:12.535797
896953;Claim;Incendio doloso Casa;2022-09-23T15:33:03.535797
896968;Claim;Incendio doloso Auto;2022-12-14T15:34:21.536796
896971;Claim;Furto in Casa;2022-06-06T15:32:23.536796
896983;Claim;Furto Auto;2022-12-25T15:30:13.537797
896989;Claim;Furto Auto;2022-02-28T15:34:59.537797
897001;Claim;Furto in Casa;2022-09-19T15:30:49.538988
897013;Claim;Incendio doloso Auto;2022-06-01T15:32:30.539988
897016;Claim;Incendio doloso Auto;2022-02-05T15:31:40.539988
897022;Claim;Incidente Auto;2022-04-12T15:35:22.540990
897037;Claim;Incidente Auto;2022-02-23T15:32:26.541988
897043;Claim;Incendio doloso Auto;2022-04-15T15:32:57.541988
897046;Claim;Incendio doloso Auto;2022-03-01T15:32:13.542988
897055;Claim;Incidente Auto;2022-12-15T15:32:48.542988
897058;Claim;Furto in Casa;2022-12-16T15:33:58.542988
897070;Claim;Furto Auto;2023-01-12T15:34:58.543988
897073;Claim;Furto Auto;2022-03-03T15:34:40.544989
897085;Claim;Furto in Casa;2022-09-03T15:32:05.544989
897094;Claim;Furto in Casa;2022-04-30T15:31:51.545989
897112;Claim;Furto Auto;2022-06-16T15:34:47.547989
897118;Claim;Furto Auto;2022-05-07T15:35:26.548500
897124;Claim;Furto Auto;2022-11-04T15:31:48.548500
897127;Claim;Incendio doloso Auto;2022-06-30T15:29:46.548500
897130;Claim;Furto Auto;2022-06-01T15:31:51.548500
897133;Claim;Incendio doloso Auto;2022-12-06T15:32:12.549507
897139;Claim;Furto in Casa;2022-01-29T15:34:51.549507
897145;Claim;Incendio doloso Casa;2022-11-16T15:30:08.550507
897154;Claim;Incendio doloso Casa;2022-03-25T15:32:00.550507
897160;Claim;Incendio doloso Auto;2022-12-14T15:32:25.551507
897166;Claim;Furto in Casa;2022-09-16T15:31:17.551507
897175;Claim;Incendio doloso Auto;2022-11-27T15:33:58.552506
897178;Claim;Incendio doloso Auto;2023-01-05T15:30:46.552506
897181;Claim;Furto Auto;2022-03-26T15:32:59.552506
897184;Claim;Furto in Casa;2022-07-08T15:34:19.554016
897187;Claim;Incidente Auto;2022-12-03T15:34:05.554135
897193;Claim;Incendio doloso Casa;2022-06-27T15:31:58.555023
897196;Claim;Furto in Casa;2022-07-22T15:32:36.555023
897199;Claim;Furto in Casa;2022-07-31T15:30:09.555023
897202;Claim;Furto Auto;2023-01-09T15:31:59.555023
897211;Claim;Incendio doloso Casa;2022-03-08T15:30:32.556024
897217;Claim;Incidente Auto;2022-06-29T15:31:54.556024
897220;Claim;Incendio doloso Casa;2022-11-30T15:31:18.557025
897223;Claim;Incendio doloso Casa;2022-10-16T15:32:02.557025
897226;Claim;Incidente Auto;2022-11-06T15:34:49.557025
897232;Claim;Furto in Casa;2022-01-29T15:31:56.557025
897238;Claim;Incendio doloso Casa;2022-06-16T15:29:55.558024
897241;Claim;Incidente Auto;2022-05-04T15:32:37.558533
897253;Claim;Furto in Casa;2023-01-06T15:31:13.559539
897256;Claim;Furto Auto;2022-08-24T15:32:04.559539
897259;Claim;Incidente Auto;2022-06-05T15:29:33.559539
897262;Claim;Incendio doloso Auto;2022-11-05T15:32:56.559539
897265;Claim;Incendio doloso Auto;2022-06-02T15:33:59.559539
897268;Claim;Incendio doloso Casa;2022-04-17T15:31:47.560538
897271;Claim;Incidente Auto;2022-06-10T15:33:49.560538
897274;Claim;Incendio doloso Casa;2023-01-01T15:31:12.560538
897283;Claim;Incidente Auto;2022-04-26T15:33:23.561543
897286;Claim;Furto Auto;2022-05-14T15:32:22.561543
897298;Claim;Furto Auto;2022-05-26T15:31:05.562542
897301;Claim;Incendio doloso Auto;2022-02-18T15:35:15.562542
897304;Claim;Incendio doloso Auto;2022-09-16T15:30:35.562542
897307;Claim;Furto in Casa;2022-09-20T15:33:44.563542
897313;Claim;Furto in Casa;2022-05-26T15:33:20.563542
897319;Claim;Incendio doloso Casa;2022-11-30T15:30:47.564539
897322;Claim;Incendio doloso Auto;2022-02-18T15:32:56.564539
897328;Claim;Incidente Auto;2022-12-10T15:33:22.564539
897334;Claim;Furto Auto;2022-12-10T15:34:38.565539
897337;Claim;Incidente Auto;2023-01-11T15:30:29.565539
897364;Claim;Furto in Casa;2022-03-24T15:32:34.566539
897370;Claim;Incendio doloso Casa;2022-05-26T15:29:52.568047
897382;Claim;Incidente Auto;2022-07-26T15:31:13.569054
897385;Claim;Incendio doloso Auto;2022-03-22T15:35:00.569054
897388;Claim;Incidente Auto;2022-11-24T15:31:16.569054
897391;Claim;Incendio doloso Auto;2023-01-20T15:30:34.569054
897394;Claim;Furto in Casa;2022-09-05T15:30:44.570054
897397;Claim;Incendio doloso Auto;2022-10-30T15:31:14.570054
897403;Claim;Incendio doloso Casa;2022-06-16T15:34:18.570054
897406;Claim;Incendio doloso Auto;2022-05-25T15:33:07.570054
897409;Claim;Incendio doloso Casa;2022-11-15T15:30:41.571053
897412;Claim;Incendio doloso Auto;2022-05-05T15:31:33.571053
897415;Claim;Incendio doloso Auto;2022-04-28T15:32:03.571053
897421;Claim;Incidente Auto;2022-06-20T15:33:05.571053
897424;Claim;Incendio doloso Auto;2022-11-05T15:31:07.572053
897427;Claim;Furto in Casa;2022-04-24T15:34:49.572053
897433;Claim;Incidente Auto;2022-12-27T15:30:38.572053
897439;Claim;Incendio doloso Casa;2022-03-25T15:31:26.573056
897442;Claim;Furto Auto;2023-01-09T15:30:45.573056
897445;Claim;Furto Auto;2022-02-25T15:34:17.573056
897451;Claim;Furto Auto;2022-05-25T15:29:54.574053
897457;Claim;Furto in Casa;2022-05-20T15:33:16.574053
897460;Claim;Incidente Auto;2022-08-05T15:33:52.574053
897463;Claim;Incendio doloso Auto;2022-08-24T15:35:24.574053
897472;Claim;Furto in Casa;2022-06-29T15:30:33.575056
897475;Claim;Incendio doloso Casa;2022-12-18T15:32:35.575056
897487;Claim;Incidente Auto;2022-11-13T15:30:58.576055
897490;Claim;Incendio doloso Auto;2022-03-02T15:33:16.576055
897502;Claim;Incendio doloso Casa;2022-09-01T15:33:52.578055
897505;Claim;Furto Auto;2022-09-30T15:29:52.578055
897517;Claim;Incidente Auto;2022-07-14T15:33:19.579300
897523;Claim;Furto Auto;2022-04-03T15:29:51.579300
897532;Claim;Incendio doloso Casa;2023-01-06T15:30:57.580298
897535;Claim;Incidente Auto;2022-09-29T15:31:54.580298
897550;Claim;Incendio doloso Casa;2022-07-19T15:30:30.581442
897556;Claim;Furto Auto;2022-12-16T15:34:52.582068
897559;Claim;Furto Auto;2022-03-17T15:32:58.582587
897562;Claim;Furto in Casa;2022-02-28T15:30:27.582587
897568;Claim;Incendio doloso Auto;2022-10-20T15:30:49.583595
897574;Claim;Incendio doloso Casa;2022-02-10T15:31:19.583595
897580;Claim;Furto Auto;2022-12-16T15:32:04.583595
897586;Claim;Furto in Casa;2022-08-06T15:33:58.584593
897589;Claim;Incendio doloso Auto;2022-04-02T15:34:41.584593
897598;Claim;Incendio doloso Casa;2022-03-17T15:34:37.585595
897601;Claim;Incendio doloso Casa;2023-01-25T15:29:52.585595
897613;Claim;Incidente Auto;2022-09-02T15:33:15.586594
897619;Claim;Incendio doloso Casa;2023-01-03T15:34:19.586594
897622;Claim;Furto Auto;2022-02-15T15:32:35.586594
897637;Claim;Furto in Casa;2022-08-08T15:30:55.588100
897640;Claim;Furto in Casa;2022-10-03T15:34:13.589106
897643;Claim;Incidente Auto;2022-04-30T15:29:33.589106
897649;Claim;Incidente Auto;2022-12-30T15:30:05.590106
897652;Claim;Incendio doloso Casa;2022-07-28T15:31:43.590106
897661;Claim;Incidente Auto;2022-04-19T15:34:13.591108
897667;Claim;Incendio doloso Casa;2022-04-03T15:34:32.591108
897673;Claim;Furto in Casa;2022-02-01T15:30:42.592111
897676;Claim;Furto Auto;2022-05-04T15:30:10.592111
897679;Claim;Incendio doloso Casa;2022-03-08T15:32:52.592111
897688;Claim;Furto in Casa;2022-08-29T15:31:13.593111
897697;Claim;Furto Auto;2022-08-24T15:32:33.594106
897706;Claim;Incendio doloso Auto;2022-12-07T15:34:59.594106
897709;Claim;Furto in Casa;2023-01-17T15:34:50.594106
897718;Claim;Incendio doloso Casa;2022-02-21T15:29:32.595108
897721;Claim;Incendio doloso Auto;2022-03-27T15:34:08.595108
897736;Claim;Incidente Auto;2022-09-15T15:30:58.596107
897742;Claim;Incidente Auto;2022-09-18T15:33:08.597694
897760;Claim;Furto in Casa;2022-08-23T15:30:12.598622
897763;Claim;Incendio doloso Auto;2023-01-09T15:31:53.599622
897769;Claim;Furto Auto;2022-03-22T15:31:09.599622
897772;Claim;Incidente Auto;2022-10-26T15:33:51.599622
897775;Claim;Incidente Auto;2022-10-17T15:33:09.600622
897778;Claim;Incidente Auto;2022-06-17T15:34:39.600622
897781;Claim;Incendio doloso Casa;2022-03-16T15:34:13.600622
897784;Claim;Incendio doloso Auto;2022-08-17T15:33:12.600622
897787;Claim;Incidente Auto;2022-11-27T15:35:26.601624
897790;Claim;Furto Auto;2022-12-11T15:30:26.601624
897793;Claim;Incendio doloso Auto;2022-07-17T15:30:02.601624
897802;Claim;Furto Auto;2022-07-19T15:32:38.602625
897805;Claim;Furto Auto;2022-07-13T15:33:55.602625
897820;Claim;Incidente Auto;2022-07-11T15:34:02.604622
897832;Claim;Incendio doloso Auto;2022-06-14T15:31:58.605620
897850;Claim;Furto in Casa;2022-07-29T15:30:22.606622
897853;Claim;Incidente Auto;2022-03-03T15:31:08.606622
897856;Claim;Furto in Casa;2022-08-15T15:34:40.606622
897859;Claim;Furto in Casa;2022-07-22T15:30:48.607622
897862;Claim;Incendio doloso Auto;2022-10-17T15:34:25.607622
897865;Claim;Furto Auto;2022-03-10T15:30:57.608129
897874;Claim;Incendio doloso Auto;2022-03-08T15:30:26.608129
897883;Claim;Incidente Auto;2022-11-08T15:32:09.609139
897892;Claim;Furto in Casa;2022-06-25T15:34:48.610138
897895;Claim;Incendio doloso Casa;2022-01-27T15:34:38.610138
897907;Claim;Incendio doloso Casa;2022-09-07T15:30:14.611137
897910;Claim;Furto Auto;2022-08-26T15:30:11.612139
897916;Claim;Incidente Auto;2022-08-14T15:33:24.612139
897922;Claim;Furto Auto;2022-07-07T15:33:27.612139
897925;Claim;Furto in Casa;2022-10-16T15:32:33.613136
897928;Claim;Incendio doloso Auto;2022-04-22T15:35:14.613136
897943;Claim;Furto Auto;2022-10-24T15:31:00.614136
897949;Claim;Incendio doloso Casa;2022-05-07T15:32:38.615138
897955;Claim;Furto Auto;2022-12-08T15:31:04.615138
897958;Claim;Incendio doloso Casa;2022-07-20T15:30:24.616139
897970;Claim;Incidente Auto;2022-08-08T15:34:12.616139
897988;Claim;Furto Auto;2022-08-15T15:32:05.618659
897991;Claim;Furto in Casa;2022-03-18T15:35:27.618659
898000;Claim;Furto Auto;2022-12-28T15:33:58.619658
898006;Claim;Incendio doloso Auto;2022-02-20T15:31:54.619658
898012;Claim;Furto Auto;2022-04-28T15:29:55.620656
898018;Claim;Incidente Auto;2022-02-05T15:30:06.620656
898024;Claim;Furto Auto;2022-11-22T15:35:11.621657
898030;Claim;Incidente Auto;2022-05-17T15:30:09.621657
898033;Claim;Incidente Auto;2022-07-09T15:34:22.622658
898036;Claim;Incendio doloso Auto;2022-08-23T15:32:44.622658
898045;Claim;Furto in Casa;2022-05-15T15:31:29.623658
898048;Claim;Incendio doloso Auto;2022-09-26T15:29:38.623658
898057;Claim;Incendio doloso Auto;2022-09-25T15:31:21.624658
898060;Claim;Incidente Auto;2022-09-27T15:29:54.624658
898078;Claim;Furto in Casa;2022-05-30T15:30:27.626658
898081;Claim;Incendio doloso Casa;2022-05-05T15:32:15.626658
898084;Claim;Furto in Casa;2022-08-14T15:33:10.626658
898087;Claim;Incendio doloso Casa;2022-08-08T15:33:00.626658
898096;Claim;Incendio doloso Auto;2022-09-24T15:30:31.627658
898099;Claim;Incendio doloso Auto;2022-07-12T15:31:23.628702
898102;Claim;Incendio doloso Auto;2023-01-16T15:35:15.628702
898111;Claim;Furto in Casa;2022-02-21T15:30:11.629704
898120;Claim;Furto Auto;2022-11-22T15:31:08.630467
898123;Claim;Incendio doloso Auto;2022-10-03T15:30:37.631474
898126;Claim;Furto in Casa;2022-02-10T15:29:56.631474
898132;Claim;Incidente Auto;2022-11-28T15:30:42.631474
898168;Claim;Furto in Casa;2022-09-05T15:30:29.634482
898183;Claim;Incendio doloso Auto;2023-01-07T15:30:59.635483
898186;Claim;Incendio doloso Casa;2022-12-31T15:35:13.636487
898192;Claim;Incidente Auto;2022-04-29T15:31:55.636487
898201;Claim;Furto Auto;2022-06-06T15:31:40.636487
898204;Claim;Furto in Casa;2022-03-01T15:30:17.637994
898207;Claim;Incendio doloso Casa;2022-06-07T15:34:17.637994
898210;Claim;Incidente Auto;2022-09-25T15:33:59.637994
898219;Claim;Incendio doloso Auto;2022-09-01T15:30:05.639003
898225;Claim;Furto Auto;2022-10-21T15:31:48.639003
898231;Claim;Incidente Auto;2022-02-02T15:33:10.640002
898246;Claim;Incidente Auto;2022-01-28T15:29:29.641003
898249;Claim;Furto Auto;2022-04-09T15:32:47.641003
898255;Claim;Incendio doloso Auto;2022-12-04T15:35:19.642002
898261;Claim;Incendio doloso Casa;2022-11-01T15:30:38.642002
898264;Claim;Incendio doloso Casa;2022-05-28T15:34:21.643004
898267;Claim;Incidente Auto;2023-01-23T15:31:08.643004
898279;Claim;Incendio doloso Casa;2022-05-07T15:32:23.644003
898282;Claim;Furto in Casa;2022-01-29T15:34:34.644003
898285;Claim;Furto Auto;2022-10-06T15:32:45.644003
898288;Claim;Furto in Casa;2022-09-03T15:33:12.645007
898297;Claim;Furto Auto;2022-09-13T15:31:00.646002
898306;Claim;Furto in Casa;2022-11-09T15:34:58.647002
898312;Claim;Furto in Casa;2022-09-17T15:32:23.647002
898327;Claim;Furto in Casa;2022-05-07T15:32:27.648006
898330;Claim;Incendio doloso Casa;2022-06-06T15:31:42.648006
898336;Claim;Incendio doloso Casa;2022-07-28T15:31:15.649232
898339;Claim;Furto Auto;2022-09-09T15:30:21.649232
898342;Claim;Incendio doloso Casa;2022-03-14T15:33:39.649232
