:ID;:LABEL;type;open_date
53541;Claim;Incidente Auto;2022-05-04T13:35:44.594909
53544;Claim;Incendio doloso Auto;2022-12-09T13:40:30.594909
53556;Claim;Furto in Casa;2022-02-10T13:39:53.594909
53562;Claim;Incendio doloso Auto;2022-10-22T13:36:36.594909
53565;Claim;Incidente Auto;2022-03-10T13:37:24.594909
53568;Claim;Incidente Auto;2022-03-22T13:39:18.594909
53592;Claim;Incendio doloso Casa;2022-07-31T13:39:13.594909
53598;Claim;Incendio doloso Auto;2022-02-07T13:39:06.595906
53601;Claim;Furto in Casa;2023-01-16T13:36:34.595906
53604;Claim;Incendio doloso Auto;2022-01-25T13:37:40.595906
53607;Claim;Incendio doloso Auto;2022-08-11T13:37:18.595906
53610;Claim;Furto Auto;2022-06-11T13:35:24.595906
53613;Claim;Incidente Auto;2022-06-12T13:35:32.595906
53619;Claim;Incendio doloso Casa;2022-08-25T13:37:28.595906
53625;Claim;Incendio doloso Casa;2022-11-08T13:35:15.595906
53634;Claim;Furto Auto;2023-01-16T13:39:10.595906
53640;Claim;Incendio doloso Casa;2022-08-16T13:36:35.595906
53652;Claim;Incidente Auto;2022-10-12T13:39:05.595906
53655;Claim;Furto in Casa;2022-02-07T13:36:38.595906
53670;Claim;Incendio doloso Auto;2022-07-04T13:38:28.596905
53709;Claim;Incendio doloso Casa;2022-03-01T13:36:05.596905
53727;Claim;Incendio doloso Casa;2022-02-03T13:40:32.596905
53730;Claim;Incendio doloso Auto;2022-09-04T13:37:13.596905
53736;Claim;Furto in Casa;2022-07-17T13:36:29.597909
53739;Claim;Incidente Auto;2022-02-26T13:41:08.597909
53745;Claim;Furto in Casa;2022-05-07T13:35:36.597909
53751;Claim;Furto in Casa;2022-03-30T13:39:39.597909
53754;Claim;Incendio doloso Auto;2022-09-16T13:36:08.597909
53757;Claim;Furto in Casa;2022-05-26T13:35:44.597909
53763;Claim;Incidente Auto;2022-09-16T13:35:18.597909
53766;Claim;Furto Auto;2022-05-29T13:35:49.597909
53769;Claim;Incendio doloso Auto;2022-07-14T13:40:49.597909
53781;Claim;Furto in Casa;2023-01-09T13:36:54.597909
53799;Claim;Incendio doloso Casa;2023-01-21T13:39:02.597909
53811;Claim;Furto Auto;2022-12-14T13:40:37.598910
53820;Claim;Furto in Casa;2022-11-13T13:36:05.598910
53823;Claim;Incidente Auto;2022-10-13T13:35:39.598910
53826;Claim;Furto Auto;2022-03-25T13:38:44.598910
53835;Claim;Incendio doloso Casa;2022-12-29T13:38:05.598910
53838;Claim;Furto in Casa;2022-12-14T13:37:18.598910
53841;Claim;Incendio doloso Auto;2022-09-27T13:41:08.598910
53844;Claim;Furto in Casa;2022-01-28T13:37:51.598910
53853;Claim;Furto Auto;2022-05-19T13:38:59.598910
53859;Claim;Incidente Auto;2022-02-13T13:35:23.598910
53868;Claim;Incendio doloso Casa;2022-11-07T13:37:04.598910
53880;Claim;Furto Auto;2022-10-31T13:36:30.599906
53892;Claim;Incendio doloso Casa;2022-02-07T13:35:51.599906
53901;Claim;Incendio doloso Auto;2022-06-26T13:35:31.599906
53904;Claim;Furto in Casa;2022-06-04T13:35:27.599906
53907;Claim;Furto Auto;2022-06-10T13:37:59.599906
53913;Claim;Incendio doloso Auto;2022-05-29T13:39:26.599906
53919;Claim;Incendio doloso Auto;2022-06-01T13:39:12.599906
53943;Claim;Incendio doloso Auto;2022-04-01T13:40:35.600909
53946;Claim;Furto Auto;2022-10-22T13:40:49.600909
53949;Claim;Furto in Casa;2022-06-20T13:35:30.600909
53958;Claim;Furto Auto;2022-07-16T13:38:24.600909
53967;Claim;Incendio doloso Casa;2022-05-22T13:38:47.600909
53976;Claim;Furto Auto;2022-02-08T13:36:11.600909
53982;Claim;Incendio doloso Casa;2022-06-29T13:38:10.600909
53985;Claim;Incendio doloso Auto;2022-11-25T13:36:20.600909
53988;Claim;Incendio doloso Casa;2022-08-19T13:39:21.600909
53991;Claim;Furto in Casa;2022-10-12T13:37:57.600909
54003;Claim;Furto in Casa;2023-01-03T13:40:08.600909
54009;Claim;Furto Auto;2022-10-02T13:38:42.600909
54018;Claim;Furto in Casa;2022-12-24T13:37:00.601909
54021;Claim;Furto Auto;2023-01-08T13:37:26.601909
54030;Claim;Furto in Casa;2022-06-05T13:35:36.601909
54033;Claim;Incidente Auto;2022-10-21T13:36:13.601909
54036;Claim;Incidente Auto;2022-10-13T13:38:44.601909
54045;Claim;Furto in Casa;2022-05-19T13:40:51.601909
54054;Claim;Incendio doloso Casa;2022-06-17T13:39:29.601909
54060;Claim;Furto Auto;2022-07-02T13:38:13.601909
54063;Claim;Incidente Auto;2022-05-17T13:36:44.601909
54066;Claim;Furto Auto;2022-10-08T13:38:41.601909
54069;Claim;Furto Auto;2022-04-19T13:37:49.601909
54075;Claim;Incendio doloso Auto;2022-01-30T13:39:17.601909
54078;Claim;Incendio doloso Casa;2022-09-04T13:37:26.601909
54081;Claim;Furto Auto;2022-05-27T13:40:21.601909
54093;Claim;Furto Auto;2022-07-12T13:40:21.602909
54096;Claim;Incendio doloso Auto;2022-05-21T13:35:51.602909
54099;Claim;Incendio doloso Auto;2022-05-15T13:38:39.602909
54102;Claim;Incendio doloso Auto;2022-06-22T13:35:31.602909
54111;Claim;Incendio doloso Auto;2022-02-13T13:35:13.602909
54114;Claim;Furto in Casa;2022-06-13T13:40:08.602909
54117;Claim;Incendio doloso Casa;2022-06-29T13:40:52.602909
54123;Claim;Furto in Casa;2022-08-07T13:37:11.602909
54126;Claim;Furto Auto;2022-09-21T13:40:23.602909
54129;Claim;Furto in Casa;2022-12-15T13:38:02.602909
54132;Claim;Incidente Auto;2022-08-26T13:38:39.602909
54138;Claim;Furto in Casa;2022-09-30T13:40:33.602909
54144;Claim;Furto in Casa;2022-06-06T13:41:08.602909
54150;Claim;Furto Auto;2022-09-17T13:40:40.602909
54156;Claim;Furto in Casa;2022-07-11T13:38:59.603909
54168;Claim;Incendio doloso Auto;2022-12-06T13:39:40.603909
54171;Claim;Incendio doloso Casa;2022-12-17T13:35:25.603909
54180;Claim;Furto in Casa;2022-09-08T13:35:39.603909
54183;Claim;Incendio doloso Casa;2023-01-05T13:39:07.603909
54186;Claim;Incidente Auto;2022-08-06T13:38:50.603909
54192;Claim;Furto in Casa;2022-03-29T13:35:42.603909
54198;Claim;Furto in Casa;2022-02-13T13:40:45.603909
54201;Claim;Incendio doloso Auto;2022-10-03T13:39:53.603909
54204;Claim;Incidente Auto;2022-03-22T13:41:06.603909
54207;Claim;Incidente Auto;2022-03-07T13:38:51.603909
54210;Claim;Incendio doloso Auto;2022-09-09T13:38:22.603909
54219;Claim;Incendio doloso Casa;2022-02-25T13:35:20.603909
54231;Claim;Furto in Casa;2022-05-24T13:37:54.604908
54234;Claim;Incendio doloso Auto;2022-04-01T13:35:28.604908
54252;Claim;Incidente Auto;2023-01-02T13:37:50.604908
54258;Claim;Incidente Auto;2022-02-18T13:36:32.604908
54264;Claim;Incendio doloso Auto;2022-06-05T13:36:21.604908
54267;Claim;Incendio doloso Auto;2022-09-25T13:38:19.604908
54270;Claim;Furto Auto;2022-01-29T13:36:17.604908
54273;Claim;Incidente Auto;2022-02-11T13:36:36.604908
54285;Claim;Furto in Casa;2022-07-19T13:39:03.604908
54291;Claim;Incendio doloso Auto;2022-05-31T13:37:06.604908
54294;Claim;Incendio doloso Casa;2022-07-22T13:38:46.605907
54303;Claim;Furto in Casa;2022-08-26T13:38:54.605907
54306;Claim;Incendio doloso Auto;2022-06-10T13:40:55.605907
54309;Claim;Furto Auto;2022-02-15T13:40:33.605907
54318;Claim;Incendio doloso Casa;2022-12-15T13:38:10.605907
54324;Claim;Incendio doloso Auto;2022-11-03T13:38:20.605907
54330;Claim;Furto Auto;2022-12-14T13:35:34.605907
54333;Claim;Incidente Auto;2022-09-26T13:35:18.605907
54336;Claim;Incendio doloso Auto;2022-02-04T13:38:43.605907
54339;Claim;Furto in Casa;2022-12-24T13:39:39.605907
54345;Claim;Incidente Auto;2023-01-23T13:38:36.605907
54351;Claim;Incendio doloso Auto;2022-08-21T13:39:37.605907
54357;Claim;Incidente Auto;2022-12-01T13:36:48.605907
54360;Claim;Incendio doloso Auto;2022-05-25T13:37:45.605907
54363;Claim;Furto Auto;2023-01-12T13:35:13.605907
54369;Claim;Incendio doloso Auto;2022-06-04T13:35:46.606912
54372;Claim;Furto Auto;2022-02-14T13:37:20.606912
54381;Claim;Incendio doloso Auto;2022-12-23T13:38:29.606912
54384;Claim;Incendio doloso Casa;2022-06-20T13:38:01.606912
54387;Claim;Incendio doloso Casa;2022-12-09T13:36:43.606912
54402;Claim;Furto in Casa;2022-06-29T13:40:27.606912
54408;Claim;Incendio doloso Auto;2022-07-24T13:37:30.606912
54414;Claim;Incendio doloso Auto;2022-03-24T13:35:44.606912
54417;Claim;Furto in Casa;2022-03-25T13:40:37.606912
54420;Claim;Incidente Auto;2022-03-30T13:39:04.606912
54435;Claim;Furto Auto;2022-12-24T13:38:13.607914
54438;Claim;Incendio doloso Casa;2022-06-10T13:36:56.607914
54441;Claim;Incendio doloso Casa;2022-09-08T13:38:49.607914
54453;Claim;Furto in Casa;2022-08-16T13:38:07.607914
54456;Claim;Incidente Auto;2022-02-16T13:37:11.607914
54462;Claim;Incidente Auto;2022-11-28T13:38:44.607914
54471;Claim;Incendio doloso Casa;2022-11-21T13:37:43.607914
54480;Claim;Furto Auto;2022-09-09T13:38:41.607914
54483;Claim;Furto Auto;2022-11-12T13:38:56.607914
54489;Claim;Incendio doloso Casa;2022-08-04T13:36:02.607914
54492;Claim;Furto Auto;2022-08-18T13:39:23.607914
54495;Claim;Furto Auto;2022-03-16T13:40:59.607914
54501;Claim;Furto in Casa;2022-02-24T13:36:22.607914
54504;Claim;Furto in Casa;2022-03-15T13:35:32.607914
54510;Claim;Furto in Casa;2022-11-26T13:35:11.608913
54513;Claim;Incendio doloso Auto;2022-12-07T13:37:27.608913
54519;Claim;Incidente Auto;2022-10-28T13:37:08.608913
54537;Claim;Furto in Casa;2022-08-14T13:39:40.608913
54540;Claim;Furto Auto;2022-12-19T13:38:39.608913
54543;Claim;Furto Auto;2022-05-05T13:35:59.608913
54546;Claim;Incidente Auto;2022-07-09T13:35:38.608913
54552;Claim;Incidente Auto;2022-07-22T13:39:46.608913
54567;Claim;Incidente Auto;2022-12-09T13:36:54.608913
54570;Claim;Incidente Auto;2022-09-14T13:35:24.608913
54576;Claim;Furto in Casa;2022-09-06T13:40:25.609913
54582;Claim;Incendio doloso Casa;2022-09-03T13:39:55.609913
54588;Claim;Incidente Auto;2022-08-25T13:40:27.609913
54600;Claim;Incendio doloso Auto;2022-02-24T13:37:10.609913
54606;Claim;Incendio doloso Casa;2022-03-28T13:36:00.609913
54615;Claim;Furto in Casa;2022-05-03T13:39:30.609913
54618;Claim;Incendio doloso Casa;2022-09-11T13:37:40.609913
54621;Claim;Incendio doloso Casa;2022-01-26T13:36:11.609913
54624;Claim;Incendio doloso Auto;2022-06-08T13:35:57.609913
54630;Claim;Incendio doloso Auto;2022-05-16T13:35:55.610915
54633;Claim;Incidente Auto;2023-01-12T13:37:13.610915
54636;Claim;Furto Auto;2022-07-17T13:40:37.610915
54645;Claim;Incendio doloso Casa;2023-01-02T13:36:35.610915
54648;Claim;Furto in Casa;2022-09-27T13:40:57.610915
54654;Claim;Furto Auto;2022-08-12T13:40:41.610915
54657;Claim;Incendio doloso Casa;2022-02-20T13:35:39.610915
54666;Claim;Incidente Auto;2022-03-20T13:40:29.610915
54669;Claim;Incendio doloso Auto;2022-11-18T13:40:58.610915
54675;Claim;Incidente Auto;2022-12-06T13:39:45.610915
54678;Claim;Furto Auto;2022-09-02T13:39:33.610915
54681;Claim;Furto in Casa;2023-01-10T13:39:55.610915
54684;Claim;Furto in Casa;2022-09-14T13:37:37.610915
54696;Claim;Incendio doloso Casa;2022-04-04T13:37:58.611912
54699;Claim;Incendio doloso Auto;2023-01-17T13:36:01.611912
54705;Claim;Incidente Auto;2022-03-22T13:36:58.611912
54711;Claim;Furto in Casa;2022-04-02T13:38:54.625422
54717;Claim;Incendio doloso Auto;2022-04-24T13:37:21.625422
54729;Claim;Incidente Auto;2023-01-22T13:36:30.625422
54735;Claim;Incendio doloso Casa;2022-08-14T13:37:06.625422
54738;Claim;Furto Auto;2022-02-28T13:38:46.625422
54762;Claim;Incendio doloso Auto;2022-04-16T13:40:44.626423
54765;Claim;Furto Auto;2022-10-22T13:40:47.626423
54768;Claim;Furto Auto;2023-01-18T13:36:49.626423
54774;Claim;Incendio doloso Auto;2022-07-07T13:35:37.626423
54777;Claim;Incendio doloso Casa;2022-06-17T13:37:28.626423
54783;Claim;Incidente Auto;2022-05-07T13:37:36.626423
54789;Claim;Incendio doloso Casa;2022-01-28T13:35:25.626423
54810;Claim;Incidente Auto;2022-06-16T13:35:29.626423
54813;Claim;Incendio doloso Auto;2022-11-15T13:38:22.626423
54825;Claim;Incendio doloso Auto;2022-03-17T13:37:35.626423
54834;Claim;Incendio doloso Casa;2022-09-13T13:39:40.627422
54837;Claim;Furto Auto;2022-06-13T13:36:53.627422
54846;Claim;Incendio doloso Casa;2022-06-15T13:40:34.627422
54849;Claim;Incidente Auto;2022-11-26T13:37:06.627422
54852;Claim;Furto in Casa;2022-12-12T13:36:41.627422
54861;Claim;Furto in Casa;2022-05-05T13:37:02.627422
54873;Claim;Furto in Casa;2022-08-21T13:35:44.627422
54885;Claim;Furto in Casa;2022-09-01T13:35:24.627422
54888;Claim;Incendio doloso Casa;2022-07-27T13:35:19.627422
54891;Claim;Incidente Auto;2022-08-03T13:40:15.627422
54894;Claim;Furto in Casa;2022-10-16T13:39:05.627422
54903;Claim;Furto in Casa;2022-08-25T13:39:13.628422
54906;Claim;Incidente Auto;2022-06-29T13:38:10.628422
54909;Claim;Furto in Casa;2022-07-08T13:37:52.628422
54915;Claim;Furto Auto;2022-08-30T13:40:30.628422
54924;Claim;Incendio doloso Auto;2022-06-17T13:40:42.628422
54942;Claim;Furto Auto;2022-08-30T13:35:20.628422
54966;Claim;Furto Auto;2022-12-11T13:39:32.628422
54990;Claim;Incendio doloso Casa;2022-02-13T13:37:59.629422
54996;Claim;Incidente Auto;2022-08-16T13:39:48.629422
55002;Claim;Furto in Casa;2022-02-14T13:39:10.629422
55008;Claim;Incidente Auto;2022-10-08T13:40:12.629422
55014;Claim;Incendio doloso Casa;2022-12-19T13:36:11.629422
55020;Claim;Incidente Auto;2022-07-08T13:35:14.629422
55023;Claim;Incendio doloso Auto;2022-08-12T13:36:24.629422
55026;Claim;Incendio doloso Casa;2022-12-27T13:36:43.629422
55053;Claim;Incendio doloso Auto;2022-12-23T13:37:06.630422
55074;Claim;Furto in Casa;2022-03-01T13:37:19.630422
55077;Claim;Incendio doloso Auto;2022-08-10T13:38:39.630422
55083;Claim;Furto in Casa;2022-12-27T13:37:36.630422
55089;Claim;Furto Auto;2022-08-30T13:39:58.630422
55092;Claim;Incendio doloso Auto;2022-02-23T13:39:19.630422
55095;Claim;Incidente Auto;2022-01-27T13:40:58.630422
55098;Claim;Incidente Auto;2022-10-22T13:38:53.630422
55101;Claim;Incendio doloso Casa;2022-09-13T13:35:11.630422
55116;Claim;Furto in Casa;2022-04-01T13:36:50.631422
55122;Claim;Furto Auto;2022-08-20T13:37:01.631422
55125;Claim;Incidente Auto;2022-04-27T13:36:48.631422
55128;Claim;Incendio doloso Casa;2022-11-22T13:37:51.631422
55131;Claim;Incendio doloso Auto;2022-09-29T13:36:34.631422
55134;Claim;Furto in Casa;2022-02-16T13:37:54.631422
55137;Claim;Incendio doloso Casa;2022-07-23T13:35:48.631422
55146;Claim;Incidente Auto;2022-10-31T13:40:52.631422
55155;Claim;Incendio doloso Casa;2022-06-14T13:38:34.631422
55158;Claim;Furto in Casa;2022-02-07T13:39:31.631422
55161;Claim;Furto Auto;2022-10-31T13:37:18.631422
55173;Claim;Furto Auto;2022-03-12T13:35:54.631422
55188;Claim;Incendio doloso Casa;2022-08-02T13:36:18.632422
55191;Claim;Incidente Auto;2022-10-18T13:35:26.632422
55194;Claim;Incendio doloso Casa;2022-10-12T13:40:04.632422
55197;Claim;Incendio doloso Casa;2023-01-24T13:40:29.632422
55203;Claim;Incidente Auto;2022-03-19T13:37:14.632422
55209;Claim;Furto in Casa;2022-04-04T13:38:56.632422
55212;Claim;Furto in Casa;2022-02-07T13:38:46.632422
55215;Claim;Incendio doloso Casa;2022-03-29T13:35:38.632422
55218;Claim;Incendio doloso Casa;2022-11-19T13:36:29.632422
55221;Claim;Furto in Casa;2022-06-25T13:38:47.632422
55230;Claim;Incendio doloso Casa;2022-03-28T13:39:03.632422
55233;Claim;Incidente Auto;2022-04-09T13:37:30.632422
55239;Claim;Furto Auto;2022-12-24T13:38:18.632422
55242;Claim;Incidente Auto;2022-08-26T13:38:03.632422
55248;Claim;Furto Auto;2022-03-25T13:39:38.632422
55251;Claim;Furto in Casa;2022-08-18T13:37:29.632422
55254;Claim;Incendio doloso Casa;2022-10-29T13:40:14.632422
55263;Claim;Incendio doloso Auto;2022-01-30T13:36:19.633423
55266;Claim;Incendio doloso Auto;2022-07-29T13:39:33.633423
55269;Claim;Incendio doloso Auto;2022-10-10T13:36:04.633423
55272;Claim;Incendio doloso Auto;2022-02-10T13:35:32.633423
55275;Claim;Furto in Casa;2022-10-16T13:36:57.633423
55278;Claim;Incendio doloso Auto;2022-02-20T13:37:19.633423
55281;Claim;Furto Auto;2022-01-25T13:36:15.633423
55284;Claim;Incendio doloso Casa;2022-12-11T13:36:06.633423
55287;Claim;Incendio doloso Auto;2022-09-12T13:39:39.633423
55296;Claim;Incendio doloso Auto;2022-05-15T13:35:47.633423
55299;Claim;Furto in Casa;2022-08-06T13:36:34.633423
55311;Claim;Incidente Auto;2022-03-01T13:40:19.633423
55323;Claim;Incendio doloso Auto;2022-06-22T13:35:58.633423
55326;Claim;Furto Auto;2022-12-24T13:38:15.633423
55329;Claim;Furto Auto;2022-08-02T13:35:13.634422
55356;Claim;Incendio doloso Auto;2022-04-12T13:40:24.634422
55362;Claim;Incendio doloso Auto;2022-06-27T13:40:41.634422
55371;Claim;Incendio doloso Casa;2022-09-20T13:36:54.634422
55374;Claim;Incidente Auto;2022-06-02T13:35:19.634422
55377;Claim;Furto in Casa;2022-11-09T13:35:21.634422
55395;Claim;Incendio doloso Auto;2022-02-11T13:38:23.634422
55410;Claim;Furto in Casa;2022-03-19T13:36:24.634422
55416;Claim;Furto in Casa;2022-12-31T13:36:47.634422
55428;Claim;Incendio doloso Casa;2022-04-15T13:36:30.634422
55431;Claim;Incendio doloso Auto;2022-04-19T13:37:30.634422
55434;Claim;Incendio doloso Casa;2022-07-08T13:37:52.634422
55437;Claim;Incidente Auto;2022-11-29T13:38:35.635927
55440;Claim;Furto in Casa;2022-09-11T13:37:20.635927
55446;Claim;Incidente Auto;2022-05-30T13:41:00.635927
55452;Claim;Furto Auto;2022-06-29T13:35:26.635927
55455;Claim;Incendio doloso Auto;2023-01-21T13:35:27.635927
55461;Claim;Furto in Casa;2022-07-08T13:37:40.635927
55470;Claim;Furto in Casa;2022-08-30T13:36:18.635927
55473;Claim;Incidente Auto;2022-02-26T13:35:36.635927
55476;Claim;Incidente Auto;2022-02-26T13:39:30.635927
55482;Claim;Furto Auto;2022-08-02T13:36:31.635927
55491;Claim;Incendio doloso Auto;2022-08-18T13:40:59.635927
55497;Claim;Furto in Casa;2022-07-08T13:38:19.635927
55503;Claim;Incidente Auto;2022-02-02T13:36:38.635927
55506;Claim;Incendio doloso Casa;2022-08-05T13:36:53.635927
55509;Claim;Incendio doloso Auto;2022-06-29T13:40:45.636932
55518;Claim;Incidente Auto;2022-07-22T13:36:40.636932
55521;Claim;Furto Auto;2022-09-30T13:39:58.636932
55527;Claim;Incendio doloso Casa;2022-07-09T13:40:51.636932
55530;Claim;Incendio doloso Casa;2022-12-08T13:37:01.636932
55536;Claim;Furto in Casa;2022-02-07T13:37:53.636932
55548;Claim;Furto in Casa;2022-04-11T13:36:15.636932
55554;Claim;Furto in Casa;2022-11-04T13:36:21.636932
55557;Claim;Furto Auto;2022-05-10T13:37:25.636932
55560;Claim;Incendio doloso Casa;2022-06-28T13:40:55.636932
55575;Claim;Incendio doloso Casa;2022-01-31T13:39:23.636932
55584;Claim;Furto in Casa;2022-11-12T13:40:06.637932
55587;Claim;Incendio doloso Auto;2023-01-23T13:36:49.637932
55590;Claim;Furto in Casa;2022-08-16T13:35:10.637932
55593;Claim;Furto in Casa;2022-08-23T13:35:44.637932
55596;Claim;Furto Auto;2022-07-19T13:36:47.637932
55599;Claim;Furto Auto;2022-04-09T13:41:07.637932
55608;Claim;Furto in Casa;2022-06-25T13:37:42.637932
55611;Claim;Furto Auto;2022-05-11T13:39:34.637932
55620;Claim;Incidente Auto;2022-10-13T13:38:23.637932
55623;Claim;Incidente Auto;2022-12-19T13:39:43.637932
55635;Claim;Incidente Auto;2022-08-15T13:38:37.637932
55638;Claim;Furto Auto;2022-03-14T13:37:49.637932
55641;Claim;Incendio doloso Auto;2022-06-30T13:39:55.637932
55644;Claim;Incendio doloso Casa;2022-08-03T13:35:25.637932
55647;Claim;Furto Auto;2022-10-18T13:37:14.637932
55662;Claim;Incendio doloso Casa;2022-04-26T13:39:41.638932
55677;Claim;Furto in Casa;2022-05-23T13:38:04.638932
55683;Claim;Incidente Auto;2022-07-25T13:36:32.638932
55686;Claim;Incendio doloso Casa;2022-04-01T13:35:29.638932
55689;Claim;Incidente Auto;2022-07-27T13:40:29.638932
55692;Claim;Furto Auto;2022-11-03T13:40:04.638932
55695;Claim;Furto Auto;2022-11-21T13:37:22.638932
55698;Claim;Furto in Casa;2022-01-29T13:35:46.638932
55701;Claim;Incendio doloso Auto;2022-04-18T13:39:22.638932
55707;Claim;Furto Auto;2022-03-06T13:37:18.638932
55710;Claim;Furto Auto;2022-08-15T13:38:29.638932
55713;Claim;Incendio doloso Casa;2022-09-24T13:39:18.638932
55716;Claim;Furto Auto;2022-09-29T13:36:01.638932
55725;Claim;Incendio doloso Auto;2022-02-12T13:36:26.639932
55734;Claim;Furto Auto;2022-10-08T13:36:53.639932
55737;Claim;Incendio doloso Casa;2022-06-08T13:39:15.639932
55743;Claim;Incendio doloso Casa;2022-01-25T13:35:38.639932
55749;Claim;Incendio doloso Casa;2022-10-29T13:40:54.639932
55770;Claim;Furto in Casa;2022-08-05T13:37:38.639932
55773;Claim;Incendio doloso Auto;2022-09-12T13:36:39.639932
55776;Claim;Furto in Casa;2022-03-18T13:38:40.639932
55779;Claim;Incidente Auto;2022-10-18T13:40:25.639932
55785;Claim;Incendio doloso Casa;2023-01-10T13:37:38.639932
55791;Claim;Furto in Casa;2022-10-04T13:37:05.639932
55797;Claim;Furto Auto;2022-04-17T13:37:17.640932
55803;Claim;Furto in Casa;2022-04-12T13:37:58.640932
55806;Claim;Incendio doloso Auto;2022-11-09T13:39:06.640932
55809;Claim;Furto Auto;2022-04-03T13:37:12.640932
55818;Claim;Incendio doloso Casa;2022-05-12T13:39:38.640932
55821;Claim;Incendio doloso Casa;2022-05-21T13:37:33.640932
55830;Claim;Incendio doloso Casa;2022-11-15T13:36:51.640932
55833;Claim;Furto Auto;2022-05-17T13:36:55.640932
55836;Claim;Incendio doloso Casa;2022-07-18T13:36:32.640932
55839;Claim;Furto Auto;2022-06-11T13:38:43.640932
55848;Claim;Furto in Casa;2022-10-20T13:37:38.640932
55851;Claim;Furto Auto;2022-02-24T13:40:20.640932
55860;Claim;Incidente Auto;2022-06-26T13:35:52.641935
55863;Claim;Furto Auto;2022-02-14T13:37:01.641935
55869;Claim;Incendio doloso Auto;2022-11-19T13:35:49.641935
55872;Claim;Furto in Casa;2023-01-12T13:35:48.641935
55875;Claim;Incendio doloso Auto;2022-04-11T13:36:20.641935
55878;Claim;Incendio doloso Casa;2022-08-23T13:37:36.641935
55884;Claim;Incendio doloso Casa;2022-03-21T13:39:40.641935
55887;Claim;Incendio doloso Casa;2022-11-14T13:36:55.641935
55890;Claim;Furto in Casa;2022-05-21T13:35:35.641935
55896;Claim;Furto Auto;2022-08-20T13:36:24.641935
55899;Claim;Furto in Casa;2022-11-09T13:40:18.641935
55902;Claim;Incendio doloso Casa;2022-03-24T13:38:28.641935
55905;Claim;Incendio doloso Auto;2022-09-25T13:38:06.641935
55908;Claim;Incidente Auto;2022-04-26T13:36:44.641935
55917;Claim;Incendio doloso Casa;2022-06-17T13:37:30.641935
55923;Claim;Incidente Auto;2022-08-01T13:37:34.641935
55935;Claim;Furto in Casa;2022-04-08T13:40:56.642936
55941;Claim;Incidente Auto;2022-06-22T13:38:31.642936
55947;Claim;Furto in Casa;2022-08-23T13:39:49.642936
55950;Claim;Incidente Auto;2022-05-17T13:36:29.642936
55953;Claim;Incidente Auto;2022-10-02T13:35:55.642936
55959;Claim;Furto Auto;2022-05-16T13:39:52.642936
55974;Claim;Incendio doloso Casa;2023-01-05T13:36:01.642936
55980;Claim;Furto in Casa;2022-02-19T13:39:33.643933
55992;Claim;Incendio doloso Casa;2022-08-30T13:40:53.643933
55995;Claim;Incidente Auto;2022-09-01T13:40:42.643933
56004;Claim;Incendio doloso Auto;2022-05-07T13:40:17.643933
56007;Claim;Furto in Casa;2022-04-28T13:40:53.643933
56010;Claim;Furto Auto;2022-07-29T13:37:10.643933
56013;Claim;Furto in Casa;2022-05-15T13:36:14.643933
56022;Claim;Furto Auto;2023-01-15T13:36:36.643933
56040;Claim;Incendio doloso Casa;2022-07-29T13:36:57.644933
56046;Claim;Furto in Casa;2023-01-03T13:36:40.644933
