:ID;:LABEL;type;open_date:datetime
761964;Claim;Incidente Auto;2022-02-26T19:28:30.150587
761967;Claim;Incendio doloso Casa;2022-03-12T19:26:59.150587
761973;Claim;Incendio doloso Casa;2023-01-09T19:30:10.150587
761976;Claim;Incidente Auto;2023-01-15T19:31:18.150587
761979;Claim;Incendio doloso Casa;2022-10-21T19:29:52.150587
761982;Claim;Incendio doloso Casa;2022-06-26T19:26:44.150587
761985;Claim;Incendio doloso Casa;2022-03-25T19:28:41.150587
761994;Claim;Incendio doloso Auto;2022-06-20T19:28:46.150587
761997;Claim;Incendio doloso Auto;2022-12-05T19:30:42.150587
762000;Claim;Incendio doloso Auto;2022-04-03T19:31:16.150587
762012;Claim;Incendio doloso Auto;2022-08-04T19:29:02.150587
762018;Claim;Incendio doloso Casa;2022-09-19T19:32:12.151594
762027;Claim;Furto Auto;2022-12-20T19:27:22.151594
762030;Claim;Incendio doloso Auto;2022-10-03T19:30:08.151594
762033;Claim;Furto in Casa;2022-04-21T19:31:22.151594
762036;Claim;Incendio doloso Casa;2023-01-26T19:27:31.151594
762039;Claim;Furto in Casa;2022-03-14T19:30:41.151594
762045;Claim;Furto Auto;2022-07-01T19:26:48.151594
762057;Claim;Furto in Casa;2022-02-18T19:31:52.151594
762060;Claim;Incendio doloso Auto;2022-04-02T19:31:39.151594
762069;Claim;Furto Auto;2022-12-04T19:27:21.151594
762072;Claim;Incidente Auto;2022-05-30T19:27:04.151594
762087;Claim;Furto Auto;2022-11-21T19:28:45.152595
762096;Claim;Furto in Casa;2022-06-30T19:28:24.152595
762099;Claim;Incendio doloso Auto;2022-05-07T19:28:31.152595
762105;Claim;Incendio doloso Auto;2022-12-22T19:32:28.152595
762111;Claim;Furto Auto;2022-11-08T19:28:54.152595
762114;Claim;Incendio doloso Casa;2022-05-15T19:31:40.152595
762132;Claim;Incidente Auto;2022-12-29T19:31:11.152595
762141;Claim;Furto Auto;2022-10-08T19:26:52.152595
762144;Claim;Furto Auto;2022-05-09T19:26:45.152595
762150;Claim;Incendio doloso Casa;2022-04-05T19:30:03.153593
762153;Claim;Incidente Auto;2022-06-27T19:30:01.153593
762156;Claim;Furto Auto;2022-07-10T19:27:44.153593
762159;Claim;Incendio doloso Auto;2022-09-01T19:28:28.153593
762162;Claim;Incendio doloso Casa;2022-09-17T19:28:35.153593
762165;Claim;Incidente Auto;2022-12-07T19:29:25.153593
762174;Claim;Incendio doloso Auto;2022-05-01T19:28:57.153593
762177;Claim;Incendio doloso Auto;2022-07-08T19:27:35.153593
762180;Claim;Furto in Casa;2023-01-02T19:27:07.153593
762186;Claim;Incendio doloso Auto;2022-05-17T19:28:47.154100
762198;Claim;Incendio doloso Casa;2022-10-21T19:29:47.154100
762201;Claim;Furto Auto;2022-07-25T19:31:38.154100
762204;Claim;Furto Auto;2023-01-06T19:29:53.154100
762207;Claim;Incendio doloso Casa;2022-12-07T19:30:32.154100
762210;Claim;Incidente Auto;2022-01-27T19:30:42.154100
762213;Claim;Furto in Casa;2022-10-10T19:27:07.154100
762219;Claim;Incidente Auto;2022-11-09T19:29:01.154100
762222;Claim;Incendio doloso Auto;2022-08-25T19:29:57.154100
762225;Claim;Incendio doloso Auto;2022-10-27T19:30:06.154100
762231;Claim;Furto Auto;2023-01-24T19:27:04.154100
762234;Claim;Incidente Auto;2022-05-24T19:28:06.154100
762243;Claim;Furto in Casa;2022-08-16T19:28:00.154100
762252;Claim;Incendio doloso Auto;2022-10-13T19:26:44.155110
762255;Claim;Furto Auto;2022-06-19T19:30:48.155110
762264;Claim;Incendio doloso Auto;2022-05-07T19:28:58.155110
762270;Claim;Incendio doloso Casa;2022-10-12T19:31:56.155110
762273;Claim;Incendio doloso Casa;2022-10-08T19:29:21.155110
762282;Claim;Incidente Auto;2022-11-02T19:27:40.155110
762288;Claim;Incendio doloso Casa;2022-08-08T19:30:41.155110
762294;Claim;Incidente Auto;2022-02-03T19:27:13.155110
762297;Claim;Furto Auto;2022-09-19T19:29:44.155110
762315;Claim;Incendio doloso Casa;2022-07-11T19:30:43.155110
762318;Claim;Furto Auto;2022-06-04T19:28:32.155110
762327;Claim;Furto in Casa;2022-04-18T19:26:33.156106
762336;Claim;Furto in Casa;2022-02-13T19:30:14.156106
762339;Claim;Furto in Casa;2022-09-18T19:28:07.156106
762345;Claim;Incidente Auto;2022-09-08T19:30:15.156106
762348;Claim;Furto Auto;2022-09-06T19:26:40.156106
762354;Claim;Incendio doloso Casa;2022-09-24T19:27:08.156106
762357;Claim;Furto in Casa;2022-09-17T19:31:37.156106
762366;Claim;Furto Auto;2022-09-28T19:30:58.156106
762369;Claim;Furto in Casa;2022-05-29T19:27:51.156106
762372;Claim;Incidente Auto;2022-01-29T19:28:32.156106
762375;Claim;Incidente Auto;2022-09-26T19:32:20.156106
762384;Claim;Furto in Casa;2022-02-19T19:27:06.156106
762387;Claim;Incidente Auto;2022-03-07T19:28:22.157107
762390;Claim;Incidente Auto;2022-05-09T19:30:34.157107
762393;Claim;Furto in Casa;2022-02-06T19:29:50.157107
762399;Claim;Furto Auto;2023-01-06T19:32:06.157107
762405;Claim;Incendio doloso Casa;2022-05-07T19:28:06.157107
762408;Claim;Incendio doloso Auto;2022-07-06T19:29:16.157107
762414;Claim;Incendio doloso Auto;2022-08-30T19:27:37.157107
762417;Claim;Furto in Casa;2022-09-28T19:29:10.157107
762429;Claim;Incidente Auto;2022-09-12T19:31:28.157107
762432;Claim;Incidente Auto;2022-09-02T19:27:04.157107
762435;Claim;Furto Auto;2022-04-08T19:29:35.157107
762441;Claim;Incidente Auto;2022-02-06T19:29:43.157107
762447;Claim;Incidente Auto;2022-07-22T19:27:31.157107
762453;Claim;Furto Auto;2022-03-11T19:28:06.157107
762456;Claim;Incidente Auto;2022-04-06T19:27:47.158110
762459;Claim;Incendio doloso Auto;2022-09-05T19:30:41.158110
762462;Claim;Incidente Auto;2022-09-13T19:27:28.158110
762465;Claim;Incidente Auto;2022-09-15T19:32:22.158110
762471;Claim;Furto in Casa;2022-09-13T19:29:22.158110
762480;Claim;Incendio doloso Auto;2022-10-27T19:27:17.158110
762483;Claim;Incendio doloso Casa;2023-01-16T19:30:10.158110
762489;Claim;Incendio doloso Auto;2022-03-28T19:27:58.158110
762492;Claim;Furto Auto;2022-04-01T19:27:39.158110
762495;Claim;Incendio doloso Auto;2022-11-01T19:27:48.158110
762498;Claim;Furto in Casa;2022-08-28T19:29:44.158110
762507;Claim;Incidente Auto;2022-06-27T19:26:47.158110
762510;Claim;Furto in Casa;2022-06-22T19:29:23.158110
762534;Claim;Incendio doloso Auto;2022-09-11T19:28:09.159107
762543;Claim;Incendio doloso Auto;2022-03-28T19:30:42.159107
762549;Claim;Furto Auto;2022-06-05T19:31:17.159107
762552;Claim;Furto Auto;2022-07-19T19:32:18.159107
762555;Claim;Incidente Auto;2022-11-29T19:28:15.159107
762561;Claim;Furto in Casa;2022-09-24T19:31:55.159107
762564;Claim;Incendio doloso Casa;2022-10-29T19:31:06.159107
762576;Claim;Incidente Auto;2022-02-10T19:30:43.159107
762585;Claim;Incidente Auto;2022-11-03T19:30:35.159107
762591;Claim;Furto Auto;2022-12-17T19:30:43.160107
762603;Claim;Furto Auto;2022-09-02T19:30:20.160107
762612;Claim;Incendio doloso Casa;2022-03-19T19:30:12.160107
762615;Claim;Incendio doloso Casa;2023-01-05T19:30:19.160107
762624;Claim;Furto Auto;2022-06-03T19:31:32.160107
762633;Claim;Incidente Auto;2022-08-29T19:27:46.160107
762645;Claim;Furto in Casa;2022-03-18T19:29:44.160107
762651;Claim;Incidente Auto;2022-01-27T19:29:33.160107
762654;Claim;Furto in Casa;2022-05-10T19:32:15.161106
762660;Claim;Incendio doloso Casa;2022-08-17T19:28:09.161106
762666;Claim;Furto Auto;2022-09-27T19:29:13.161106
762669;Claim;Incendio doloso Auto;2022-11-16T19:27:52.161106
762672;Claim;Furto Auto;2022-05-10T19:29:03.161106
762678;Claim;Furto Auto;2022-11-27T19:30:48.161106
762681;Claim;Furto Auto;2023-01-08T19:27:51.161106
762687;Claim;Incendio doloso Auto;2022-04-09T19:31:07.161106
762690;Claim;Furto Auto;2022-08-25T19:26:33.161106
762693;Claim;Incendio doloso Auto;2022-07-05T19:32:22.161106
762696;Claim;Incendio doloso Auto;2022-08-31T19:28:14.161106
762705;Claim;Incendio doloso Auto;2022-06-14T19:30:36.161106
762714;Claim;Incendio doloso Auto;2022-10-12T19:28:22.161106
762720;Claim;Incidente Auto;2022-11-08T19:28:33.162106
762729;Claim;Incidente Auto;2022-04-27T19:28:41.179138
762732;Claim;Furto in Casa;2022-08-17T19:31:42.179138
762735;Claim;Furto in Casa;2022-01-29T19:27:43.179138
762738;Claim;Incidente Auto;2022-03-19T19:28:59.179138
762741;Claim;Incidente Auto;2022-03-17T19:29:41.179138
762744;Claim;Incidente Auto;2022-05-09T19:29:51.180137
762747;Claim;Furto in Casa;2022-05-01T19:27:13.180137
762750;Claim;Incendio doloso Casa;2022-05-19T19:28:36.180137
762753;Claim;Incidente Auto;2022-09-04T19:27:20.180137
762762;Claim;Incidente Auto;2022-03-19T19:32:19.180137
762765;Claim;Furto Auto;2022-07-08T19:29:20.180137
762771;Claim;Incidente Auto;2023-01-26T19:32:22.180137
762774;Claim;Incendio doloso Casa;2022-05-30T19:29:18.181138
762780;Claim;Incidente Auto;2022-09-24T19:28:08.181138
762783;Claim;Furto in Casa;2022-11-03T19:28:59.181138
762786;Claim;Incidente Auto;2022-06-14T19:32:21.181138
762792;Claim;Furto in Casa;2022-03-14T19:27:41.181138
762804;Claim;Furto in Casa;2022-11-20T19:30:00.181138
762807;Claim;Furto in Casa;2022-04-30T19:28:19.182139
762810;Claim;Incendio doloso Auto;2022-12-12T19:27:31.182139
762822;Claim;Incendio doloso Casa;2022-07-21T19:29:31.182139
762837;Claim;Furto Auto;2022-05-07T19:29:44.182139
762864;Claim;Incendio doloso Casa;2022-03-26T19:27:15.183648
762867;Claim;Incendio doloso Casa;2023-01-13T19:30:48.183648
762876;Claim;Furto Auto;2022-12-26T19:27:31.183648
762885;Claim;Incidente Auto;2022-08-21T19:31:31.184654
762891;Claim;Incendio doloso Casa;2022-11-09T19:26:54.184654
762894;Claim;Furto in Casa;2022-12-23T19:27:41.184654
762897;Claim;Incidente Auto;2022-08-30T19:31:13.184654
762900;Claim;Incendio doloso Auto;2022-07-29T19:27:11.184654
762906;Claim;Furto in Casa;2022-11-26T19:29:26.184654
762909;Claim;Furto in Casa;2022-03-15T19:30:05.184654
762915;Claim;Incidente Auto;2022-04-19T19:26:39.185655
762924;Claim;Incendio doloso Casa;2022-07-02T19:28:06.185655
762927;Claim;Incidente Auto;2022-09-07T19:29:36.185655
762933;Claim;Incendio doloso Auto;2022-08-16T19:27:48.185655
762936;Claim;Furto in Casa;2022-02-14T19:32:03.185655
762939;Claim;Incendio doloso Auto;2022-07-18T19:26:46.186658
762945;Claim;Incidente Auto;2022-07-19T19:31:32.186658
762951;Claim;Furto Auto;2022-02-17T19:28:52.186658
762954;Claim;Furto Auto;2022-01-30T19:31:40.186658
762957;Claim;Incendio doloso Auto;2022-11-25T19:27:42.186658
762963;Claim;Furto in Casa;2022-11-29T19:28:04.186658
762966;Claim;Incidente Auto;2022-12-18T19:29:02.186658
762969;Claim;Incidente Auto;2022-10-24T19:29:26.186658
762972;Claim;Incendio doloso Casa;2022-10-30T19:31:50.187655
762975;Claim;Incidente Auto;2022-06-14T19:31:22.187655
762990;Claim;Incidente Auto;2022-09-11T19:29:59.187655
762993;Claim;Incidente Auto;2022-04-19T19:29:30.187655
762996;Claim;Furto Auto;2022-02-23T19:30:25.187655
762999;Claim;Incendio doloso Casa;2022-06-29T19:31:41.187655
763002;Claim;Incendio doloso Casa;2022-02-01T19:31:43.187655
763005;Claim;Incidente Auto;2022-05-23T19:27:30.187655
763020;Claim;Furto in Casa;2022-06-10T19:29:49.188656
763023;Claim;Incidente Auto;2022-02-18T19:31:04.188656
763026;Claim;Incendio doloso Auto;2022-10-04T19:31:16.188656
763032;Claim;Incendio doloso Auto;2022-05-04T19:27:08.188656
763035;Claim;Furto Auto;2022-12-28T19:32:24.188656
763050;Claim;Furto in Casa;2022-05-26T19:27:05.189658
763059;Claim;Incendio doloso Casa;2022-03-04T19:28:32.189658
763062;Claim;Incidente Auto;2022-07-02T19:31:45.189658
763065;Claim;Furto in Casa;2022-12-14T19:31:34.189658
763068;Claim;Furto Auto;2022-05-20T19:28:32.190654
763074;Claim;Incendio doloso Casa;2022-07-11T19:28:59.190654
763077;Claim;Furto Auto;2022-06-12T19:31:23.190654
763080;Claim;Incendio doloso Auto;2022-11-19T19:28:40.190654
763086;Claim;Incendio doloso Auto;2022-04-27T19:27:50.190654
763089;Claim;Incendio doloso Casa;2022-08-14T19:32:14.190654
763098;Claim;Incendio doloso Casa;2022-07-02T19:30:31.191659
763101;Claim;Incendio doloso Casa;2022-04-28T19:30:47.191659
763104;Claim;Incidente Auto;2023-01-12T19:27:15.191659
763113;Claim;Furto Auto;2022-07-09T19:30:07.191659
763119;Claim;Furto in Casa;2022-12-16T19:32:18.191659
763122;Claim;Incendio doloso Casa;2022-07-18T19:27:32.191659
763125;Claim;Incendio doloso Auto;2023-01-11T19:30:25.191659
763128;Claim;Incendio doloso Casa;2022-03-15T19:27:43.191659
763134;Claim;Incendio doloso Casa;2022-01-28T19:30:15.192655
763137;Claim;Incidente Auto;2022-04-03T19:32:22.192655
763140;Claim;Furto Auto;2022-10-01T19:26:41.192655
763146;Claim;Furto Auto;2022-12-08T19:27:30.192655
763149;Claim;Furto in Casa;2022-03-31T19:27:18.192655
763167;Claim;Incendio doloso Casa;2022-11-25T19:32:12.193654
763170;Claim;Incendio doloso Casa;2022-08-18T19:31:13.193654
763182;Claim;Incendio doloso Auto;2023-01-21T19:31:46.193654
763185;Claim;Furto in Casa;2022-06-10T19:30:24.193654
763188;Claim;Incidente Auto;2022-12-25T19:31:53.193654
763191;Claim;Furto Auto;2022-12-08T19:30:51.193654
763200;Claim;Incidente Auto;2022-02-26T19:28:06.193654
763203;Claim;Incendio doloso Auto;2022-09-17T19:32:15.193654
763209;Claim;Furto Auto;2023-01-21T19:26:38.194685
763227;Claim;Incidente Auto;2022-03-17T19:26:57.194685
763230;Claim;Incidente Auto;2022-02-02T19:27:01.194685
763239;Claim;Incendio doloso Casa;2022-04-04T19:30:05.195685
763251;Claim;Furto Auto;2022-10-02T19:29:55.195685
763254;Claim;Incendio doloso Auto;2022-02-17T19:26:40.195685
763257;Claim;Furto in Casa;2022-10-18T19:28:40.195685
763263;Claim;Incidente Auto;2022-05-15T19:30:20.195685
763266;Claim;Incidente Auto;2022-03-19T19:28:31.196685
763275;Claim;Incendio doloso Casa;2022-05-12T19:29:04.196685
763281;Claim;Furto Auto;2023-01-21T19:27:39.196685
763287;Claim;Incendio doloso Casa;2022-04-14T19:27:09.196685
763299;Claim;Incidente Auto;2022-07-03T19:26:33.196685
763302;Claim;Incendio doloso Casa;2022-11-01T19:27:45.196685
763305;Claim;Incendio doloso Auto;2022-11-12T19:32:09.197685
763311;Claim;Incidente Auto;2022-08-31T19:31:36.197685
763314;Claim;Furto in Casa;2022-11-17T19:30:46.197685
763320;Claim;Incendio doloso Auto;2022-09-01T19:28:09.197685
763326;Claim;Incidente Auto;2022-08-06T19:29:19.197685
763332;Claim;Furto in Casa;2022-10-23T19:31:43.197685
763335;Claim;Incendio doloso Casa;2022-08-30T19:29:48.197685
763341;Claim;Incendio doloso Auto;2022-08-13T19:32:19.197685
763344;Claim;Incendio doloso Auto;2022-06-24T19:31:26.197685
763347;Claim;Incendio doloso Casa;2022-05-13T19:26:33.198685
763353;Claim;Furto Auto;2022-04-08T19:31:28.198685
763356;Claim;Incendio doloso Casa;2022-02-15T19:26:41.198685
763359;Claim;Incendio doloso Casa;2022-06-29T19:26:37.198685
763362;Claim;Furto in Casa;2022-03-10T19:29:27.198685
763365;Claim;Furto Auto;2022-12-24T19:30:52.198685
763368;Claim;Incendio doloso Casa;2023-01-12T19:28:47.198685
763380;Claim;Furto in Casa;2022-04-25T19:29:46.198685
763386;Claim;Furto in Casa;2022-02-17T19:31:43.199685
763401;Claim;Incidente Auto;2022-08-07T19:31:00.199685
763428;Claim;Furto in Casa;2022-06-08T19:31:30.200688
763434;Claim;Incendio doloso Casa;2022-12-31T19:32:12.200688
763443;Claim;Furto Auto;2023-01-20T19:26:47.200688
763446;Claim;Incendio doloso Auto;2022-09-06T19:32:10.200688
763449;Claim;Furto Auto;2022-07-01T19:31:28.200688
763458;Claim;Incidente Auto;2022-06-19T19:28:02.201687
763461;Claim;Furto in Casa;2022-09-21T19:28:06.201687
763464;Claim;Incidente Auto;2022-07-20T19:26:54.201687
763473;Claim;Furto in Casa;2022-02-08T19:30:50.201687
763476;Claim;Incidente Auto;2022-07-02T19:31:27.201687
763482;Claim;Incendio doloso Auto;2022-04-30T19:31:31.202686
763485;Claim;Incidente Auto;2022-02-15T19:32:03.202686
763488;Claim;Furto in Casa;2022-12-30T19:30:17.202686
763491;Claim;Incendio doloso Auto;2022-03-27T19:30:50.202686
763497;Claim;Incendio doloso Casa;2022-03-09T19:27:12.202686
763500;Claim;Furto Auto;2022-07-01T19:31:53.202686
763503;Claim;Incendio doloso Casa;2022-06-16T19:31:01.202686
763509;Claim;Furto Auto;2022-02-13T19:30:35.202686
763518;Claim;Incendio doloso Casa;2022-06-05T19:31:40.203686
763521;Claim;Furto Auto;2022-10-15T19:30:05.203686
763527;Claim;Furto in Casa;2022-05-26T19:28:18.203686
763536;Claim;Incidente Auto;2022-07-18T19:29:36.203686
763548;Claim;Incendio doloso Casa;2023-01-03T19:30:25.203686
763551;Claim;Incendio doloso Casa;2022-04-30T19:27:16.203686
763557;Claim;Furto in Casa;2023-01-02T19:32:18.203686
763560;Claim;Furto Auto;2022-09-01T19:27:46.203686
763566;Claim;Incidente Auto;2022-07-12T19:30:48.204917
763572;Claim;Furto Auto;2022-04-12T19:30:01.204917
763578;Claim;Furto Auto;2022-02-14T19:28:02.204917
763581;Claim;Incidente Auto;2022-05-15T19:27:41.204917
763584;Claim;Furto in Casa;2022-04-21T19:32:25.204917
763593;Claim;Incendio doloso Auto;2022-09-18T19:26:57.205920
763599;Claim;Furto Auto;2022-04-30T19:28:06.205920
763602;Claim;Furto Auto;2022-10-15T19:30:40.205920
763605;Claim;Incendio doloso Auto;2023-01-09T19:26:40.205920
763620;Claim;Incendio doloso Casa;2022-01-28T19:26:49.205920
763626;Claim;Incendio doloso Auto;2022-10-04T19:26:30.206917
763632;Claim;Incendio doloso Casa;2022-06-01T19:28:15.206917
763635;Claim;Incendio doloso Casa;2022-12-23T19:29:19.206917
763650;Claim;Incendio doloso Auto;2022-10-04T19:28:31.206917
763653;Claim;Furto Auto;2022-04-12T19:29:58.206917
763656;Claim;Incendio doloso Casa;2022-03-17T19:31:16.206917
763662;Claim;Incendio doloso Auto;2022-08-31T19:28:55.207916
763668;Claim;Furto in Casa;2022-03-01T19:27:36.207916
763674;Claim;Incidente Auto;2022-04-21T19:31:23.207916
763683;Claim;Incendio doloso Casa;2023-01-04T19:31:24.207916
763686;Claim;Incidente Auto;2023-01-22T19:32:10.207916
763692;Claim;Furto in Casa;2022-01-27T19:29:04.207916
763698;Claim;Incendio doloso Auto;2022-09-11T19:26:32.207916
763704;Claim;Incendio doloso Casa;2022-08-04T19:29:56.208918
763707;Claim;Furto Auto;2022-10-18T19:30:38.208918
763713;Claim;Incendio doloso Casa;2022-12-08T19:27:32.208918
763716;Claim;Furto in Casa;2022-06-14T19:29:33.208918
763719;Claim;Furto Auto;2022-01-29T19:28:06.208918
763722;Claim;Furto in Casa;2022-06-04T19:29:55.208918
763728;Claim;Incendio doloso Casa;2022-03-13T19:31:46.208918
763734;Claim;Incidente Auto;2022-11-26T19:30:40.208918
763740;Claim;Incidente Auto;2022-02-03T19:28:45.209916
763743;Claim;Incendio doloso Auto;2023-01-09T19:26:46.209916
763746;Claim;Incendio doloso Casa;2022-07-30T19:29:11.209916
763749;Claim;Incendio doloso Auto;2022-10-26T19:27:42.209916
763758;Claim;Furto in Casa;2022-10-23T19:31:09.209916
763761;Claim;Incendio doloso Casa;2022-06-18T19:32:12.209916
763776;Claim;Incendio doloso Casa;2022-06-24T19:32:09.210917
763782;Claim;Furto in Casa;2022-07-25T19:27:07.210917
763785;Claim;Incendio doloso Auto;2023-01-22T19:29:52.210917
763791;Claim;Incidente Auto;2022-03-07T19:30:45.210917
763797;Claim;Furto in Casa;2022-08-18T19:27:41.210917
763806;Claim;Furto Auto;2022-10-24T19:30:47.211918
763809;Claim;Furto Auto;2023-01-03T19:28:53.211918
763815;Claim;Incendio doloso Auto;2022-10-03T19:32:16.211918
763818;Claim;Furto Auto;2022-09-10T19:31:26.211918
763824;Claim;Incendio doloso Casa;2022-06-13T19:31:54.211918
763827;Claim;Furto Auto;2022-08-23T19:30:28.211918
763830;Claim;Incendio doloso Casa;2022-02-23T19:30:34.211918
763833;Claim;Furto Auto;2022-07-22T19:32:21.211918
763839;Claim;Incidente Auto;2022-07-27T19:32:14.212918
763842;Claim;Incendio doloso Auto;2022-02-09T19:27:05.212918
763848;Claim;Furto Auto;2022-11-17T19:31:54.212918
763851;Claim;Furto Auto;2022-02-14T19:32:06.212918
763860;Claim;Incendio doloso Casa;2022-04-03T19:31:44.212918
763872;Claim;Furto Auto;2022-10-23T19:29:10.212918
763875;Claim;Furto Auto;2022-11-14T19:30:04.213917
763881;Claim;Furto in Casa;2022-10-28T19:31:30.213917
763890;Claim;Incidente Auto;2022-10-24T19:29:47.213917
763893;Claim;Incendio doloso Auto;2022-05-11T19:27:03.213917
763899;Claim;Incendio doloso Casa;2022-02-01T19:27:45.213917
763902;Claim;Furto in Casa;2022-05-14T19:31:04.213917
763926;Claim;Incidente Auto;2022-07-21T19:32:06.214994
763929;Claim;Incidente Auto;2022-10-12T19:30:54.214994
763944;Claim;Furto Auto;2022-03-14T19:30:07.215995
763950;Claim;Furto Auto;2022-10-16T19:30:46.215995
763959;Claim;Furto Auto;2022-07-25T19:27:02.215995
763962;Claim;Furto Auto;2022-07-28T19:27:47.215995
763980;Claim;Furto in Casa;2022-07-09T19:30:53.216995
763986;Claim;Furto in Casa;2022-10-09T19:31:44.216995
763998;Claim;Furto in Casa;2022-05-30T19:27:13.216995
764013;Claim;Incidente Auto;2022-04-16T19:30:09.217996
764028;Claim;Incidente Auto;2022-03-13T19:31:22.217996
764043;Claim;Incendio doloso Casa;2023-01-04T19:31:32.217996
764055;Claim;Furto Auto;2022-04-11T19:27:45.218996
764061;Claim;Incendio doloso Casa;2022-02-19T19:28:05.218996
764064;Claim;Incidente Auto;2022-04-20T19:28:09.218996
764067;Claim;Incendio doloso Auto;2022-11-28T19:30:08.218996
764070;Claim;Furto in Casa;2022-01-31T19:30:24.218996
764073;Claim;Incendio doloso Casa;2022-05-13T19:31:34.218996
764076;Claim;Furto in Casa;2022-12-05T19:27:09.218996
764079;Claim;Incendio doloso Auto;2023-01-12T19:30:33.219996
764082;Claim;Incendio doloso Casa;2022-05-30T19:27:50.219996
764085;Claim;Incidente Auto;2023-01-10T19:27:52.219996
764094;Claim;Incendio doloso Auto;2022-10-27T19:27:20.219996
764100;Claim;Incidente Auto;2022-08-06T19:31:37.219996
764103;Claim;Incendio doloso Auto;2022-03-07T19:31:03.219996
764109;Claim;Furto Auto;2022-04-14T19:32:17.220998
764112;Claim;Incendio doloso Casa;2022-04-14T19:31:22.220998
764115;Claim;Incidente Auto;2022-10-24T19:28:00.220998
764121;Claim;Furto Auto;2022-02-01T19:29:35.220998
764127;Claim;Furto in Casa;2022-11-23T19:31:08.220998
764142;Claim;Incidente Auto;2022-04-13T19:30:08.221996
764145;Claim;Furto Auto;2022-07-31T19:27:20.221996
764148;Claim;Incendio doloso Auto;2022-10-17T19:29:38.221996
764151;Claim;Incendio doloso Auto;2022-11-12T19:28:31.221996
764154;Claim;Incendio doloso Casa;2022-03-10T19:31:22.221996
764157;Claim;Furto Auto;2022-06-10T19:29:19.221996
764160;Claim;Incendio doloso Casa;2022-02-04T19:30:55.221996
764163;Claim;Incidente Auto;2022-05-05T19:27:54.221996
764172;Claim;Furto Auto;2022-10-04T19:29:11.221996
