closed_date;type;open_date;:LABEL;:ID
2022-12-17T00:52:22.292078;Incendio doloso Auto;2022-12-12T00:42:19.292078;Claim;948989
;Incidente Auto;2022-10-18T00:42:05.292114;Claim;948992
2022-06-10T00:52:50.292150;Incidente Auto;2022-06-05T00:44:25.292150;Claim;948995
;Furto Auto;2022-09-04T00:44:01.292186;Claim;948998
;Incidente Auto;2022-07-27T00:44:30.292222;Claim;949001
;Incendio doloso Casa;2022-02-24T00:45:14.292257;Claim;949004
;Incidente Auto;2022-05-10T00:44:03.294023;Claim;949007
2022-12-17T00:53:00.294084;Furto in Casa;2022-12-12T00:44:15.294084;Claim;949010
;Incendio doloso Auto;2022-11-10T00:47:29.294125;Claim;949013
2022-06-24T00:47:22.294164;Incendio doloso Auto;2022-06-19T00:42:11.294164;Claim;949016
2022-02-26T00:50:02.294203;Furto in Casa;2022-02-21T00:41:54.294203;Claim;949019
;Incendio doloso Auto;2022-12-14T00:43:58.294241;Claim;949022
;Incidente Auto;2022-01-28T00:46:45.294279;Claim;949025
;Incendio doloso Auto;2022-04-10T00:46:50.294315;Claim;949028
;Incidente Auto;2022-11-10T00:43:13.294352;Claim;949031
;Furto Auto;2022-11-22T00:45:16.294391;Claim;949034
2022-04-30T00:51:46.300646;Incendio doloso Casa;2022-04-25T00:44:20.300646;Claim;949037
;Incendio doloso Auto;2022-09-12T00:47:16.300873;Claim;949040
;Furto in Casa;2023-01-04T00:46:24.300995;Claim;949043
;Furto in Casa;2022-07-06T00:46:19.301110;Claim;949046
2022-12-21T00:55:11.301315;Furto in Casa;2022-12-16T00:46:54.301315;Claim;949049
;Incendio doloso Casa;2022-03-31T00:43:06.301434;Claim;949052
2022-12-31T00:50:58.301552;Furto Auto;2022-12-26T00:43:26.301552;Claim;949055
2022-03-23T00:51:39.301675;Furto Auto;2022-03-18T00:42:40.301675;Claim;949058
;Incendio doloso Casa;2022-10-07T00:43:01.301784;Claim;949061
;Incidente Auto;2022-03-02T00:47:40.301900;Claim;949064
2022-11-19T00:53:02.302007;Incendio doloso Casa;2022-11-14T00:46:18.302007;Claim;949067
2022-11-22T00:51:09.302199;Incendio doloso Casa;2022-11-17T00:42:53.302199;Claim;949070
2022-10-18T00:52:15.302315;Incendio doloso Casa;2022-10-13T00:45:30.302315;Claim;949073
;Incidente Auto;2022-07-15T00:47:31.302421;Claim;949076
2022-04-17T00:53:13.302533;Furto Auto;2022-04-12T00:43:06.302533;Claim;949079
;Incendio doloso Auto;2022-06-23T00:42:07.302626;Claim;949082
2022-12-10T00:49:29.302749;Furto Auto;2022-12-05T00:43:24.302749;Claim;949085
;Incendio doloso Auto;2022-10-12T00:45:04.302861;Claim;949088
;Furto in Casa;2022-05-16T00:42:54.302969;Claim;949091
;Incidente Auto;2022-08-22T00:43:31.303088;Claim;949094
2022-08-08T00:49:54.303243;Furto Auto;2022-08-03T00:43:25.303243;Claim;949097
;Furto Auto;2023-01-11T00:46:03.303475;Claim;949100
;Incendio doloso Auto;2022-09-19T00:46:26.303592;Claim;949103
;Incidente Auto;2022-09-16T00:42:22.303702;Claim;949106
2022-08-05T00:50:16.303817;Incendio doloso Auto;2022-07-31T00:44:11.303817;Claim;949109
;Incendio doloso Casa;2022-11-12T00:45:42.303946;Claim;949112
2022-08-15T00:50:29.304060;Furto Auto;2022-08-10T00:43:50.304060;Claim;949115
2022-07-28T00:55:44.304185;Incendio doloso Auto;2022-07-23T00:45:05.304185;Claim;949118
;Furto Auto;2022-07-19T00:46:17.304305;Claim;949121
;Furto Auto;2022-06-26T00:44:46.304417;Claim;949124
2022-11-28T00:51:48.304569;Furto Auto;2022-11-23T00:43:50.304569;Claim;949127
;Furto Auto;2022-03-01T00:44:53.304772;Claim;949130
2022-08-14T00:56:01.304885;Furto Auto;2022-08-09T00:45:08.304885;Claim;949133
2022-12-27T00:49:34.305000;Furto Auto;2022-12-22T00:44:18.305000;Claim;949136
2022-09-05T00:54:19.305118;Furto in Casa;2022-08-31T00:45:06.305118;Claim;949139
2022-06-18T00:53:54.305268;Incendio doloso Auto;2022-06-13T00:46:12.305268;Claim;949142
2022-06-28T00:52:44.305385;Furto Auto;2022-06-23T00:44:00.305385;Claim;949145
2022-09-04T00:54:25.305502;Incendio doloso Casa;2022-08-30T00:46:54.305502;Claim;949148
2022-09-07T00:53:53.305614;Incidente Auto;2022-09-02T00:44:44.305614;Claim;949151
2022-02-14T00:53:30.305729;Incendio doloso Auto;2022-02-09T00:45:36.305729;Claim;949154
2023-01-15T00:51:35.305839;Incidente Auto;2023-01-10T00:44:34.305839;Claim;949157
2022-11-26T00:57:16.306026;Furto in Casa;2022-11-21T00:46:50.306026;Claim;949160
;Incendio doloso Casa;2023-01-09T00:46:47.306139;Claim;949163
2022-07-17T00:54:00.306283;Furto in Casa;2022-07-12T00:46:05.306283;Claim;949166
;Furto Auto;2022-02-27T00:42:47.306399;Claim;949169
2022-04-30T00:53:33.306525;Incendio doloso Auto;2022-04-25T00:43:57.306525;Claim;949172
;Incendio doloso Auto;2022-01-28T00:41:59.306657;Claim;949175
;Furto in Casa;2022-07-13T00:47:22.306772;Claim;949178
2023-01-06T00:52:11.306912;Incendio doloso Auto;2023-01-01T00:45:35.306912;Claim;949181
;Furto Auto;2022-03-19T00:42:42.307054;Claim;949184
;Incendio doloso Auto;2023-01-18T00:44:07.307186;Claim;949187
2022-08-27T00:54:31.307410;Incendio doloso Auto;2022-08-22T00:46:10.307410;Claim;949190
;Incendio doloso Casa;2022-11-18T00:45:34.307545;Claim;949193
;Furto Auto;2022-04-25T00:43:27.307680;Claim;949196
2022-10-14T00:51:56.307810;Incidente Auto;2022-10-09T00:41:59.307810;Claim;949199
;Incendio doloso Auto;2022-11-27T00:43:16.307939;Claim;949202
2022-05-19T00:53:54.308070;Incidente Auto;2022-05-14T00:46:39.308070;Claim;949205
;Furto in Casa;2023-01-14T00:44:36.308243;Claim;949208
2022-10-11T00:47:58.308414;Incendio doloso Casa;2022-10-06T00:42:02.308414;Claim;949211
2022-03-29T00:53:06.308561;Incendio doloso Auto;2022-03-24T00:42:35.308561;Claim;949214
2022-10-18T00:52:11.308878;Incidente Auto;2022-10-13T00:45:22.308878;Claim;949217
;Incendio doloso Auto;2022-05-29T00:42:39.309095;Claim;949220
;Furto Auto;2022-10-05T00:45:13.309218;Claim;949223
2022-11-02T00:53:52.309333;Incendio doloso Casa;2022-10-28T00:46:26.309333;Claim;949226
;Incidente Auto;2022-08-09T00:43:46.309452;Claim;949229
;Furto in Casa;2022-07-03T00:47:24.309568;Claim;949232
2022-03-02T00:48:51.309685;Incendio doloso Auto;2022-02-25T00:41:58.309685;Claim;949235
2022-10-11T00:50:16.309798;Furto in Casa;2022-10-06T00:43:27.309798;Claim;949238
2022-11-04T00:54:28.309915;Furto in Casa;2022-10-30T00:44:09.309915;Claim;949241
;Incidente Auto;2023-01-03T00:44:47.310032;Claim;949244
2022-02-05T00:50:35.310167;Incendio doloso Auto;2022-01-31T00:45:06.310167;Claim;949247
2022-07-23T00:52:54.310354;Incendio doloso Casa;2022-07-18T00:47:28.310354;Claim;949250
;Incendio doloso Auto;2022-11-02T00:46:03.310466;Claim;949253
;Incendio doloso Auto;2022-02-14T00:43:45.310578;Claim;949256
;Furto in Casa;2022-07-06T00:46:14.310690;Claim;949259
;Furto Auto;2022-02-25T00:47:26.310804;Claim;949262
;Furto Auto;2022-08-11T00:46:36.310919;Claim;949265
2022-09-28T00:52:16.311028;Incidente Auto;2022-09-23T00:46:17.311028;Claim;949268
2022-11-12T00:48:30.311143;Incendio doloso Auto;2022-11-07T00:42:42.311143;Claim;949271
2022-11-09T00:52:28.311268;Incidente Auto;2022-11-04T00:41:52.311268;Claim;949274
2022-12-21T00:58:34.311382;Furto in Casa;2022-12-16T00:47:37.311382;Claim;949277
2022-09-05T00:54:25.311569;Incendio doloso Auto;2022-08-31T00:43:39.311569;Claim;949280
2022-10-25T00:53:15.311680;Incendio doloso Casa;2022-10-20T00:45:56.311680;Claim;949283
2022-08-08T00:53:25.311791;Furto in Casa;2022-08-03T00:45:56.311791;Claim;949286
;Incidente Auto;2022-06-20T00:43:23.311902;Claim;949289
;Incendio doloso Auto;2022-05-16T00:42:53.312016;Claim;949292
2022-03-10T00:54:17.312132;Furto Auto;2022-03-05T00:44:20.312132;Claim;949295
2022-06-07T00:57:02.312256;Furto Auto;2022-06-02T00:46:07.312256;Claim;949298
2023-01-24T00:53:09.312366;Furto Auto;2023-01-19T00:44:48.312366;Claim;949301
;Furto Auto;2022-02-20T00:44:40.312479;Claim;949304
2022-09-13T00:56:01.312591;Furto Auto;2022-09-08T00:45:24.312591;Claim;949307
;Incendio doloso Casa;2022-02-26T00:46:54.312785;Claim;949310
2022-02-09T00:52:58.312896;Incendio doloso Casa;2022-02-04T00:46:25.312896;Claim;949313
;Incidente Auto;2022-08-02T00:46:20.313007;Claim;949316
2022-06-16T00:56:51.313122;Furto Auto;2022-06-11T00:46:36.313122;Claim;949319
2023-01-02T00:55:20.313239;Incendio doloso Auto;2022-12-28T00:46:04.313239;Claim;949322
2022-04-11T00:53:32.313351;Furto in Casa;2022-04-06T00:44:43.313351;Claim;949325
2022-05-06T00:54:06.313461;Incendio doloso Auto;2022-05-01T00:45:45.313461;Claim;949328
2022-10-31T00:49:56.313571;Incidente Auto;2022-10-26T00:44:04.313571;Claim;949331
2022-02-26T00:51:04.313684;Incidente Auto;2022-02-21T00:44:29.313684;Claim;949334
;Furto Auto;2022-09-17T00:47:44.313793;Claim;949337
2022-03-02T00:54:10.313982;Furto Auto;2022-02-25T00:46:24.313982;Claim;949340
;Furto in Casa;2022-06-18T00:46:14.314095;Claim;949343
;Incendio doloso Auto;2022-05-22T00:43:53.314205;Claim;949346
2022-03-26T00:56:10.314318;Furto Auto;2022-03-21T00:47:09.314318;Claim;949349
2023-01-03T00:56:32.314432;Incendio doloso Casa;2022-12-29T00:46:33.314432;Claim;949352
2022-06-01T00:55:45.314553;Incendio doloso Auto;2022-05-27T00:47:22.314553;Claim;949355
2022-07-26T00:51:47.314666;Incendio doloso Casa;2022-07-21T00:43:40.314666;Claim;949358
;Furto Auto;2022-05-03T00:43:48.314781;Claim;949361
2022-10-02T00:53:48.314896;Incendio doloso Casa;2022-09-27T00:45:30.314896;Claim;949364
;Furto Auto;2022-04-19T00:43:19.315009;Claim;949367
;Furto Auto;2022-07-17T00:43:34.315241;Claim;949370
2022-07-15T00:54:59.315371;Incendio doloso Auto;2022-07-10T00:44:36.315371;Claim;949373
;Incendio doloso Casa;2022-11-02T00:43:26.315494;Claim;949376
2022-12-10T00:51:20.315608;Incidente Auto;2022-12-05T00:43:33.315608;Claim;949379
2022-05-24T00:51:04.315724;Furto in Casa;2022-05-19T00:43:14.315724;Claim;949382
2023-01-29T00:48:59.315841;Incidente Auto;2023-01-24T00:42:24.315841;Claim;949385
;Furto Auto;2022-02-13T00:47:21.315959;Claim;949388
;Incidente Auto;2022-12-11T00:45:05.316073;Claim;949391
;Incidente Auto;2022-02-14T00:44:37.316224;Claim;949394
;Furto in Casa;2022-10-09T00:46:32.316350;Claim;949397
2022-03-05T00:55:01.316549;Furto in Casa;2022-02-28T00:46:26.316549;Claim;949400
2022-04-01T00:58:24.316661;Furto in Casa;2022-03-27T00:47:49.316661;Claim;949403
2022-04-15T00:54:09.316777;Incendio doloso Auto;2022-04-10T00:43:19.316777;Claim;949406
;Incidente Auto;2022-09-19T00:47:18.316893;Claim;949409
;Furto in Casa;2022-02-05T00:45:25.317007;Claim;949412
;Incendio doloso Auto;2022-04-13T00:44:31.317140;Claim;949415
;Furto Auto;2022-12-13T00:43:55.317254;Claim;949418
2022-12-31T00:53:21.317372;Furto in Casa;2022-12-26T00:42:45.317372;Claim;949421
;Furto in Casa;2022-09-05T00:45:47.317489;Claim;949424
2022-03-10T00:48:57.317602;Incendio doloso Casa;2022-03-05T00:42:39.317602;Claim;949427
2022-05-30T00:52:54.317794;Furto Auto;2022-05-25T00:42:43.317794;Claim;949430
2023-01-20T00:52:11.317907;Incendio doloso Casa;2023-01-15T00:44:02.317907;Claim;949433
2022-09-08T00:51:43.318020;Incendio doloso Casa;2022-09-03T00:42:02.318020;Claim;949436
2022-06-06T00:54:38.318135;Incendio doloso Auto;2022-06-01T00:46:03.318135;Claim;949439
2022-02-23T00:53:09.318250;Incendio doloso Auto;2022-02-18T00:44:48.318250;Claim;949442
;Incendio doloso Casa;2022-09-03T00:46:07.318366;Claim;949445
;Furto Auto;2022-08-04T00:42:56.318476;Claim;949448
2023-01-09T00:50:23.318589;Incendio doloso Casa;2023-01-04T00:44:13.318589;Claim;949451
;Incidente Auto;2023-01-02T00:46:29.318703;Claim;949454
2023-01-28T00:54:02.318846;Incendio doloso Auto;2023-01-23T00:45:14.318846;Claim;949457
;Incidente Auto;2022-07-19T00:46:06.319046;Claim;949460
2022-04-20T00:55:01.319164;Incendio doloso Casa;2022-04-15T00:47:18.319164;Claim;949463
2022-04-05T00:56:49.319276;Incendio doloso Casa;2022-03-31T00:47:16.319276;Claim;949466
;Furto Auto;2022-03-17T00:44:49.319390;Claim;949469
2022-11-05T00:54:51.319505;Incidente Auto;2022-10-31T00:45:58.319505;Claim;949472
;Furto in Casa;2022-08-12T00:43:10.319621;Claim;949475
;Incendio doloso Casa;2022-12-04T00:46:02.319732;Claim;949478
2022-06-26T00:56:50.319842;Furto in Casa;2022-06-21T00:47:04.319842;Claim;949481
;Incendio doloso Auto;2022-02-24T00:42:50.319956;Claim;949484
2022-12-01T00:56:23.320072;Incidente Auto;2022-11-26T00:45:48.320072;Claim;949487
;Furto in Casa;2022-12-31T00:45:13.320276;Claim;949490
;Incidente Auto;2022-03-10T00:46:10.320388;Claim;949493
2022-08-25T00:51:19.320501;Furto in Casa;2022-08-20T00:42:01.320501;Claim;949496
2022-08-23T00:55:48.320614;Incendio doloso Auto;2022-08-18T00:45:32.320614;Claim;949499
;Incidente Auto;2022-07-01T00:46:01.320731;Claim;949502
;Incendio doloso Casa;2023-01-05T00:46:57.320854;Claim;949505
2022-08-11T00:53:35.320976;Furto Auto;2022-08-06T00:45:11.320976;Claim;949508
;Incendio doloso Casa;2022-09-30T00:42:40.321087;Claim;949511
2022-04-18T00:52:06.321200;Furto Auto;2022-04-13T00:45:59.321200;Claim;949514
2023-01-16T00:51:34.321314;Furto Auto;2023-01-11T00:42:45.321314;Claim;949517
2022-05-13T00:49:56.321505;Furto in Casa;2022-05-08T00:44:30.321505;Claim;949520
2022-06-19T00:56:32.321617;Furto in Casa;2022-06-14T00:45:36.321617;Claim;949523
;Furto Auto;2022-07-06T00:47:05.321730;Claim;949526
;Incendio doloso Auto;2022-08-23T00:43:23.321841;Claim;949529
;Incidente Auto;2022-05-26T00:45:52.321952;Claim;949532
;Furto in Casa;2022-03-22T00:42:20.322067;Claim;949535
2022-07-10T00:51:57.322303;Furto in Casa;2022-07-05T00:42:59.322303;Claim;949538
;Incidente Auto;2022-11-12T00:47:13.322425;Claim;949541
2022-04-11T00:49:53.322536;Incidente Auto;2022-04-06T00:44:31.322536;Claim;949544
2022-03-07T00:50:30.322646;Incendio doloso Casa;2022-03-02T00:44:59.322646;Claim;949547
2022-04-24T00:47:59.322857;Furto in Casa;2022-04-19T00:42:02.322857;Claim;949550
;Incendio doloso Casa;2022-03-08T00:42:57.322969;Claim;949553
2022-08-25T00:51:34.323077;Incidente Auto;2022-08-20T00:45:03.323077;Claim;949556
2022-07-26T00:53:59.323189;Incendio doloso Casa;2022-07-21T00:46:08.323189;Claim;949559
2022-06-17T00:57:20.323300;Furto in Casa;2022-06-12T00:47:41.323300;Claim;949562
;Furto in Casa;2022-04-05T00:44:09.323413;Claim;949565
;Furto in Casa;2022-06-14T00:47:48.323520;Claim;949568
;Incendio doloso Casa;2023-01-02T00:45:16.323632;Claim;949571
2022-05-19T00:53:15.323746;Incendio doloso Auto;2022-05-14T00:44:23.323746;Claim;949574
2022-03-27T00:50:13.323858;Incendio doloso Auto;2022-03-22T00:43:23.323858;Claim;949577
;Furto Auto;2022-03-31T00:45:31.324041;Claim;949580
;Furto in Casa;2022-02-20T00:44:29.324153;Claim;949583
2022-08-31T00:52:51.324264;Incendio doloso Auto;2022-08-26T00:46:26.324264;Claim;949586
;Furto in Casa;2022-10-11T00:44:59.324376;Claim;949589
;Incendio doloso Casa;2022-11-23T00:46:44.324487;Claim;949592
2022-04-24T00:53:53.324635;Furto Auto;2022-04-19T00:46:07.324635;Claim;949595
;Incidente Auto;2022-04-11T00:43:06.324754;Claim;949598
2022-08-26T00:56:54.324871;Incendio doloso Casa;2022-08-21T00:47:19.324871;Claim;949601
;Furto in Casa;2022-07-13T00:46:18.324986;Claim;949604
2022-06-09T00:49:37.325098;Furto Auto;2022-06-04T00:44:11.325098;Claim;949607
;Incendio doloso Casa;2022-12-12T00:43:35.325275;Claim;949610
;Incidente Auto;2022-10-28T00:42:20.325390;Claim;949613
;Furto Auto;2022-04-22T00:45:03.325502;Claim;949616
;Incidente Auto;2022-10-25T00:46:19.325615;Claim;949619
;Incendio doloso Auto;2022-11-06T00:47:39.325729;Claim;949622
2022-11-25T00:49:43.325844;Furto Auto;2022-11-20T00:44:17.325844;Claim;949625
2023-01-29T00:51:22.325954;Incendio doloso Auto;2023-01-24T00:44:55.325954;Claim;949628
;Furto in Casa;2022-08-17T00:43:43.326066;Claim;949631
2022-09-20T00:51:30.326181;Furto in Casa;2022-09-15T00:42:23.326181;Claim;949634
;Incidente Auto;2022-08-11T00:42:12.326293;Claim;949637
;Incendio doloso Auto;2022-10-07T00:46:31.326478;Claim;949640
;Furto Auto;2022-01-30T00:47:05.326589;Claim;949643
;Incendio doloso Casa;2022-04-11T00:43:07.326703;Claim;949646
;Furto in Casa;2022-09-12T00:42:14.326820;Claim;949649
;Incidente Auto;2022-10-08T00:42:48.326946;Claim;949652
2023-01-01T00:53:24.327060;Incendio doloso Casa;2022-12-27T00:43:57.327060;Claim;949655
;Furto in Casa;2022-06-27T00:46:07.327173;Claim;949658
2022-05-31T00:52:17.327286;Incidente Auto;2022-05-26T00:45:16.327286;Claim;949661
2023-01-10T00:54:04.327400;Furto in Casa;2023-01-05T00:43:56.327400;Claim;949664
;Furto Auto;2022-11-14T00:42:38.327510;Claim;949667
2022-07-25T00:52:15.327712;Incendio doloso Casa;2022-07-20T00:43:46.327712;Claim;949670
2022-11-03T00:52:31.327833;Furto Auto;2022-10-29T00:47:26.327833;Claim;949673
2022-05-01T00:57:18.327947;Incidente Auto;2022-04-26T00:47:04.327947;Claim;949676
2022-07-25T00:48:07.328060;Furto Auto;2022-07-20T00:42:14.328060;Claim;949679
2022-09-16T00:53:08.328177;Furto Auto;2022-09-11T00:42:17.328177;Claim;949682
2022-04-15T00:53:30.328291;Furto Auto;2022-04-10T00:46:03.328291;Claim;949685
2022-08-05T00:54:00.328402;Incendio doloso Auto;2022-07-31T00:46:53.328402;Claim;949688
2022-12-05T00:53:15.328514;Incidente Auto;2022-11-30T00:43:08.328514;Claim;949691
;Incendio doloso Auto;2022-02-28T00:42:06.328627;Claim;949694
;Incendio doloso Casa;2022-04-28T00:47:36.328739;Claim;949697
2022-08-29T00:53:06.328930;Incendio doloso Auto;2022-08-24T00:42:41.328930;Claim;949700
2022-09-30T00:54:32.329043;Incendio doloso Casa;2022-09-25T00:46:16.329043;Claim;949703
;Furto in Casa;2022-11-05T00:44:19.329157;Claim;949706
2022-09-06T00:49:54.329271;Furto in Casa;2022-09-01T00:42:19.329271;Claim;949709
2022-12-30T00:58:14.329382;Incendio doloso Auto;2022-12-25T00:47:15.329382;Claim;949712
;Furto Auto;2022-12-11T00:47:39.329494;Claim;949715
;Incendio doloso Auto;2022-07-01T00:41:53.329604;Claim;949718
2022-07-24T00:52:09.329716;Incendio doloso Auto;2022-07-19T00:44:24.329716;Claim;949721
;Incendio doloso Casa;2022-10-28T00:45:06.329852;Claim;949724
;Furto Auto;2022-06-09T00:44:33.329963;Claim;949727
;Incendio doloso Auto;2022-10-20T00:46:02.330147;Claim;949730
2022-10-12T00:50:18.330261;Incidente Auto;2022-10-07T00:44:31.330261;Claim;949733
;Furto Auto;2022-04-04T00:45:33.330373;Claim;949736
2022-05-27T00:55:38.330485;Incendio doloso Casa;2022-05-22T00:47:06.330485;Claim;949739
;Incidente Auto;2022-12-31T00:44:09.330596;Claim;949742
2022-09-20T00:53:18.330710;Furto in Casa;2022-09-15T00:43:47.330710;Claim;949745
;Incendio doloso Casa;2022-12-28T00:44:31.330822;Claim;949748
2022-04-28T00:54:42.330935;Incidente Auto;2022-04-23T00:46:02.330935;Claim;949751
;Incendio doloso Auto;2022-11-12T00:42:10.331051;Claim;949754
;Incidente Auto;2022-07-23T00:47:17.331170;Claim;949757
;Furto Auto;2022-04-25T00:43:56.331364;Claim;949760
;Furto Auto;2022-11-29T00:43:20.331478;Claim;949763
;Furto Auto;2022-09-11T00:43:53.331595;Claim;949766
2022-08-08T00:53:35.331710;Incendio doloso Casa;2022-08-03T00:43:50.331710;Claim;949769
2022-02-25T00:55:05.331832;Incendio doloso Casa;2022-02-20T00:45:25.331832;Claim;949772
;Incendio doloso Casa;2022-09-22T00:43:10.331948;Claim;949775
;Furto Auto;2022-11-14T00:44:01.332062;Claim;949778
2022-07-08T00:52:38.332173;Incendio doloso Auto;2022-07-03T00:46:45.332173;Claim;949781
;Incendio doloso Auto;2022-02-09T00:47:36.332287;Claim;949784
2022-07-01T00:55:35.332400;Incidente Auto;2022-06-26T00:46:21.332400;Claim;949787
2022-07-05T00:51:47.332585;Incendio doloso Auto;2022-06-30T00:45:07.332585;Claim;949790
;Incidente Auto;2022-04-13T00:45:30.332698;Claim;949793
2023-01-07T00:49:46.332826;Incidente Auto;2023-01-02T00:44:40.332826;Claim;949796
2022-12-19T00:48:40.332936;Furto Auto;2022-12-14T00:42:07.332936;Claim;949799
2022-12-14T00:54:41.333048;Furto Auto;2022-12-09T00:46:13.333048;Claim;949802
;Incendio doloso Casa;2022-07-24T00:47:31.333160;Claim;949805
;Incendio doloso Auto;2022-08-22T00:44:29.333270;Claim;949808
;Incendio doloso Casa;2022-10-28T00:44:21.333383;Claim;949811
2023-01-22T00:55:47.333497;Furto Auto;2023-01-17T00:46:03.333497;Claim;949814
;Furto in Casa;2022-03-17T00:47:02.333609;Claim;949817
2022-12-02T00:49:34.333793;Incendio doloso Casa;2022-11-27T00:42:08.333793;Claim;949820
2022-03-02T00:53:55.333904;Incendio doloso Casa;2022-02-25T00:43:38.333904;Claim;949823
2023-01-26T00:51:19.334017;Furto in Casa;2023-01-21T00:42:13.334017;Claim;949826
;Incendio doloso Casa;2022-03-24T00:46:37.334128;Claim;949829
;Incendio doloso Auto;2022-08-21T00:46:20.334239;Claim;949832
2022-12-15T00:54:27.334349;Incidente Auto;2022-12-10T00:44:58.334349;Claim;949835
2022-07-30T00:48:22.334461;Furto Auto;2022-07-25T00:42:10.334461;Claim;949838
;Incendio doloso Casa;2022-10-02T00:43:52.334610;Claim;949841
2022-11-14T00:51:42.334747;Furto Auto;2022-11-09T00:43:41.334747;Claim;949844
2023-01-26T00:52:17.335016;Incendio doloso Auto;2023-01-21T00:45:37.335016;Claim;949847
2023-01-19T00:49:33.335595;Incendio doloso Casa;2023-01-14T00:41:55.335595;Claim;949850
;Incendio doloso Auto;2022-06-24T00:45:26.335882;Claim;949853
;Incidente Auto;2022-12-09T00:46:24.336111;Claim;949856
2022-09-10T00:51:52.336278;Incendio doloso Auto;2022-09-05T00:45:00.336278;Claim;949859
;Incidente Auto;2022-02-28T00:42:07.336571;Claim;949862
2022-03-07T00:54:17.336834;Incendio doloso Casa;2022-03-02T00:43:32.336834;Claim;949865
2022-02-04T00:49:01.337076;Incendio doloso Auto;2022-01-30T00:42:42.337076;Claim;949868
;Incendio doloso Auto;2022-06-03T00:47:33.337333;Claim;949871
2022-05-20T00:53:46.337558;Incendio doloso Auto;2022-05-15T00:46:00.337558;Claim;949874
;Incendio doloso Casa;2022-05-05T00:42:15.337728;Claim;949877
;Furto Auto;2022-10-21T00:45:00.338090;Claim;949880
2022-02-14T00:50:11.338400;Furto in Casa;2022-02-09T00:41:57.338400;Claim;949883
2022-05-18T00:55:05.338678;Furto Auto;2022-05-13T00:46:45.338678;Claim;949886
;Incendio doloso Casa;2022-10-08T00:43:14.338948;Claim;949889
2022-10-15T00:51:21.339245;Incendio doloso Auto;2022-10-10T00:46:16.339245;Claim;949892
2022-10-11T00:54:07.339519;Furto Auto;2022-10-06T00:45:33.339519;Claim;949895
;Incidente Auto;2022-03-15T00:45:52.339779;Claim;949898
