:ID;:LABEL;type;open_date:datetime;closed_date:datetime
534445;Claim;Furto Auto;2022-08-30T19:24:16.645725;2022-09-04T19:31:15.645725
534454;Claim;Incendio doloso Casa;2022-07-25T19:26:00.645725;2022-07-30T19:35:20.645725
534457;Claim;Furto in Casa;2023-01-24T19:25:13.645725;2023-01-29T19:35:11.645725
534460;Claim;Incendio doloso Casa;2023-01-08T19:24:46.645725;2023-01-13T19:34:40.645725
534466;Claim;Incendio doloso Casa;2022-08-05T19:23:27.645725;2022-08-10T19:30:56.645725
534469;Claim;Incidente Auto;2022-06-09T19:22:58.645725;2022-06-14T19:28:22.645725
534475;Claim;Incidente Auto;2022-01-31T19:25:51.645725;2022-02-05T19:33:56.645725
534478;Claim;Furto Auto;2022-12-04T19:22:28.645725;2022-12-09T19:29:57.645725
534481;Claim;Furto Auto;2022-06-21T19:22:29.646733;2022-06-26T19:32:19.646733
534499;Claim;Incidente Auto;2022-07-14T19:24:24.646733;2022-07-19T19:31:10.646733
534505;Claim;Incidente Auto;2023-01-15T19:25:49.646733;2023-01-20T19:36:19.646733
534529;Claim;Incidente Auto;2022-08-30T19:23:03.646733;2022-09-04T19:29:01.646733
534532;Claim;Incidente Auto;2022-06-16T19:26:55.646733;2022-06-21T19:36:56.646733
534535;Claim;Furto Auto;2022-06-15T19:26:39.646733;2022-06-20T19:33:49.646733
534544;Claim;Furto in Casa;2022-09-09T19:25:09.647731;2022-09-14T19:34:48.647731
534547;Claim;Furto Auto;2022-10-25T19:22:50.647731;2022-10-30T19:33:08.647731
534550;Claim;Incendio doloso Casa;2022-09-08T19:25:14.647731;2022-09-13T19:32:47.647731
534553;Claim;Furto in Casa;2023-01-01T19:27:04.647731;2023-01-06T19:37:51.647731
534556;Claim;Incendio doloso Auto;2022-04-20T19:22:40.647731;2022-04-25T19:33:12.647731
534559;Claim;Incendio doloso Auto;2022-07-20T19:26:02.647731;2022-07-25T19:36:03.647731
534562;Claim;Furto Auto;2022-12-09T19:25:10.647731;2022-12-14T19:32:42.647731
534568;Claim;Incendio doloso Auto;2022-07-05T19:24:53.647731;2022-07-10T19:33:13.647731
534577;Claim;Incendio doloso Auto;2022-03-16T19:27:10.647731;2022-03-21T19:36:14.647731
534580;Claim;Incendio doloso Casa;2022-11-11T19:23:29.647731;2022-11-16T19:33:28.647731
534583;Claim;Furto in Casa;2023-01-09T19:24:19.647731;2023-01-14T19:31:29.647731
534592;Claim;Incidente Auto;2022-01-28T19:27:35.647731;2022-02-02T19:35:17.647731
534595;Claim;Furto in Casa;2022-10-14T19:24:02.647731;2022-10-19T19:29:09.647731
534628;Claim;Incendio doloso Casa;2022-02-20T19:24:49.648731;2022-02-25T19:35:31.648731
534631;Claim;Incendio doloso Casa;2023-01-23T19:23:17.648731;2023-01-28T19:29:49.648731
534640;Claim;Furto Auto;2022-12-07T19:23:04.648731;2022-12-12T19:30:49.648731
534643;Claim;Incidente Auto;2022-10-09T19:25:05.648731;2022-10-14T19:35:10.648731
534646;Claim;Incendio doloso Auto;2022-08-07T19:27:44.648731;2022-08-12T19:33:28.648731
534652;Claim;Incidente Auto;2022-12-29T19:27:36.648731;2023-01-03T19:37:17.648731
534670;Claim;Incendio doloso Casa;2022-06-11T19:27:14.648731;2022-06-16T19:32:27.648731
534682;Claim;Furto in Casa;2022-10-21T19:26:22.649737;2022-10-26T19:33:46.649737
534685;Claim;Incendio doloso Auto;2022-07-11T19:27:16.649737;2022-07-16T19:33:09.649737
534691;Claim;Incidente Auto;2022-07-25T19:24:51.649737;2022-07-30T19:30:42.649737
534694;Claim;Furto Auto;2022-03-26T19:25:27.649737;2022-03-31T19:32:59.649737
534703;Claim;Incidente Auto;2022-11-17T19:27:49.649737;2022-11-22T19:38:32.649737
534706;Claim;Furto in Casa;2022-11-07T19:27:05.649737;2022-11-12T19:32:12.649737
534709;Claim;Incidente Auto;2022-11-16T19:27:06.649737;2022-11-21T19:36:32.649737
534715;Claim;Incendio doloso Casa;2022-03-30T19:22:50.649737;2022-04-04T19:32:03.649737
534718;Claim;Furto in Casa;2022-06-04T19:23:59.649737;2022-06-09T19:33:23.649737
534724;Claim;Furto in Casa;2022-07-18T19:27:00.649737;2022-07-23T19:34:28.649737
534727;Claim;Incidente Auto;2022-05-22T19:23:53.649737;2022-05-27T19:30:20.649737
534730;Claim;Incendio doloso Casa;2022-12-18T19:26:27.649737;2022-12-23T19:34:46.649737
534733;Claim;Furto Auto;2022-10-24T19:26:21.649737;2022-10-29T19:35:15.649737
534742;Claim;Furto in Casa;2022-09-08T19:24:29.650731;2022-09-13T19:30:51.650731
534748;Claim;Furto Auto;2022-12-18T19:27:01.650731;2022-12-23T19:37:39.650731
534754;Claim;Incidente Auto;2022-05-08T19:26:23.650731;2022-05-13T19:36:59.650731
534757;Claim;Incendio doloso Casa;2022-06-29T19:22:10.650731;2022-07-04T19:28:52.650731
534766;Claim;Incendio doloso Auto;2022-06-13T19:22:07.650731;2022-06-18T19:30:04.650731
534772;Claim;Furto Auto;2022-05-22T19:23:12.650731;2022-05-27T19:28:46.650731
534778;Claim;Incendio doloso Auto;2022-11-21T19:25:49.650731;2022-11-26T19:30:53.650731
534781;Claim;Furto Auto;2022-08-26T19:22:56.650731;2022-08-31T19:28:15.650731
534784;Claim;Furto in Casa;2022-09-21T19:24:51.650731;2022-09-26T19:33:54.650731
534790;Claim;Incidente Auto;2022-03-30T19:23:16.650731;2022-04-04T19:31:20.650731
534796;Claim;Furto in Casa;2022-08-11T19:22:46.651736;2022-08-16T19:32:09.651736
534802;Claim;Furto Auto;2022-03-19T19:25:13.651736;2022-03-24T19:35:34.651736
534805;Claim;Incidente Auto;2022-03-05T19:21:59.651736;2022-03-10T19:30:56.651736
534808;Claim;Furto Auto;2022-10-05T19:27:37.651736;2022-10-10T19:35:28.651736
534811;Claim;Furto in Casa;2022-11-28T19:22:25.651736;2022-12-03T19:31:47.651736
534814;Claim;Furto in Casa;2022-07-18T19:24:46.651736;2022-07-23T19:32:16.651736
534817;Claim;Incidente Auto;2022-07-02T19:27:51.651736;2022-07-07T19:33:32.651736
534820;Claim;Furto Auto;2022-02-14T19:22:06.651736;2022-02-19T19:28:48.651736
534823;Claim;Furto in Casa;2023-01-20T19:24:04.651736;2023-01-25T19:31:16.651736
534826;Claim;Furto Auto;2022-07-13T19:22:07.651736;2022-07-18T19:30:11.651736
534832;Claim;Furto Auto;2022-05-31T19:23:36.651736;2022-06-05T19:31:50.651736
534835;Claim;Incidente Auto;2022-05-31T19:24:19.651736;2022-06-05T19:31:57.651736
534847;Claim;Furto in Casa;2022-11-15T19:24:06.651736;2022-11-20T19:29:14.651736
534850;Claim;Incendio doloso Casa;2022-02-12T19:22:27.651736;2022-02-17T19:29:40.651736
534859;Claim;Incidente Auto;2023-01-26T19:27:46.652733;2023-01-31T19:34:04.652733
534862;Claim;Incendio doloso Casa;2022-07-26T19:23:07.652733;2022-07-31T19:29:10.652733
534865;Claim;Incendio doloso Casa;2022-06-11T19:22:04.652733;2022-06-16T19:27:41.652733
534868;Claim;Incendio doloso Casa;2022-11-01T19:26:35.652733;2022-11-06T19:37:08.652733
534871;Claim;Furto Auto;2022-10-21T19:24:00.652733;2022-10-26T19:33:30.652733
534874;Claim;Incendio doloso Auto;2022-06-14T19:25:36.652733;2022-06-19T19:36:04.652733
534889;Claim;Furto Auto;2023-01-04T19:23:39.652733;2023-01-09T19:33:17.652733
534895;Claim;Furto in Casa;2022-05-30T19:27:23.652733;2022-06-04T19:36:08.652733
534901;Claim;Incidente Auto;2023-01-06T19:26:43.652733;2023-01-11T19:33:15.652733
534904;Claim;Incidente Auto;2022-07-23T19:27:02.652733;2022-07-28T19:37:08.652733
534910;Claim;Furto in Casa;2023-01-21T19:23:29.652733;2023-01-26T19:33:41.652733
534922;Claim;Incendio doloso Auto;2022-04-04T19:26:36.653730;2022-04-09T19:36:40.653730
534931;Claim;Furto in Casa;2022-11-10T19:27:12.653730;2022-11-15T19:38:03.653730
534934;Claim;Furto in Casa;2023-01-20T19:27:16.653730;2023-01-25T19:34:53.653730
534940;Claim;Furto in Casa;2022-10-24T19:26:45.653730;2022-10-29T19:34:42.653730
534943;Claim;Incidente Auto;2022-10-03T19:23:31.653730;2022-10-08T19:28:51.653730
534949;Claim;Furto in Casa;2022-04-07T19:22:03.653730;2022-04-12T19:29:13.653730
534952;Claim;Incendio doloso Casa;2022-10-15T19:25:05.653730;2022-10-20T19:30:59.653730
534958;Claim;Furto Auto;2022-10-28T19:23:10.653730;2022-11-02T19:30:26.653730
534961;Claim;Incendio doloso Auto;2022-10-29T19:22:12.653730;2022-11-03T19:30:54.653730
534964;Claim;Furto in Casa;2022-11-16T19:25:05.653730;2022-11-21T19:31:36.653730
534967;Claim;Furto Auto;2022-03-17T19:25:17.653730;2022-03-22T19:31:13.653730
534979;Claim;Incidente Auto;2022-04-29T19:25:38.653730;2022-05-04T19:31:11.653730
534982;Claim;Furto Auto;2022-08-09T19:21:54.653730;2022-08-14T19:30:44.653730
534985;Claim;Furto Auto;2023-01-18T19:23:42.653730;2023-01-23T19:33:23.653730
534988;Claim;Incidente Auto;2023-01-07T19:27:18.653730;2023-01-12T19:33:03.653730
534991;Claim;Incendio doloso Auto;2022-07-01T19:22:03.653730;2022-07-06T19:29:24.653730
534997;Claim;Incendio doloso Casa;2022-02-20T19:26:24.653730;2022-02-25T19:33:02.653730
535000;Claim;Furto Auto;2022-04-18T19:27:21.653730;2022-04-23T19:34:10.653730
535009;Claim;Incidente Auto;2022-03-01T19:24:19.653730;2022-03-06T19:34:32.653730
535012;Claim;Furto in Casa;2022-12-23T19:24:08.653730;2022-12-28T19:30:34.653730
535015;Claim;Furto in Casa;2022-09-04T19:26:23.653730;2022-09-09T19:33:08.653730
535021;Claim;Incidente Auto;2023-01-01T19:26:37.655304;2023-01-06T19:35:26.655304
535027;Claim;Furto in Casa;2023-01-12T19:27:25.655304;2023-01-17T19:33:56.655304
535030;Claim;Furto Auto;2023-01-09T19:24:42.655304;2023-01-14T19:31:26.655304
535033;Claim;Incendio doloso Casa;2022-04-01T19:26:11.655304;2022-04-06T19:36:21.655304
535045;Claim;Incendio doloso Casa;2022-10-02T19:26:13.655304;2022-10-07T19:34:05.655304
535054;Claim;Furto Auto;2022-12-10T19:25:18.655304;2022-12-15T19:32:34.655304
535057;Claim;Furto in Casa;2022-06-29T19:25:58.655304;2022-07-04T19:36:20.655304
535072;Claim;Incendio doloso Auto;2022-04-11T19:25:41.656240;2022-04-16T19:34:48.656240
535075;Claim;Furto Auto;2022-08-22T19:26:04.656240;2022-08-27T19:36:49.656240
535078;Claim;Incendio doloso Auto;2022-11-11T19:26:28.656240;2022-11-16T19:32:31.656240
535081;Claim;Furto in Casa;2022-07-12T19:26:28.656240;2022-07-17T19:35:25.656240
535084;Claim;Furto Auto;2022-01-27T19:25:28.656240;2022-02-01T19:35:35.656240
535090;Claim;Incendio doloso Auto;2022-06-07T19:24:10.656240;2022-06-12T19:31:18.656240
535093;Claim;Furto Auto;2022-05-28T19:27:22.656240;2022-06-02T19:36:13.656240
535105;Claim;Incendio doloso Auto;2022-05-01T19:23:39.656240;2022-05-06T19:34:22.656240
535108;Claim;Furto in Casa;2022-11-02T19:24:24.656240;2022-11-07T19:29:29.656240
535114;Claim;Incidente Auto;2022-03-14T19:25:15.656240;2022-03-19T19:35:22.656240
535126;Claim;Furto Auto;2022-10-14T19:22:26.656240;2022-10-19T19:31:08.656240
535132;Claim;Incendio doloso Casa;2022-11-19T19:25:57.656240;2022-11-24T19:32:02.656240
535138;Claim;Incendio doloso Auto;2022-08-03T19:23:55.657240;2022-08-08T19:33:10.657240
535156;Claim;Furto in Casa;2022-07-27T19:25:44.657240;2022-08-01T19:34:51.657240
535162;Claim;Incendio doloso Auto;2022-11-20T19:23:42.657240;2022-11-25T19:32:21.657240
535165;Claim;Incendio doloso Auto;2022-11-13T19:26:45.657240;2022-11-18T19:33:05.657240
535168;Claim;Incendio doloso Auto;2022-03-02T19:26:56.657240;2022-03-07T19:32:40.657240
535174;Claim;Incendio doloso Casa;2022-09-29T19:23:31.657240;2022-10-04T19:31:53.657240
535183;Claim;Incidente Auto;2022-09-17T19:26:49.657240;2022-09-22T19:34:48.657240
535189;Claim;Incidente Auto;2022-06-06T19:22:59.657240;2022-06-11T19:29:51.657240
535195;Claim;Incendio doloso Casa;2022-12-22T19:22:53.657240;2022-12-27T19:29:09.657240
535198;Claim;Incidente Auto;2022-07-21T19:25:16.658240;2022-07-26T19:34:30.658240
535207;Claim;Incendio doloso Casa;2022-03-17T19:26:45.658240;2022-03-22T19:34:30.658240
535210;Claim;Incendio doloso Auto;2022-11-11T19:25:50.658240;2022-11-16T19:35:01.658240
535231;Claim;Incidente Auto;2022-11-16T19:22:08.658240;2022-11-21T19:29:33.658240
535234;Claim;Furto Auto;2022-10-15T19:23:03.658240;2022-10-20T19:29:48.658240
535240;Claim;Furto in Casa;2022-03-01T19:23:56.658240;2022-03-06T19:30:33.658240
535243;Claim;Incendio doloso Casa;2022-08-13T19:24:13.658240;2022-08-18T19:30:36.658240
535246;Claim;Incidente Auto;2022-05-29T19:23:41.658240;2022-06-03T19:33:31.658240
535249;Claim;Incidente Auto;2022-03-15T19:23:46.658240;2022-03-20T19:29:31.658240
535258;Claim;Incidente Auto;2022-01-27T19:25:32.658240;2022-02-01T19:36:12.658240
535264;Claim;Furto in Casa;2022-11-04T19:22:05.659242;2022-11-09T19:30:32.659242
535270;Claim;Incidente Auto;2022-06-30T19:22:38.659242;2022-07-05T19:32:35.659242
535273;Claim;Furto in Casa;2023-01-12T19:26:53.659242;2023-01-17T19:35:58.659242
535276;Claim;Incendio doloso Auto;2022-03-28T19:25:33.659242;2022-04-02T19:33:56.659242
535285;Claim;Furto Auto;2022-05-09T19:24:36.659242;2022-05-14T19:31:10.659242
535300;Claim;Incendio doloso Auto;2022-10-13T19:27:40.659242;2022-10-18T19:32:57.659242
535306;Claim;Furto Auto;2022-12-02T19:22:05.659242;2022-12-07T19:29:38.659242
535309;Claim;Incidente Auto;2022-07-08T19:21:59.659242;2022-07-13T19:32:38.659242
535315;Claim;Incendio doloso Auto;2022-03-17T19:23:06.659242;2022-03-22T19:31:26.659242
535321;Claim;Incendio doloso Casa;2023-01-23T19:25:47.660239;2023-01-28T19:31:48.660239
535324;Claim;Incendio doloso Casa;2022-04-21T19:27:29.660239;2022-04-26T19:36:07.660239
535333;Claim;Incendio doloso Auto;2022-07-03T19:25:18.660239;2022-07-08T19:32:39.660239
535339;Claim;Incidente Auto;2022-01-28T19:22:18.660239;2022-02-02T19:28:53.660239
535342;Claim;Incidente Auto;2022-11-11T19:25:49.660239;2022-11-16T19:36:42.660239
535345;Claim;Incendio doloso Auto;2022-07-24T19:27:10.660239;2022-07-29T19:38:07.660239
535348;Claim;Incidente Auto;2022-04-05T19:26:50.660239;2022-04-10T19:34:25.660239
535351;Claim;Furto in Casa;2022-11-01T19:26:57.660239;2022-11-06T19:36:44.660239
535360;Claim;Incidente Auto;2022-03-16T19:22:43.660239;2022-03-21T19:29:58.660239
535363;Claim;Incendio doloso Auto;2022-03-03T19:25:41.660239;2022-03-08T19:34:52.660239
535369;Claim;Incendio doloso Auto;2022-06-23T19:25:32.660239;2022-06-28T19:32:54.660239
535372;Claim;Furto in Casa;2022-12-26T19:24:31.660239;2022-12-31T19:30:03.660239
535375;Claim;Incendio doloso Auto;2022-06-05T19:26:31.660239;2022-06-10T19:34:37.660239
535381;Claim;Furto in Casa;2022-03-25T19:24:28.660239;2022-03-30T19:32:08.660239
535387;Claim;Incendio doloso Casa;2022-10-04T19:25:24.661242;2022-10-09T19:33:13.661242
535396;Claim;Incidente Auto;2022-10-22T19:25:46.661242;2022-10-27T19:32:01.661242
535414;Claim;Furto Auto;2022-11-12T19:24:45.661242;2022-11-17T19:35:42.661242
535429;Claim;Furto in Casa;2022-12-24T19:26:39.661242;2022-12-29T19:36:24.661242
535435;Claim;Furto in Casa;2022-06-02T19:23:20.661242;2022-06-07T19:32:05.661242
535438;Claim;Incendio doloso Auto;2022-08-10T19:26:57.661242;2022-08-15T19:37:28.661242
535441;Claim;Furto Auto;2022-08-04T19:25:27.661242;2022-08-09T19:35:34.661242
535444;Claim;Furto Auto;2022-11-13T19:22:26.661242;2022-11-18T19:30:56.661242
535447;Claim;Furto Auto;2022-04-30T19:22:32.661242;2022-05-05T19:27:36.661242
535450;Claim;Furto in Casa;2022-10-12T19:23:41.662242;2022-10-17T19:30:54.662242
535456;Claim;Incendio doloso Auto;2022-04-25T19:22:55.662242;2022-04-30T19:30:32.662242
535468;Claim;Incidente Auto;2022-11-29T19:23:08.662242;2022-12-04T19:28:20.662242
535471;Claim;Incidente Auto;2022-02-04T19:23:58.662242;2022-02-09T19:34:04.662242
535474;Claim;Incendio doloso Casa;2022-08-29T19:26:41.662242;2022-09-03T19:36:18.662242
535477;Claim;Incidente Auto;2022-10-21T19:26:42.662242;2022-10-26T19:35:35.662242
535480;Claim;Furto Auto;2022-01-30T19:26:59.662242;2022-02-04T19:33:41.662242
535483;Claim;Furto in Casa;2022-09-20T19:27:26.662242;2022-09-25T19:34:18.662242
535486;Claim;Furto Auto;2022-07-14T19:22:06.662242;2022-07-19T19:29:13.662242
535489;Claim;Incendio doloso Auto;2022-02-03T19:24:45.662242;2022-02-08T19:30:42.662242
535504;Claim;Incidente Auto;2022-05-17T19:24:05.662242;2022-05-22T19:30:18.662242
535507;Claim;Furto Auto;2022-12-02T19:27:08.662242;2022-12-07T19:34:01.662242
535513;Claim;Furto in Casa;2022-10-21T19:25:34.663240;2022-10-26T19:35:38.663240
535516;Claim;Incendio doloso Casa;2022-07-17T19:25:31.663240;2022-07-22T19:35:24.663240
535522;Claim;Furto in Casa;2022-07-12T19:22:10.663240;2022-07-17T19:27:16.663240
535525;Claim;Incendio doloso Casa;2022-04-06T19:24:40.663240;2022-04-11T19:30:38.663240
535528;Claim;Furto in Casa;2022-04-01T19:24:10.663240;2022-04-06T19:34:06.663240
535543;Claim;Furto Auto;2022-02-19T19:24:05.663240;2022-02-24T19:31:03.663240
535549;Claim;Furto Auto;2022-08-15T19:24:35.663240;2022-08-20T19:35:09.663240
535555;Claim;Furto in Casa;2022-10-19T19:22:08.663240;2022-10-24T19:33:07.663240
