:ID;:LABEL;type;open_date;closed_date
440750;Claim;Furto in Casa;2022-05-19T13:43:25.750779;2022-05-24T13:50:21.750779
440756;Claim;Incendio doloso Casa;2022-09-19T13:42:07.750779;2022-09-24T13:51:50.750779
440759;Claim;Incendio doloso Casa;2022-07-31T13:40:59.750779;2022-08-05T13:46:19.750779
440768;Claim;Incendio doloso Casa;2022-05-24T13:41:58.751779;2022-05-29T13:50:42.751779
440771;Claim;Incendio doloso Casa;2022-12-01T13:42:53.751779;2022-12-06T13:50:59.751779
440777;Claim;Incidente Auto;2022-05-27T13:43:56.751779;2022-06-01T13:54:40.751779
440780;Claim;Furto Auto;2022-09-03T13:43:16.751779;2022-09-08T13:51:33.751779
440792;Claim;Incendio doloso Auto;2022-03-03T13:41:21.751779;2022-03-08T13:47:31.751779
440795;Claim;Incendio doloso Auto;2022-05-13T13:44:46.751779;2022-05-18T13:55:37.751779
440801;Claim;Furto Auto;2022-05-15T13:42:17.751779;2022-05-20T13:51:47.751779
440810;Claim;Incidente Auto;2022-05-05T13:40:54.751779;2022-05-10T13:46:05.751779
440816;Claim;Incidente Auto;2022-09-03T13:45:18.751779;2022-09-08T13:52:58.751779
440822;Claim;Furto Auto;2022-04-20T13:40:18.751779;2022-04-25T13:50:26.751779
440828;Claim;Incidente Auto;2022-06-13T13:41:38.751779;2022-06-18T13:51:49.751779
440837;Claim;Incendio doloso Auto;2022-10-28T13:42:18.752780;2022-11-02T13:51:26.752780
440843;Claim;Incendio doloso Auto;2022-10-03T13:46:04.752780;2022-10-08T13:57:00.752780
440846;Claim;Furto in Casa;2022-05-06T13:43:31.752780;2022-05-11T13:49:11.752780
440855;Claim;Incendio doloso Casa;2022-10-06T13:44:16.752780;2022-10-11T13:53:58.752780
440858;Claim;Incendio doloso Auto;2022-04-18T13:45:54.752780;2022-04-23T13:56:44.752780
440864;Claim;Incendio doloso Auto;2022-06-13T13:44:47.752780;2022-06-18T13:55:42.752780
440870;Claim;Incidente Auto;2022-08-10T13:41:30.752780;2022-08-15T13:48:31.752780
440873;Claim;Incidente Auto;2022-07-05T13:45:32.752780;2022-07-10T13:55:13.752780
440879;Claim;Incendio doloso Auto;2022-11-16T13:43:40.752780;2022-11-21T13:52:59.752780
440882;Claim;Furto in Casa;2022-06-03T13:42:54.752780;2022-06-08T13:52:48.752780
440888;Claim;Furto Auto;2023-01-10T13:41:49.752780;2023-01-15T13:48:23.752780
440894;Claim;Incidente Auto;2022-06-24T13:41:34.752780;2022-06-29T13:52:27.752780
440912;Claim;Furto Auto;2022-07-22T13:43:02.753779;2022-07-27T13:53:18.753779
440915;Claim;Incidente Auto;2022-10-08T13:41:45.753779;2022-10-13T13:49:02.753779
440921;Claim;Incendio doloso Auto;2022-09-27T13:41:35.753779;2022-10-02T13:49:30.753779
440924;Claim;Incidente Auto;2023-01-15T13:42:07.753779;2023-01-20T13:47:48.753779
440930;Claim;Furto Auto;2022-02-16T13:40:43.753779;2022-02-21T13:51:30.753779
440933;Claim;Furto Auto;2022-02-15T13:45:47.753779;2022-02-20T13:53:50.753779
440945;Claim;Furto Auto;2022-12-18T13:43:37.753779;2022-12-23T13:53:44.753779
440948;Claim;Incendio doloso Auto;2022-01-29T13:45:27.753779;2022-02-03T13:56:24.753779
440954;Claim;Furto Auto;2022-10-17T13:45:54.753779;2022-10-22T13:53:42.753779
440969;Claim;Incendio doloso Auto;2022-09-19T13:42:45.753779;2022-09-24T13:50:49.753779
440972;Claim;Incendio doloso Auto;2022-08-16T13:45:46.754779;2022-08-21T13:52:10.754779
440975;Claim;Furto Auto;2022-04-04T13:42:09.754779;2022-04-09T13:49:14.754779
440978;Claim;Furto Auto;2022-04-25T13:42:07.754779;2022-04-30T13:51:45.754779
440981;Claim;Furto Auto;2022-08-27T13:43:49.754779;2022-09-01T13:53:20.754779
440984;Claim;Incendio doloso Casa;2022-09-07T13:42:56.754779;2022-09-12T13:53:47.754779
440990;Claim;Furto in Casa;2022-05-28T13:45:46.754779;2022-06-02T13:51:53.754779
440996;Claim;Furto in Casa;2022-12-19T13:43:41.754779;2022-12-24T13:49:39.754779
440999;Claim;Furto Auto;2022-08-30T13:40:42.754779;2022-09-04T13:51:40.754779
441002;Claim;Incendio doloso Casa;2022-03-31T13:45:03.754779;2022-04-05T13:53:45.754779
441005;Claim;Furto Auto;2022-08-15T13:41:09.754779;2022-08-20T13:48:46.754779
441008;Claim;Incendio doloso Casa;2022-07-30T13:44:28.754779;2022-08-04T13:52:39.754779
441011;Claim;Incendio doloso Auto;2022-06-25T13:45:00.754779;2022-06-30T13:53:28.754779
441017;Claim;Furto Auto;2022-10-05T13:42:30.754779;2022-10-10T13:48:43.754779
441038;Claim;Incidente Auto;2022-04-06T13:42:59.755779;2022-04-11T13:48:55.755779
441047;Claim;Incendio doloso Casa;2022-12-19T13:42:16.755779;2022-12-24T13:47:25.755779
441050;Claim;Incendio doloso Casa;2022-05-23T13:43:04.755779;2022-05-28T13:49:35.755779
441053;Claim;Incendio doloso Auto;2022-02-22T13:44:52.755779;2022-02-27T13:53:01.755779
441059;Claim;Incidente Auto;2022-12-27T13:43:20.755779;2023-01-01T13:53:34.755779
441074;Claim;Incendio doloso Casa;2022-02-02T13:43:52.755779;2022-02-07T13:54:17.755779
441080;Claim;Incidente Auto;2023-01-07T13:43:42.755779;2023-01-12T13:49:13.755779
441089;Claim;Incidente Auto;2022-10-06T13:46:04.755779;2022-10-11T13:56:19.755779
441092;Claim;Incidente Auto;2022-10-12T13:44:46.755779;2022-10-17T13:53:31.755779
441095;Claim;Furto in Casa;2023-01-04T13:45:16.755779;2023-01-09T13:55:19.755779
441101;Claim;Incendio doloso Casa;2022-09-06T13:45:31.755779;2022-09-11T13:56:28.755779
441104;Claim;Furto in Casa;2022-06-02T13:40:34.755779;2022-06-07T13:48:22.755779
441107;Claim;Incendio doloso Casa;2022-03-17T13:40:12.756779;2022-03-22T13:47:53.756779
441113;Claim;Incendio doloso Casa;2022-06-13T13:42:00.756779;2022-06-18T13:50:29.756779
441116;Claim;Incendio doloso Casa;2022-06-08T13:42:58.756779;2022-06-13T13:49:32.756779
441119;Claim;Incendio doloso Casa;2022-10-23T13:42:48.756779;2022-10-28T13:51:04.756779
441131;Claim;Incendio doloso Auto;2022-04-26T13:42:17.756779;2022-05-01T13:51:26.756779
441137;Claim;Incendio doloso Casa;2022-09-24T13:42:07.756779;2022-09-29T13:51:46.756779
441140;Claim;Incidente Auto;2022-12-01T13:45:34.756779;2022-12-06T13:52:00.756779
441149;Claim;Furto Auto;2022-03-26T13:43:30.756779;2022-03-31T13:54:03.756779
441152;Claim;Incidente Auto;2022-07-01T13:44:08.756779;2022-07-06T13:49:39.756779
441158;Claim;Incendio doloso Auto;2022-03-22T13:44:46.756779;2022-03-27T13:50:41.756779
441161;Claim;Furto Auto;2022-11-30T13:45:38.756779;2022-12-05T13:52:37.756779
441164;Claim;Incendio doloso Auto;2022-07-30T13:45:51.756779;2022-08-04T13:53:52.756779
441179;Claim;Incendio doloso Casa;2022-12-04T13:46:01.756779;2022-12-09T13:55:02.756779
441185;Claim;Furto Auto;2022-03-14T13:44:38.756779;2022-03-19T13:55:36.756779
441188;Claim;Incendio doloso Casa;2022-08-23T13:40:38.756779;2022-08-28T13:46:02.756779
441200;Claim;Incendio doloso Casa;2022-05-07T13:41:31.756779;2022-05-12T13:47:22.756779
441209;Claim;Furto Auto;2022-03-18T13:42:17.758284;2022-03-23T13:47:53.758284
441218;Claim;Furto Auto;2022-02-12T13:43:41.758284;2022-02-17T13:50:40.758284
441224;Claim;Incendio doloso Auto;2022-04-21T13:40:23.758284;2022-04-26T13:46:40.758284
441227;Claim;Incendio doloso Casa;2022-03-22T13:43:30.758284;2022-03-27T13:53:28.758284
441230;Claim;Incidente Auto;2022-06-05T13:43:22.758284;2022-06-10T13:48:38.758284
441233;Claim;Incendio doloso Casa;2022-07-01T13:41:38.758284;2022-07-06T13:47:43.758284
441242;Claim;Furto Auto;2022-07-07T13:43:51.758284;2022-07-12T13:50:04.758284
441251;Claim;Incendio doloso Auto;2022-07-30T13:42:44.758284;2022-08-04T13:49:30.758284
441257;Claim;Incidente Auto;2022-08-01T13:41:43.758284;2022-08-06T13:50:03.758284
441263;Claim;Furto in Casa;2022-10-14T13:40:28.758284;2022-10-19T13:47:52.758284
441269;Claim;Furto Auto;2022-02-02T13:44:10.758284;2022-02-07T13:49:43.758284
441272;Claim;Incendio doloso Casa;2022-10-29T13:42:23.758284;2022-11-03T13:49:21.758284
441287;Claim;Furto Auto;2022-05-25T13:42:40.759289;2022-05-30T13:52:10.759289
441293;Claim;Incendio doloso Auto;2022-10-02T13:42:19.759289;2022-10-07T13:51:50.759289
441296;Claim;Incendio doloso Auto;2022-06-13T13:45:42.759289;2022-06-18T13:56:06.759289
441311;Claim;Furto Auto;2022-12-08T13:43:18.759289;2022-12-13T13:49:47.759289
441314;Claim;Incendio doloso Auto;2022-10-31T13:44:59.759289;2022-11-05T13:50:03.759289
441320;Claim;Incendio doloso Auto;2022-05-26T13:45:32.759289;2022-05-31T13:55:35.759289
441326;Claim;Incendio doloso Casa;2022-04-27T13:44:27.759289;2022-05-02T13:50:16.759289
441329;Claim;Incendio doloso Casa;2022-07-11T13:43:51.759289;2022-07-16T13:52:25.759289
441332;Claim;Furto in Casa;2022-03-27T13:43:32.759289;2022-04-01T13:53:14.759289
441338;Claim;Incidente Auto;2022-04-02T13:40:45.759289;2022-04-07T13:49:50.759289
441341;Claim;Furto Auto;2022-12-11T13:40:23.760289;2022-12-16T13:46:27.760289
441344;Claim;Incidente Auto;2022-04-18T13:44:01.760289;2022-04-23T13:53:37.760289
441350;Claim;Furto in Casa;2022-03-10T13:42:30.760289;2022-03-15T13:50:05.760289
441362;Claim;Incidente Auto;2022-10-28T13:45:40.760289;2022-11-02T13:56:33.760289
441371;Claim;Furto Auto;2022-02-19T13:43:34.760289;2022-02-24T13:51:59.760289
441374;Claim;Furto in Casa;2022-03-07T13:44:45.760289;2022-03-12T13:50:34.760289
441377;Claim;Furto in Casa;2022-05-09T13:43:05.760289;2022-05-14T13:54:01.760289
441389;Claim;Incendio doloso Casa;2022-11-20T13:40:54.760289;2022-11-25T13:50:09.760289
441392;Claim;Furto in Casa;2023-01-16T13:42:37.760289;2023-01-21T13:48:06.760289
441401;Claim;Furto in Casa;2022-08-19T13:40:25.760289;2022-08-24T13:46:44.760289
441434;Claim;Incidente Auto;2022-07-15T13:44:25.761289;2022-07-20T13:54:04.761289
441437;Claim;Furto Auto;2022-02-05T13:40:40.761289;2022-02-10T13:48:26.761289
441440;Claim;Furto in Casa;2022-12-05T13:44:29.761289;2022-12-10T13:50:32.761289
441443;Claim;Furto Auto;2022-06-05T13:44:13.761289;2022-06-10T13:54:29.761289
441449;Claim;Furto Auto;2022-06-24T13:44:09.761289;2022-06-29T13:50:00.761289
441458;Claim;Furto Auto;2022-02-08T13:43:11.761289;2022-02-13T13:52:19.761289
441467;Claim;Incidente Auto;2022-12-28T13:42:00.761289;2023-01-02T13:52:36.761289
441470;Claim;Incendio doloso Auto;2022-03-13T13:42:35.761289;2022-03-18T13:51:55.761289
441476;Claim;Furto Auto;2022-08-30T13:46:02.762289;2022-09-04T13:52:37.762289
441491;Claim;Incendio doloso Casa;2022-03-05T13:42:12.762289;2022-03-10T13:51:53.762289
441497;Claim;Furto in Casa;2022-04-02T13:42:29.762289;2022-04-07T13:48:57.762289
441500;Claim;Furto in Casa;2022-12-20T13:43:17.762289;2022-12-25T13:53:54.762289
441524;Claim;Incidente Auto;2023-01-22T13:43:43.762289;2023-01-27T13:50:26.762289
441536;Claim;Incendio doloso Auto;2022-04-03T13:42:23.762289;2022-04-08T13:49:13.762289
441539;Claim;Furto Auto;2022-05-04T13:45:50.762289;2022-05-09T13:54:40.762289
441545;Claim;Incendio doloso Auto;2022-05-18T13:41:38.763289;2022-05-23T13:47:53.763289
441557;Claim;Furto Auto;2022-05-06T13:44:41.763289;2022-05-11T13:55:13.763289
441560;Claim;Furto in Casa;2022-02-04T13:42:29.763289;2022-02-09T13:51:00.763289
441578;Claim;Incendio doloso Casa;2022-06-21T13:42:28.763289;2022-06-26T13:48:13.763289
441584;Claim;Furto Auto;2022-03-12T13:43:04.763289;2022-03-17T13:48:48.763289
441593;Claim;Furto Auto;2022-06-01T13:44:10.763289;2022-06-06T13:55:00.763289
441596;Claim;Furto in Casa;2022-04-01T13:40:19.763289;2022-04-06T13:46:58.763289
441602;Claim;Incendio doloso Auto;2022-11-23T13:45:52.763289;2022-11-28T13:52:44.763289
441605;Claim;Incidente Auto;2022-09-03T13:44:24.763289;2022-09-08T13:50:46.763289
441611;Claim;Furto in Casa;2022-11-03T13:43:47.764289;2022-11-08T13:49:54.764289
441614;Claim;Incendio doloso Auto;2022-07-10T13:41:28.764289;2022-07-15T13:51:52.764289
441638;Claim;Furto in Casa;2022-12-30T13:41:50.764289;2023-01-04T13:48:39.764289
441644;Claim;Furto in Casa;2022-09-27T13:41:35.764289;2022-10-02T13:51:49.764289
441647;Claim;Furto Auto;2022-05-21T13:44:09.764289;2022-05-26T13:54:25.764289
441650;Claim;Furto in Casa;2023-01-23T13:40:19.764289;2023-01-28T13:45:50.764289
441653;Claim;Incidente Auto;2022-04-14T13:43:21.764289;2022-04-19T13:48:51.764289
441662;Claim;Incidente Auto;2022-10-26T13:42:29.765289;2022-10-31T13:53:20.765289
441668;Claim;Furto Auto;2022-08-18T13:43:34.765289;2022-08-23T13:52:00.765289
441677;Claim;Furto in Casa;2022-10-02T13:44:29.765289;2022-10-07T13:53:21.765289
441680;Claim;Furto Auto;2022-03-03T13:42:01.765289;2022-03-08T13:52:10.765289
441686;Claim;Incendio doloso Auto;2022-12-13T13:43:54.765289;2022-12-18T13:50:32.765289
441689;Claim;Furto Auto;2022-12-06T13:41:09.765289;2022-12-11T13:50:49.765289
441692;Claim;Incendio doloso Casa;2023-01-05T13:42:25.765289;2023-01-10T13:47:39.765289
441701;Claim;Furto in Casa;2022-10-30T13:43:10.765289;2022-11-04T13:53:12.765289
441704;Claim;Furto in Casa;2022-05-05T13:42:32.765289;2022-05-10T13:52:06.765289
441707;Claim;Incendio doloso Auto;2023-01-15T13:41:13.765289;2023-01-20T13:47:08.765289
441713;Claim;Incendio doloso Auto;2022-07-12T13:40:37.765289;2022-07-17T13:49:23.765289
441719;Claim;Incendio doloso Auto;2022-08-23T13:43:07.765289;2022-08-28T13:53:43.765289
441725;Claim;Furto in Casa;2022-11-09T13:43:35.765289;2022-11-14T13:51:52.765289
441728;Claim;Incendio doloso Auto;2022-05-15T13:40:09.766291;2022-05-20T13:47:25.766291
441731;Claim;Incidente Auto;2022-06-24T13:40:36.766291;2022-06-29T13:48:25.766291
441737;Claim;Incidente Auto;2022-02-13T13:45:54.766291;2022-02-18T13:52:43.766291
441746;Claim;Incendio doloso Auto;2022-12-23T13:44:34.766291;2022-12-28T13:54:23.766291
441749;Claim;Incendio doloso Casa;2022-02-18T13:43:50.766291;2022-02-23T13:53:27.766291
441755;Claim;Furto Auto;2022-10-29T13:44:59.766291;2022-11-03T13:52:03.766291
441758;Claim;Furto Auto;2022-12-30T13:44:10.766291;2023-01-04T13:52:03.766291
441761;Claim;Incidente Auto;2022-12-31T13:41:08.766291;2023-01-05T13:47:21.766291
441764;Claim;Furto in Casa;2022-09-25T13:45:08.766291;2022-09-30T13:53:40.766291
441773;Claim;Incidente Auto;2022-04-11T13:41:39.766291;2022-04-16T13:52:38.766291
441782;Claim;Incendio doloso Auto;2022-03-10T13:43:02.766291;2022-03-15T13:49:38.766291
441800;Claim;Incendio doloso Casa;2022-09-02T13:40:40.767289;2022-09-07T13:51:26.767289
441803;Claim;Incendio doloso Auto;2022-03-12T13:44:20.767289;2022-03-17T13:53:49.767289
441809;Claim;Furto Auto;2022-09-27T13:42:54.767289;2022-10-02T13:50:20.767289
441821;Claim;Incidente Auto;2022-08-18T13:42:26.767289;2022-08-23T13:49:45.767289
441827;Claim;Incendio doloso Casa;2022-02-18T13:42:37.767289;2022-02-23T13:49:07.767289
441839;Claim;Furto in Casa;2022-08-11T13:45:20.767289;2022-08-16T13:54:47.767289
441842;Claim;Furto Auto;2022-02-17T13:45:01.767289;2022-02-22T13:53:23.767289
441845;Claim;Incidente Auto;2022-02-12T13:43:44.767289;2022-02-17T13:51:08.767289
441854;Claim;Furto Auto;2022-08-24T13:42:11.767289;2022-08-29T13:50:59.767289
441860;Claim;Furto in Casa;2022-04-13T13:45:40.767289;2022-04-18T13:55:25.767289
441866;Claim;Incendio doloso Auto;2022-08-01T13:45:47.768292;2022-08-06T13:53:38.768292
441881;Claim;Furto in Casa;2022-11-07T13:42:12.768292;2022-11-12T13:51:44.768292
441887;Claim;Furto Auto;2022-02-28T13:42:28.768292;2022-03-05T13:51:50.768292
441893;Claim;Incendio doloso Casa;2022-03-12T13:43:55.768292;2022-03-17T13:53:16.768292
441896;Claim;Incendio doloso Casa;2022-11-11T13:41:56.768292;2022-11-16T13:50:38.768292
441899;Claim;Incendio doloso Casa;2022-09-17T13:44:22.768292;2022-09-22T13:51:18.768292
441902;Claim;Incendio doloso Casa;2022-10-01T13:43:22.768292;2022-10-06T13:52:47.768292
441911;Claim;Incendio doloso Auto;2022-02-26T13:40:40.768292;2022-03-03T13:50:21.768292
441920;Claim;Furto in Casa;2022-07-23T13:41:53.768292;2022-07-28T13:52:07.768292
441926;Claim;Incendio doloso Casa;2022-12-05T13:44:09.768292;2022-12-10T13:54:39.768292
441935;Claim;Furto in Casa;2022-04-02T13:42:53.769291;2022-04-07T13:53:50.769291
441941;Claim;Incendio doloso Casa;2023-01-17T13:46:02.769291;2023-01-22T13:56:57.769291
441944;Claim;Incidente Auto;2022-07-22T13:42:23.769291;2022-07-27T13:50:20.769291
441959;Claim;Incendio doloso Auto;2022-11-10T13:40:57.769291;2022-11-15T13:47:06.769291
441962;Claim;Incendio doloso Casa;2022-06-09T13:42:19.769291;2022-06-14T13:48:40.769291
441971;Claim;Furto Auto;2023-01-03T13:42:04.769291;2023-01-08T13:47:42.769291
441977;Claim;Furto in Casa;2023-01-12T13:42:55.769291;2023-01-17T13:53:02.769291
441989;Claim;Incendio doloso Casa;2022-12-17T13:44:49.769291;2022-12-22T13:52:09.769291
441992;Claim;Incidente Auto;2022-11-25T13:42:04.769291;2022-11-30T13:49:27.769291
441998;Claim;Incendio doloso Casa;2022-10-28T13:45:54.769291;2022-11-02T13:54:43.769291
442007;Claim;Incendio doloso Casa;2022-06-14T13:42:20.770289;2022-06-19T13:50:26.770289
442019;Claim;Furto Auto;2022-08-17T13:45:52.770289;2022-08-22T13:56:15.770289
442022;Claim;Incendio doloso Auto;2022-05-11T13:41:25.770289;2022-05-16T13:48:04.770289
442025;Claim;Incendio doloso Casa;2022-10-18T13:41:34.770289;2022-10-23T13:47:28.770289
442028;Claim;Incendio doloso Auto;2022-07-02T13:43:34.770289;2022-07-07T13:51:44.770289
442031;Claim;Incendio doloso Auto;2022-11-09T13:42:37.770289;2022-11-14T13:48:24.770289
442040;Claim;Incendio doloso Casa;2022-06-09T13:42:30.770289;2022-06-14T13:49:00.770289
442055;Claim;Incidente Auto;2022-03-23T13:43:22.770289;2022-03-28T13:54:15.770289
442058;Claim;Incendio doloso Auto;2022-12-19T13:42:36.770289;2022-12-24T13:49:21.770289
442067;Claim;Furto in Casa;2022-03-20T13:45:19.770289;2022-03-25T13:56:16.770289
442070;Claim;Incendio doloso Casa;2022-09-15T13:41:51.771292;2022-09-20T13:49:45.771292
442091;Claim;Furto Auto;2022-06-22T13:45:05.771292;2022-06-27T13:51:00.771292
442097;Claim;Incidente Auto;2022-01-28T13:45:31.771292;2022-02-02T13:50:50.771292
442100;Claim;Incendio doloso Casa;2022-07-08T13:43:24.771292;2022-07-13T13:52:43.771292
442112;Claim;Furto Auto;2022-01-26T13:44:25.771292;2022-01-31T13:54:37.771292
442118;Claim;Furto in Casa;2022-11-15T13:45:40.771292;2022-11-20T13:52:23.771292
442124;Claim;Furto in Casa;2022-02-04T13:46:00.771292;2022-02-09T13:52:35.771292
442127;Claim;Incendio doloso Auto;2022-07-30T13:40:56.771292;2022-08-04T13:46:19.771292
442130;Claim;Incidente Auto;2022-02-16T13:40:40.771292;2022-02-21T13:46:33.771292
442133;Claim;Incendio doloso Casa;2022-04-22T13:44:03.771292;2022-04-27T13:51:31.771292
442139;Claim;Incendio doloso Casa;2022-12-19T13:42:02.772292;2022-12-24T13:48:46.772292
442145;Claim;Furto in Casa;2022-12-13T13:41:14.772292;2022-12-18T13:47:58.772292
442148;Claim;Incidente Auto;2022-02-05T13:44:37.772292;2022-02-10T13:50:23.772292
442154;Claim;Furto Auto;2022-03-29T13:43:01.772292;2022-04-03T13:53:04.772292
442166;Claim;Incendio doloso Auto;2022-10-23T13:41:35.772292;2022-10-28T13:48:38.772292
442169;Claim;Furto Auto;2023-01-15T13:45:25.772292;2023-01-20T13:54:42.772292
442172;Claim;Incendio doloso Auto;2023-01-18T13:46:00.772292;2023-01-23T13:52:26.772292
442175;Claim;Furto in Casa;2022-04-27T13:41:30.772292;2022-05-02T13:47:52.772292
442181;Claim;Furto in Casa;2022-08-25T13:43:16.772292;2022-08-30T13:54:14.772292
442187;Claim;Incendio doloso Auto;2022-02-18T13:43:58.772292;2022-02-23T13:51:10.772292
442190;Claim;Incidente Auto;2022-12-25T13:44:24.772292;2022-12-30T13:51:35.772292
442193;Claim;Incidente Auto;2022-11-22T13:44:39.772292;2022-11-27T13:51:35.772292
442196;Claim;Furto in Casa;2022-03-09T13:45:22.772292;2022-03-14T13:51:41.772292
442199;Claim;Furto in Casa;2022-06-29T13:45:40.772292;2022-07-04T13:55:34.772292
442202;Claim;Incendio doloso Auto;2022-03-13T13:45:47.772292;2022-03-18T13:51:03.772292
442205;Claim;Incendio doloso Auto;2022-11-13T13:41:42.773290;2022-11-18T13:50:00.773290
442211;Claim;Incidente Auto;2022-10-03T13:45:00.773290;2022-10-08T13:55:32.773290
442220;Claim;Furto Auto;2022-12-27T13:42:53.773290;2023-01-01T13:53:00.773290
442226;Claim;Furto Auto;2022-07-27T13:43:40.773290;2022-08-01T13:50:30.773290
442235;Claim;Furto Auto;2022-07-25T13:41:01.773290;2022-07-30T13:47:38.773290
442241;Claim;Furto in Casa;2023-01-13T13:43:05.773290;2023-01-18T13:50:32.773290
442244;Claim;Furto in Casa;2022-07-16T13:41:35.773290;2022-07-21T13:47:19.773290
