:ID;:LABEL;type;open_date
440831;Claim;Incendio doloso Auto;2022-10-11T13:44:04.751779
440834;Claim;Furto in Casa;2022-06-24T13:40:18.751779
440840;Claim;Incendio doloso Auto;2022-03-01T13:44:54.752780
440849;Claim;Furto in Casa;2022-09-14T13:44:26.752780
440852;Claim;Furto in Casa;2023-01-05T13:44:27.752780
440861;Claim;Incendio doloso Auto;2023-01-01T13:45:58.752780
440867;Claim;Furto Auto;2022-04-01T13:41:00.752780
440876;Claim;Furto in Casa;2022-06-26T13:40:26.752780
440885;Claim;Furto in Casa;2022-03-07T13:44:17.752780
440891;Claim;Furto in Casa;2022-12-01T13:40:53.752780
440897;Claim;Furto in Casa;2022-07-22T13:42:41.752780
440900;Claim;Incendio doloso Auto;2022-11-21T13:40:45.752780
440903;Claim;Furto Auto;2022-08-07T13:45:33.753779
440906;Claim;Furto in Casa;2022-10-24T13:43:30.753779
440909;Claim;Incendio doloso Casa;2022-03-08T13:41:50.753779
440918;Claim;Incidente Auto;2022-09-28T13:41:20.753779
440927;Claim;Incendio doloso Auto;2022-04-24T13:44:52.753779
440936;Claim;Furto in Casa;2022-07-22T13:42:34.753779
440939;Claim;Incendio doloso Auto;2022-08-12T13:43:37.753779
440942;Claim;Incidente Auto;2022-09-17T13:42:05.753779
440951;Claim;Furto in Casa;2023-01-11T13:44:11.753779
440957;Claim;Furto Auto;2022-09-02T13:42:38.753779
440960;Claim;Furto in Casa;2022-06-21T13:40:21.753779
440963;Claim;Furto Auto;2022-09-05T13:45:13.753779
440966;Claim;Furto Auto;2022-03-21T13:45:36.753779
440987;Claim;Incendio doloso Auto;2023-01-19T13:42:49.754779
440993;Claim;Incendio doloso Auto;2022-08-10T13:42:48.754779
441014;Claim;Furto in Casa;2022-05-30T13:41:33.754779
441020;Claim;Incidente Auto;2022-11-24T13:42:24.754779
441023;Claim;Incendio doloso Auto;2022-06-05T13:44:39.754779
441026;Claim;Incidente Auto;2022-02-12T13:43:37.754779
441029;Claim;Furto in Casa;2022-02-28T13:45:32.754779
441032;Claim;Incendio doloso Casa;2022-11-21T13:41:48.754779
441035;Claim;Incendio doloso Auto;2022-08-15T13:42:01.754779
441041;Claim;Furto Auto;2022-03-31T13:44:21.755779
441044;Claim;Incendio doloso Auto;2023-01-23T13:45:19.755779
441056;Claim;Incendio doloso Auto;2022-07-25T13:42:28.755779
441062;Claim;Incendio doloso Auto;2022-11-06T13:42:14.755779
441065;Claim;Incidente Auto;2022-09-03T13:42:09.755779
441068;Claim;Incendio doloso Casa;2022-10-29T13:43:12.755779
441071;Claim;Furto Auto;2022-08-19T13:42:52.755779
441077;Claim;Incendio doloso Auto;2022-06-28T13:41:18.755779
441083;Claim;Incendio doloso Auto;2022-03-25T13:45:58.755779
441086;Claim;Furto Auto;2022-02-26T13:42:12.755779
441098;Claim;Furto in Casa;2022-12-06T13:43:58.755779
441110;Claim;Furto Auto;2022-02-27T13:40:44.756779
441122;Claim;Furto in Casa;2022-03-30T13:41:55.756779
441125;Claim;Incendio doloso Auto;2022-10-30T13:42:28.756779
441128;Claim;Incendio doloso Auto;2022-03-16T13:41:27.756779
441134;Claim;Furto in Casa;2022-05-11T13:44:28.756779
441143;Claim;Incendio doloso Casa;2022-08-27T13:44:45.756779
441146;Claim;Incidente Auto;2022-11-23T13:42:31.756779
441155;Claim;Furto in Casa;2022-11-22T13:44:44.756779
441167;Claim;Incendio doloso Casa;2022-04-24T13:44:40.756779
441170;Claim;Incendio doloso Casa;2022-02-01T13:40:39.756779
441173;Claim;Incidente Auto;2022-10-01T13:45:21.756779
441176;Claim;Incendio doloso Casa;2022-08-14T13:42:44.756779
441182;Claim;Incendio doloso Auto;2022-09-12T13:43:30.756779
441191;Claim;Incendio doloso Auto;2022-03-04T13:41:27.756779
441194;Claim;Furto in Casa;2022-11-15T13:41:40.756779
441197;Claim;Incidente Auto;2022-08-24T13:43:43.756779
441203;Claim;Incendio doloso Casa;2022-06-16T13:43:41.756779
441206;Claim;Incidente Auto;2022-08-24T13:41:51.758284
441212;Claim;Furto in Casa;2022-09-10T13:41:22.758284
441215;Claim;Incidente Auto;2022-06-06T13:40:34.758284
441221;Claim;Incendio doloso Auto;2022-09-07T13:42:28.758284
441236;Claim;Furto Auto;2022-07-07T13:43:52.758284
441239;Claim;Incidente Auto;2022-06-20T13:42:30.758284
441245;Claim;Furto Auto;2022-01-26T13:41:25.758284
441248;Claim;Furto Auto;2022-06-19T13:40:44.758284
441254;Claim;Incidente Auto;2022-07-11T13:44:15.758284
441260;Claim;Incidente Auto;2022-11-03T13:44:48.758284
441266;Claim;Incidente Auto;2022-07-16T13:43:00.758284
441275;Claim;Incendio doloso Auto;2022-04-16T13:45:46.759289
441278;Claim;Incendio doloso Auto;2023-01-05T13:43:29.759289
441281;Claim;Furto Auto;2022-02-09T13:42:54.759289
441284;Claim;Incendio doloso Casa;2022-07-12T13:42:47.759289
441290;Claim;Furto Auto;2022-05-19T13:44:37.759289
441299;Claim;Incendio doloso Casa;2023-01-14T13:43:05.759289
441302;Claim;Furto in Casa;2022-12-27T13:43:40.759289
441305;Claim;Furto in Casa;2022-05-08T13:42:05.759289
441308;Claim;Furto Auto;2022-04-07T13:40:57.759289
441317;Claim;Furto in Casa;2022-07-10T13:40:44.759289
441323;Claim;Incidente Auto;2022-12-26T13:44:54.759289
441335;Claim;Incidente Auto;2022-06-12T13:44:34.759289
441347;Claim;Incendio doloso Casa;2022-12-22T13:42:26.760289
441353;Claim;Incendio doloso Auto;2022-08-03T13:44:18.760289
441356;Claim;Incendio doloso Casa;2022-09-17T13:45:49.760289
441359;Claim;Furto in Casa;2022-03-16T13:45:38.760289
441365;Claim;Furto Auto;2022-03-15T13:45:16.760289
441368;Claim;Incidente Auto;2023-01-01T13:41:43.760289
441380;Claim;Furto Auto;2022-05-03T13:42:42.760289
441383;Claim;Furto in Casa;2022-10-27T13:45:29.760289
441386;Claim;Furto in Casa;2022-09-26T13:44:37.760289
441395;Claim;Furto Auto;2022-10-06T13:44:32.760289
441398;Claim;Furto Auto;2023-01-17T13:42:52.760289
441404;Claim;Furto Auto;2022-11-26T13:44:30.760289
441407;Claim;Incidente Auto;2022-03-24T13:45:38.761289
441410;Claim;Incendio doloso Casa;2022-02-16T13:41:25.761289
441413;Claim;Furto in Casa;2022-03-13T13:41:26.761289
441416;Claim;Incidente Auto;2022-10-10T13:40:28.761289
441419;Claim;Incidente Auto;2022-07-30T13:43:58.761289
441422;Claim;Furto in Casa;2022-04-16T13:41:17.761289
441425;Claim;Furto Auto;2022-02-01T13:42:00.761289
441428;Claim;Incidente Auto;2022-08-12T13:42:11.761289
441431;Claim;Incendio doloso Casa;2022-06-16T13:41:55.761289
441446;Claim;Incidente Auto;2022-04-27T13:45:03.761289
441452;Claim;Incendio doloso Casa;2022-03-28T13:44:13.761289
441455;Claim;Incendio doloso Casa;2022-09-06T13:41:37.761289
441461;Claim;Furto Auto;2022-11-02T13:41:56.761289
441464;Claim;Incidente Auto;2022-07-17T13:44:52.761289
441473;Claim;Furto Auto;2022-03-02T13:46:01.761289
441479;Claim;Furto Auto;2022-06-13T13:45:34.762289
441482;Claim;Furto Auto;2022-03-24T13:44:36.762289
441485;Claim;Incidente Auto;2022-03-23T13:40:18.762289
441488;Claim;Incidente Auto;2023-01-15T13:44:00.762289
441494;Claim;Incendio doloso Casa;2022-09-21T13:45:23.762289
441503;Claim;Furto in Casa;2022-10-07T13:41:44.762289
441506;Claim;Furto Auto;2022-05-22T13:43:59.762289
441509;Claim;Incendio doloso Casa;2022-08-13T13:40:48.762289
441512;Claim;Furto in Casa;2022-09-11T13:45:04.762289
441515;Claim;Furto in Casa;2022-04-08T13:42:34.762289
441518;Claim;Furto in Casa;2022-04-08T13:41:49.762289
441521;Claim;Furto Auto;2022-02-05T13:45:22.762289
441527;Claim;Furto in Casa;2023-01-04T13:42:11.762289
441530;Claim;Incendio doloso Auto;2022-01-27T13:42:25.762289
441533;Claim;Furto in Casa;2022-05-07T13:42:15.762289
441542;Claim;Incendio doloso Auto;2022-09-22T13:45:18.763289
441548;Claim;Incendio doloso Casa;2022-04-11T13:43:53.763289
441551;Claim;Incendio doloso Casa;2022-06-10T13:45:12.763289
441554;Claim;Incidente Auto;2022-03-06T13:43:12.763289
441563;Claim;Incidente Auto;2022-01-30T13:42:03.763289
441566;Claim;Incendio doloso Auto;2022-02-15T13:42:09.763289
441569;Claim;Furto Auto;2023-01-18T13:42:22.763289
441572;Claim;Furto Auto;2022-07-23T13:41:12.763289
441575;Claim;Furto Auto;2022-05-27T13:40:56.763289
441581;Claim;Furto in Casa;2022-12-26T13:41:51.763289
441587;Claim;Furto in Casa;2022-05-06T13:43:20.763289
441590;Claim;Incendio doloso Casa;2022-03-17T13:41:53.763289
441599;Claim;Incidente Auto;2022-05-20T13:40:09.763289
441608;Claim;Furto Auto;2022-10-22T13:45:55.764289
441617;Claim;Furto Auto;2022-09-24T13:42:09.764289
441620;Claim;Furto Auto;2022-06-13T13:44:55.764289
441623;Claim;Incendio doloso Casa;2022-06-21T13:46:00.764289
441626;Claim;Furto Auto;2022-09-14T13:41:55.764289
441629;Claim;Incendio doloso Auto;2022-10-23T13:42:47.764289
441632;Claim;Incendio doloso Casa;2022-09-28T13:41:54.764289
441635;Claim;Furto in Casa;2022-08-08T13:44:23.764289
441641;Claim;Incendio doloso Casa;2022-08-20T13:40:37.764289
441656;Claim;Incendio doloso Auto;2022-08-23T13:42:26.764289
441659;Claim;Incendio doloso Casa;2022-03-08T13:43:11.765289
441665;Claim;Furto in Casa;2022-01-27T13:44:57.765289
441671;Claim;Furto Auto;2023-01-06T13:42:50.765289
441674;Claim;Incendio doloso Auto;2022-03-29T13:44:57.765289
441683;Claim;Incendio doloso Auto;2022-08-10T13:43:25.765289
441695;Claim;Furto in Casa;2022-07-18T13:40:43.765289
441698;Claim;Furto Auto;2022-12-04T13:41:57.765289
441710;Claim;Furto Auto;2022-08-03T13:44:43.765289
441716;Claim;Furto in Casa;2022-06-17T13:44:12.765289
441722;Claim;Incidente Auto;2022-10-02T13:42:48.765289
441734;Claim;Incidente Auto;2022-04-25T13:46:04.766291
441740;Claim;Furto in Casa;2023-01-01T13:42:57.766291
441743;Claim;Furto in Casa;2022-11-15T13:41:42.766291
441752;Claim;Furto Auto;2022-05-29T13:40:48.766291
441767;Claim;Incendio doloso Casa;2022-08-02T13:45:31.766291
441770;Claim;Furto Auto;2022-05-13T13:42:54.766291
441776;Claim;Furto Auto;2022-06-27T13:41:09.766291
441779;Claim;Incidente Auto;2022-10-19T13:42:50.766291
441785;Claim;Furto in Casa;2022-06-16T13:42:26.766291
441788;Claim;Incidente Auto;2022-08-26T13:41:36.766291
441791;Claim;Furto Auto;2022-10-16T13:41:53.766291
441794;Claim;Furto Auto;2022-07-12T13:42:26.767289
441797;Claim;Incendio doloso Casa;2023-01-02T13:42:48.767289
441806;Claim;Incendio doloso Auto;2022-10-25T13:44:22.767289
441812;Claim;Incidente Auto;2022-11-29T13:40:42.767289
441815;Claim;Incendio doloso Casa;2022-03-01T13:41:04.767289
441818;Claim;Furto Auto;2022-11-23T13:40:56.767289
441824;Claim;Furto Auto;2022-06-04T13:43:50.767289
441830;Claim;Furto Auto;2022-06-14T13:43:47.767289
441833;Claim;Furto Auto;2022-05-11T13:42:49.767289
441836;Claim;Incendio doloso Auto;2022-12-24T13:43:44.767289
441848;Claim;Incendio doloso Auto;2022-09-03T13:43:11.767289
441851;Claim;Incidente Auto;2022-12-03T13:43:40.767289
441857;Claim;Furto in Casa;2022-10-24T13:45:11.767289
441863;Claim;Incendio doloso Casa;2022-03-02T13:44:30.768292
441869;Claim;Incendio doloso Casa;2022-12-04T13:42:05.768292
441872;Claim;Incendio doloso Auto;2022-11-08T13:41:16.768292
441875;Claim;Incendio doloso Auto;2023-01-10T13:40:20.768292
441878;Claim;Furto Auto;2022-11-23T13:41:14.768292
441884;Claim;Incidente Auto;2022-07-26T13:41:45.768292
441890;Claim;Furto Auto;2022-09-12T13:46:02.768292
441905;Claim;Incendio doloso Casa;2022-07-22T13:45:09.768292
441908;Claim;Furto Auto;2022-11-11T13:40:09.768292
441914;Claim;Incendio doloso Casa;2022-08-31T13:43:50.768292
441917;Claim;Furto in Casa;2022-07-03T13:45:07.768292
441923;Claim;Incendio doloso Auto;2022-12-21T13:44:13.768292
441929;Claim;Incidente Auto;2022-09-22T13:42:34.768292
441932;Claim;Incidente Auto;2022-07-05T13:44:02.769291
441938;Claim;Incidente Auto;2022-09-26T13:42:54.769291
441947;Claim;Incidente Auto;2022-07-17T13:45:04.769291
441950;Claim;Furto in Casa;2022-07-11T13:41:01.769291
441953;Claim;Incendio doloso Casa;2022-05-10T13:45:43.769291
441956;Claim;Incidente Auto;2022-03-08T13:45:47.769291
441965;Claim;Incidente Auto;2022-06-23T13:44:32.769291
441968;Claim;Incendio doloso Casa;2022-08-03T13:44:57.769291
441974;Claim;Incidente Auto;2023-01-01T13:44:33.769291
441980;Claim;Furto Auto;2023-01-16T13:44:11.769291
441983;Claim;Incendio doloso Casa;2022-03-10T13:40:55.769291
441986;Claim;Incidente Auto;2022-03-19T13:45:15.769291
441995;Claim;Incendio doloso Auto;2022-12-02T13:45:47.769291
442001;Claim;Incendio doloso Casa;2022-12-14T13:40:18.770289
442004;Claim;Furto in Casa;2022-02-15T13:45:50.770289
442010;Claim;Incendio doloso Casa;2022-04-28T13:40:21.770289
442013;Claim;Incendio doloso Casa;2022-06-10T13:44:04.770289
442016;Claim;Furto Auto;2022-03-13T13:43:24.770289
442034;Claim;Incendio doloso Casa;2022-06-04T13:45:36.770289
442037;Claim;Furto Auto;2022-07-01T13:43:07.770289
442043;Claim;Incendio doloso Casa;2022-07-07T13:40:21.770289
442046;Claim;Furto Auto;2022-10-31T13:41:14.770289
442049;Claim;Furto Auto;2022-03-25T13:44:38.770289
442052;Claim;Incendio doloso Auto;2022-02-03T13:41:59.770289
442061;Claim;Furto Auto;2022-05-19T13:41:51.770289
442064;Claim;Furto in Casa;2022-12-30T13:40:26.770289
442073;Claim;Furto Auto;2023-01-19T13:41:43.771292
442076;Claim;Furto Auto;2022-12-15T13:41:27.771292
442079;Claim;Incidente Auto;2022-07-12T13:43:30.771292
442082;Claim;Incendio doloso Auto;2022-11-27T13:44:39.771292
442085;Claim;Incendio doloso Auto;2022-02-25T13:45:15.771292
442088;Claim;Incendio doloso Casa;2022-10-01T13:43:57.771292
442094;Claim;Furto in Casa;2022-04-12T13:42:26.771292
442103;Claim;Incendio doloso Auto;2022-11-10T13:41:16.771292
442106;Claim;Incidente Auto;2022-01-26T13:40:23.771292
442109;Claim;Incidente Auto;2022-08-10T13:40:09.771292
442115;Claim;Incendio doloso Casa;2022-09-27T13:45:08.771292
442121;Claim;Incendio doloso Auto;2022-04-18T13:44:10.771292
442136;Claim;Incendio doloso Auto;2022-03-16T13:42:07.771292
442142;Claim;Incidente Auto;2022-03-10T13:42:44.772292
442151;Claim;Furto in Casa;2022-05-11T13:45:38.772292
442157;Claim;Incendio doloso Casa;2022-08-18T13:40:19.772292
442160;Claim;Incendio doloso Casa;2022-05-26T13:44:53.772292
442163;Claim;Furto Auto;2023-01-13T13:42:04.772292
442178;Claim;Incidente Auto;2022-10-27T13:42:40.772292
442184;Claim;Furto Auto;2022-02-12T13:42:39.772292
442208;Claim;Furto in Casa;2022-01-27T13:40:19.773290
442214;Claim;Incidente Auto;2022-09-04T13:45:12.773290
442217;Claim;Incendio doloso Casa;2022-04-20T13:40:12.773290
442223;Claim;Incidente Auto;2022-03-23T13:40:50.773290
442229;Claim;Incendio doloso Casa;2022-10-15T13:42:20.773290
442232;Claim;Furto Auto;2022-08-15T13:42:37.773290
442238;Claim;Furto in Casa;2022-04-09T13:44:21.773290
442271;Claim;Incendio doloso Casa;2022-07-29T13:42:54.773290
442274;Claim;Incendio doloso Casa;2022-07-19T13:42:31.774289
442283;Claim;Incendio doloso Auto;2022-12-10T13:44:15.774289
442286;Claim;Furto in Casa;2022-08-23T13:44:13.774289
442295;Claim;Incendio doloso Casa;2022-04-25T13:41:16.774289
442304;Claim;Incidente Auto;2022-11-14T13:40:13.774289
442310;Claim;Incidente Auto;2022-02-16T13:43:34.774289
442313;Claim;Incendio doloso Casa;2022-12-04T13:43:00.774289
442316;Claim;Incidente Auto;2022-04-17T13:43:03.774289
442328;Claim;Incidente Auto;2023-01-11T13:40:07.774289
442337;Claim;Incendio doloso Casa;2022-10-03T13:43:00.774289
442340;Claim;Incidente Auto;2022-10-20T13:40:13.775292
442346;Claim;Incendio doloso Casa;2022-08-03T13:40:43.775292
442355;Claim;Incendio doloso Casa;2022-11-15T13:40:42.775292
442358;Claim;Incendio doloso Casa;2022-08-09T13:44:26.775292
442361;Claim;Furto Auto;2022-12-02T13:44:13.775292
442364;Claim;Furto Auto;2022-11-28T13:42:48.775292
442367;Claim;Incendio doloso Casa;2022-10-07T13:43:24.775292
442370;Claim;Furto Auto;2022-02-26T13:40:27.775292
442376;Claim;Incidente Auto;2022-05-25T13:45:04.775292
442379;Claim;Incendio doloso Casa;2022-09-10T13:41:20.775292
442382;Claim;Incendio doloso Casa;2022-08-31T13:42:39.775292
442391;Claim;Incidente Auto;2022-05-14T13:43:56.775292
442397;Claim;Incendio doloso Auto;2023-01-05T13:45:12.775292
442406;Claim;Furto in Casa;2022-07-04T13:44:04.775292
442418;Claim;Incendio doloso Auto;2022-07-12T13:41:05.776289
442424;Claim;Incendio doloso Casa;2022-06-02T13:43:15.776289
442427;Claim;Furto Auto;2022-12-29T13:43:15.776289
442430;Claim;Furto in Casa;2022-04-16T13:43:51.776289
442433;Claim;Furto in Casa;2023-01-05T13:40:07.776289
442448;Claim;Incendio doloso Auto;2022-02-20T13:44:04.776289
442451;Claim;Furto in Casa;2022-10-20T13:42:32.776289
442457;Claim;Incidente Auto;2022-08-23T13:44:51.776289
442463;Claim;Furto in Casa;2022-04-30T13:42:39.776289
442469;Claim;Incidente Auto;2022-06-24T13:44:44.776289
442475;Claim;Incendio doloso Auto;2022-12-25T13:46:03.777289
442487;Claim;Furto in Casa;2022-03-26T13:45:07.777289
442499;Claim;Incendio doloso Auto;2022-05-19T13:41:24.777289
442508;Claim;Furto Auto;2022-09-02T13:44:38.777289
442514;Claim;Incendio doloso Casa;2023-01-18T13:44:36.777289
442517;Claim;Incidente Auto;2022-10-15T13:41:02.777289
442529;Claim;Incendio doloso Auto;2022-04-19T13:40:53.777289
442532;Claim;Incendio doloso Casa;2022-01-27T13:43:24.777289
442535;Claim;Incidente Auto;2022-08-17T13:41:37.777289
442544;Claim;Incidente Auto;2022-12-04T13:41:59.778292
442550;Claim;Incendio doloso Casa;2022-07-05T13:42:43.778292
442553;Claim;Furto Auto;2022-06-09T13:40:35.778292
442559;Claim;Furto in Casa;2022-12-01T13:44:26.778292
442574;Claim;Furto Auto;2022-02-01T13:44:52.778292
442580;Claim;Incendio doloso Casa;2022-03-14T13:45:18.778292
442586;Claim;Furto in Casa;2022-11-16T13:42:14.778292
442589;Claim;Incendio doloso Casa;2022-05-07T13:44:25.778292
442592;Claim;Furto Auto;2022-02-20T13:45:37.778292
442601;Claim;Furto in Casa;2022-05-21T13:42:30.778292
442604;Claim;Incendio doloso Auto;2022-02-01T13:41:46.778292
442607;Claim;Incidente Auto;2022-08-31T13:45:16.778292
442613;Claim;Incidente Auto;2022-01-28T13:43:58.779289
442619;Claim;Incendio doloso Auto;2022-08-25T13:44:08.779289
442622;Claim;Furto in Casa;2022-05-30T13:45:58.779289
442631;Claim;Incidente Auto;2023-01-08T13:42:50.796290
442643;Claim;Furto Auto;2022-09-08T13:45:10.796290
442658;Claim;Furto Auto;2022-06-27T13:44:28.796290
442664;Claim;Incendio doloso Auto;2022-06-01T13:44:20.796290
442673;Claim;Incendio doloso Casa;2022-04-12T13:40:29.796290
442676;Claim;Incendio doloso Casa;2022-12-21T13:44:21.796290
442679;Claim;Incendio doloso Casa;2022-07-29T13:40:07.796290
442688;Claim;Furto in Casa;2022-05-24T13:40:52.797289
442691;Claim;Furto Auto;2022-05-17T13:44:55.797289
442694;Claim;Furto Auto;2022-06-19T13:40:33.797289
442700;Claim;Incendio doloso Auto;2023-01-12T13:45:01.797289
442703;Claim;Incendio doloso Auto;2023-01-08T13:42:30.797289
442709;Claim;Incendio doloso Auto;2022-09-16T13:42:02.797289
442712;Claim;Furto in Casa;2022-06-08T13:40:42.797289
442715;Claim;Incendio doloso Casa;2022-04-25T13:40:29.797289
442718;Claim;Incendio doloso Auto;2022-04-25T13:42:32.797289
442721;Claim;Incidente Auto;2022-10-25T13:44:25.797289
442727;Claim;Incendio doloso Auto;2022-04-16T13:45:12.797289
442748;Claim;Furto Auto;2022-03-13T13:44:09.797289
442751;Claim;Incidente Auto;2022-07-18T13:45:39.797289
442757;Claim;Furto Auto;2022-05-21T13:45:38.798291
442760;Claim;Furto Auto;2022-05-12T13:40:57.798291
442769;Claim;Incendio doloso Auto;2022-04-04T13:40:55.798291
442772;Claim;Furto in Casa;2022-03-02T13:45:26.798291
442781;Claim;Furto in Casa;2022-06-26T13:41:12.798291
442784;Claim;Incendio doloso Casa;2022-02-26T13:44:22.798291
442787;Claim;Furto in Casa;2022-02-22T13:45:03.798291
442790;Claim;Furto in Casa;2022-02-12T13:40:43.798291
442793;Claim;Incendio doloso Auto;2022-09-06T13:44:01.798291
442796;Claim;Incendio doloso Casa;2022-07-11T13:42:29.798291
442799;Claim;Furto Auto;2022-10-31T13:41:58.798291
442805;Claim;Incendio doloso Auto;2022-07-25T13:41:27.798291
442817;Claim;Incendio doloso Auto;2022-11-26T13:45:20.798291
442829;Claim;Furto in Casa;2022-03-23T13:42:07.799289
442832;Claim;Incidente Auto;2023-01-24T13:44:05.799289
442838;Claim;Incendio doloso Auto;2022-04-29T13:41:02.799289
442847;Claim;Furto in Casa;2022-08-08T13:46:02.799289
442859;Claim;Furto in Casa;2022-07-18T13:40:10.799289
442865;Claim;Furto Auto;2022-04-16T13:43:22.799289
442868;Claim;Incendio doloso Auto;2022-01-28T13:44:49.799289
442871;Claim;Incidente Auto;2022-12-03T13:44:42.799289
442874;Claim;Incendio doloso Casa;2022-02-28T13:43:50.799289
442877;Claim;Incendio doloso Auto;2022-05-09T13:40:11.799289
442883;Claim;Furto in Casa;2022-10-30T13:43:10.799289
442889;Claim;Incendio doloso Auto;2022-09-24T13:44:32.799289
442892;Claim;Incidente Auto;2022-04-07T13:45:42.800289
442901;Claim;Incendio doloso Casa;2022-04-08T13:41:38.800289
442904;Claim;Furto Auto;2022-03-06T13:45:05.800289
442910;Claim;Incendio doloso Auto;2022-09-30T13:44:39.800289
442913;Claim;Incendio doloso Auto;2022-03-10T13:42:22.800289
442916;Claim;Furto Auto;2022-11-12T13:42:37.800289
442919;Claim;Incendio doloso Auto;2022-09-20T13:40:31.800289
442922;Claim;Incendio doloso Casa;2022-10-25T13:45:17.800289
442931;Claim;Incidente Auto;2022-03-10T13:42:54.800289
442937;Claim;Furto Auto;2022-06-12T13:45:30.800289
442940;Claim;Incendio doloso Casa;2022-03-31T13:45:00.800289
442946;Claim;Incidente Auto;2022-05-13T13:41:58.800289
442952;Claim;Furto in Casa;2022-12-08T13:40:36.800289
442955;Claim;Furto Auto;2022-06-17T13:45:11.800289
442961;Claim;Furto in Casa;2022-11-20T13:44:43.801292
442964;Claim;Furto in Casa;2022-01-29T13:43:52.801292
