:ID;:LABEL;type;open_date;closed_date
774705;Claim;Furto Auto;2022-06-09T13:48:25.306693;2022-06-14T13:54:46.306693
774711;Claim;Furto in Casa;2022-07-02T13:46:12.306693;2022-07-07T13:54:37.306693
774717;Claim;Incidente Auto;2022-09-21T13:49:13.306693;2022-09-26T13:59:42.306693
774720;Claim;Incidente Auto;2022-12-30T13:50:20.306693;2023-01-04T13:57:30.306693
774726;Claim;Incidente Auto;2022-11-07T13:46:07.306693;2022-11-12T13:53:49.306693
774729;Claim;Incidente Auto;2022-08-31T13:49:50.306693;2022-09-05T13:56:22.306693
774735;Claim;Furto Auto;2022-09-06T13:45:36.306693;2022-09-11T13:51:27.306693
774738;Claim;Incendio doloso Auto;2022-05-16T13:44:53.306693;2022-05-21T13:52:38.306693
774741;Claim;Incendio doloso Auto;2022-07-16T13:44:57.306693;2022-07-21T13:53:26.306693
774744;Claim;Furto Auto;2023-01-06T13:46:33.306693;2023-01-11T13:56:31.306693
774753;Claim;Incendio doloso Auto;2023-01-11T13:46:56.306693;2023-01-16T13:55:34.306693
774762;Claim;Incendio doloso Casa;2022-02-12T13:48:40.306693;2022-02-17T13:55:07.306693
774765;Claim;Furto Auto;2022-03-01T13:49:59.307691;2022-03-06T13:58:19.307691
774780;Claim;Furto in Casa;2022-11-09T13:49:35.307691;2022-11-14T13:59:26.307691
774783;Claim;Incidente Auto;2022-12-09T13:46:56.307691;2022-12-14T13:55:08.307691
774789;Claim;Furto in Casa;2022-12-15T13:50:20.307691;2022-12-20T13:56:43.307691
774801;Claim;Furto in Casa;2022-05-19T13:50:11.307691;2022-05-24T13:59:38.307691
774804;Claim;Incidente Auto;2022-06-16T13:47:23.307691;2022-06-21T13:54:13.307691
774807;Claim;Furto Auto;2022-02-28T13:46:02.307691;2022-03-05T13:51:28.307691
774810;Claim;Furto Auto;2023-01-15T13:49:09.307691;2023-01-20T13:54:16.307691
774819;Claim;Furto in Casa;2022-12-09T13:46:26.307691;2022-12-14T13:57:12.307691
774822;Claim;Incidente Auto;2022-11-25T13:45:09.307691;2022-11-30T13:53:08.307691
774828;Claim;Incendio doloso Auto;2023-01-15T13:49:22.307691;2023-01-20T13:58:39.307691
774831;Claim;Incendio doloso Auto;2022-07-02T13:49:36.308693;2022-07-07T13:58:39.308693
774837;Claim;Incidente Auto;2022-11-20T13:48:09.308693;2022-11-25T13:53:44.308693
774840;Claim;Furto in Casa;2022-02-21T13:47:27.308693;2022-02-26T13:57:33.308693
774843;Claim;Incidente Auto;2022-12-22T13:46:44.308693;2022-12-27T13:54:54.308693
774846;Claim;Furto in Casa;2022-10-01T13:47:23.308693;2022-10-06T13:54:32.308693
774849;Claim;Incendio doloso Auto;2022-04-08T13:45:19.308693;2022-04-13T13:56:16.308693
774852;Claim;Incendio doloso Casa;2022-04-17T13:46:48.308693;2022-04-22T13:57:16.308693
774864;Claim;Furto in Casa;2022-08-12T13:45:30.308693;2022-08-17T13:56:03.308693
774867;Claim;Incendio doloso Casa;2022-04-01T13:49:19.308693;2022-04-06T13:59:52.308693
774882;Claim;Furto in Casa;2022-07-17T13:45:11.308693;2022-07-22T13:51:35.308693
774888;Claim;Incendio doloso Casa;2022-07-07T13:47:43.308693;2022-07-12T13:56:18.308693
774894;Claim;Incendio doloso Casa;2022-04-12T13:50:17.308693;2022-04-17T13:59:30.308693
774897;Claim;Furto in Casa;2022-11-06T13:50:23.308693;2022-11-11T13:57:36.308693
774903;Claim;Incendio doloso Auto;2022-10-01T13:48:27.309696;2022-10-06T13:56:07.309696
774906;Claim;Furto Auto;2023-01-16T13:45:06.309696;2023-01-21T13:53:40.309696
774909;Claim;Furto in Casa;2022-11-02T13:48:30.309696;2022-11-07T13:58:52.309696
774921;Claim;Incendio doloso Auto;2022-09-06T13:47:04.309696;2022-09-11T13:52:21.309696
774927;Claim;Incendio doloso Auto;2022-12-22T13:50:13.309696;2022-12-27T13:57:34.309696
774933;Claim;Incendio doloso Auto;2022-09-04T13:45:34.309696;2022-09-09T13:51:39.309696
774939;Claim;Furto Auto;2022-04-01T13:45:36.309696;2022-04-06T13:50:38.309696
774951;Claim;Furto Auto;2022-03-05T13:48:29.309696;2022-03-10T13:58:56.309696
774960;Claim;Incendio doloso Casa;2022-05-20T13:47:54.309696;2022-05-25T13:58:42.309696
774963;Claim;Furto in Casa;2022-12-10T13:49:09.309696;2022-12-15T13:55:16.309696
774966;Claim;Incendio doloso Casa;2022-04-26T13:45:23.310694;2022-05-01T13:55:17.310694
774969;Claim;Incidente Auto;2022-10-29T13:46:21.310694;2022-11-03T13:52:13.310694
774972;Claim;Incendio doloso Casa;2023-01-03T13:47:09.310694;2023-01-08T13:54:21.310694
774975;Claim;Incidente Auto;2022-12-12T13:49:53.310694;2022-12-17T13:56:05.310694
774978;Claim;Incendio doloso Casa;2022-05-06T13:48:33.310694;2022-05-11T13:54:11.310694
774981;Claim;Incidente Auto;2022-02-04T13:49:33.310694;2022-02-09T13:59:59.310694
774984;Claim;Furto Auto;2022-10-12T13:47:23.310694;2022-10-17T13:57:25.310694
774993;Claim;Furto in Casa;2022-10-09T13:48:05.310694;2022-10-14T13:55:55.310694
774996;Claim;Furto in Casa;2022-02-22T13:47:12.310694;2022-02-27T13:57:53.310694
775008;Claim;Incidente Auto;2022-09-13T13:49:02.310694;2022-09-18T13:55:08.310694
775011;Claim;Furto Auto;2022-09-20T13:47:06.310694;2022-09-25T13:57:49.310694
775020;Claim;Incendio doloso Auto;2022-07-08T13:50:11.310694;2022-07-13T14:00:50.310694
775023;Claim;Furto in Casa;2022-04-24T13:45:57.310694;2022-04-29T13:54:10.310694
775026;Claim;Furto in Casa;2022-12-06T13:48:07.310694;2022-12-11T13:58:19.310694
775029;Claim;Furto Auto;2022-09-17T13:47:18.310694;2022-09-22T13:52:32.310694
775035;Claim;Incidente Auto;2023-01-23T13:48:03.311691;2023-01-28T13:56:17.311691
775038;Claim;Incendio doloso Auto;2022-06-19T13:48:58.311691;2022-06-24T13:55:40.311691
775044;Claim;Incendio doloso Auto;2022-07-08T13:46:47.311691;2022-07-13T13:52:17.311691
775047;Claim;Incendio doloso Auto;2022-11-20T13:49:10.311691;2022-11-25T13:58:38.311691
775056;Claim;Incendio doloso Casa;2022-03-08T13:47:45.311691;2022-03-13T13:55:01.311691
775059;Claim;Incendio doloso Auto;2022-12-14T13:46:09.311691;2022-12-19T13:53:25.311691
775062;Claim;Incendio doloso Auto;2022-12-27T13:47:37.311691;2023-01-01T13:55:30.311691
775080;Claim;Incidente Auto;2022-05-19T13:46:22.311691;2022-05-24T13:52:42.311691
775083;Claim;Incendio doloso Casa;2022-10-01T13:46:25.311691;2022-10-06T13:54:23.311691
775086;Claim;Incidente Auto;2022-08-31T13:48:35.311691;2022-09-05T13:59:12.311691
775089;Claim;Incendio doloso Casa;2022-07-26T13:49:23.311691;2022-07-31T13:55:42.311691
775092;Claim;Incendio doloso Auto;2022-11-25T13:45:13.311691;2022-11-30T13:52:28.311691
775098;Claim;Incendio doloso Auto;2022-03-31T13:48:41.311691;2022-04-05T13:59:30.311691
775104;Claim;Furto Auto;2022-05-05T13:46:01.312691;2022-05-10T13:53:29.312691
775116;Claim;Incendio doloso Auto;2022-06-13T13:45:01.312691;2022-06-18T13:54:34.312691
775128;Claim;Incendio doloso Casa;2022-09-13T13:49:31.312691;2022-09-18T13:56:08.312691
775131;Claim;Incendio doloso Casa;2022-06-13T13:49:38.312691;2022-06-18T13:55:37.312691
775134;Claim;Furto in Casa;2022-11-04T13:49:47.312691;2022-11-09T14:00:16.312691
775140;Claim;Furto Auto;2022-11-11T13:45:41.312691;2022-11-16T13:53:27.312691
775146;Claim;Furto Auto;2022-06-30T13:49:10.312691;2022-07-05T13:59:58.312691
775149;Claim;Incendio doloso Auto;2022-03-30T13:48:06.312691;2022-04-04T13:58:26.312691
775152;Claim;Incidente Auto;2022-09-12T13:49:18.312691;2022-09-17T13:59:04.312691
775158;Claim;Incendio doloso Casa;2022-05-29T13:50:15.312691;2022-06-03T13:59:41.312691
775164;Claim;Furto in Casa;2022-05-23T13:50:03.312691;2022-05-28T14:00:53.312691
775167;Claim;Furto in Casa;2022-08-05T13:50:10.312691;2022-08-10T13:59:37.312691
775170;Claim;Incendio doloso Casa;2022-12-09T13:45:21.313695;2022-12-14T13:51:49.313695
775176;Claim;Incendio doloso Auto;2022-12-10T13:45:39.313695;2022-12-15T13:54:32.313695
775179;Claim;Incidente Auto;2022-02-15T13:46:09.313695;2022-02-20T13:54:44.313695
775182;Claim;Furto Auto;2022-11-19T13:46:53.313695;2022-11-24T13:53:13.313695
775191;Claim;Incendio doloso Auto;2022-06-26T13:50:18.313695;2022-07-01T13:59:38.313695
775194;Claim;Furto in Casa;2022-05-27T13:46:27.313695;2022-06-01T13:57:04.313695
775197;Claim;Incidente Auto;2022-07-09T13:45:20.313695;2022-07-14T13:50:54.313695
775200;Claim;Furto in Casa;2022-04-25T13:47:46.313695;2022-04-30T13:57:14.313695
775206;Claim;Incendio doloso Auto;2022-06-08T13:47:06.313695;2022-06-13T13:53:53.313695
775209;Claim;Furto Auto;2022-08-02T13:46:12.313695;2022-08-07T13:53:31.313695
775215;Claim;Incidente Auto;2022-08-12T13:46:27.313695;2022-08-17T13:55:10.313695
775221;Claim;Furto in Casa;2022-09-24T13:47:13.313695;2022-09-29T13:53:56.313695
775227;Claim;Incendio doloso Auto;2022-08-07T13:48:55.313695;2022-08-12T13:54:56.313695
775230;Claim;Incendio doloso Casa;2022-10-04T13:48:23.313695;2022-10-09T13:59:05.313695
775233;Claim;Incendio doloso Casa;2022-04-29T13:45:39.313695;2022-05-04T13:52:20.313695
775236;Claim;Furto Auto;2022-06-24T13:50:35.313695;2022-06-29T14:01:25.313695
775242;Claim;Incidente Auto;2022-03-28T13:49:29.314691;2022-04-02T13:56:52.314691
775251;Claim;Furto Auto;2022-11-03T13:46:14.314691;2022-11-08T13:54:49.314691
775257;Claim;Incendio doloso Casa;2023-01-22T13:50:11.314691;2023-01-27T13:58:53.314691
775266;Claim;Incidente Auto;2022-01-25T13:46:23.314691;2022-01-30T13:56:03.314691
775269;Claim;Furto Auto;2022-10-28T13:49:53.314691;2022-11-02T13:56:32.314691
775275;Claim;Furto Auto;2022-02-20T13:46:35.314691;2022-02-25T13:55:41.314691
775281;Claim;Incidente Auto;2022-10-14T13:49:03.314691;2022-10-19T13:54:13.314691
775287;Claim;Furto Auto;2022-08-14T13:45:19.314691;2022-08-19T13:52:34.314691
775290;Claim;Incendio doloso Auto;2022-09-18T13:48:19.314691;2022-09-23T13:58:46.314691
775299;Claim;Furto Auto;2022-02-21T13:47:48.314691;2022-02-26T13:53:54.314691
775302;Claim;Incidente Auto;2022-05-02T13:47:23.314691;2022-05-07T13:55:21.314691
775305;Claim;Incidente Auto;2022-02-13T13:48:19.314691;2022-02-18T13:58:23.314691
775323;Claim;Incendio doloso Auto;2022-10-04T13:45:37.315695;2022-10-09T13:53:23.315695
775335;Claim;Incendio doloso Auto;2022-04-19T13:48:14.315695;2022-04-24T13:57:44.315695
775338;Claim;Incendio doloso Auto;2022-04-30T13:49:15.315695;2022-05-05T13:57:06.315695
775344;Claim;Incendio doloso Auto;2022-11-18T13:45:46.315695;2022-11-23T13:55:42.315695
775356;Claim;Incidente Auto;2023-01-21T13:45:11.315695;2023-01-26T13:53:05.315695
775359;Claim;Furto Auto;2022-06-26T13:44:58.315695;2022-07-01T13:54:34.315695
775371;Claim;Furto in Casa;2022-11-23T13:47:29.315695;2022-11-28T13:52:38.315695
775377;Claim;Furto in Casa;2022-10-14T13:46:38.316693;2022-10-19T13:52:50.316693
775389;Claim;Furto Auto;2022-02-09T13:46:35.316693;2022-02-14T13:56:45.316693
775392;Claim;Incendio doloso Auto;2022-03-08T13:46:45.316693;2022-03-13T13:54:20.316693
775395;Claim;Furto Auto;2022-03-22T13:50:12.316693;2022-03-27T13:56:36.316693
775398;Claim;Incidente Auto;2022-03-29T13:46:04.316693;2022-04-03T13:51:10.316693
775401;Claim;Incidente Auto;2022-09-13T13:45:31.316693;2022-09-18T13:52:26.316693
775407;Claim;Furto Auto;2022-03-29T13:46:23.316693;2022-04-03T13:55:09.316693
775410;Claim;Furto in Casa;2022-05-21T13:48:43.316693;2022-05-26T13:58:56.316693
775416;Claim;Incendio doloso Auto;2023-01-10T13:45:31.316693;2023-01-15T13:51:40.316693
775422;Claim;Incendio doloso Casa;2022-02-15T13:50:28.316693;2022-02-20T13:58:40.316693
775425;Claim;Furto Auto;2022-10-03T13:46:19.316693;2022-10-08T13:54:22.316693
775428;Claim;Incendio doloso Casa;2022-07-10T13:48:24.316693;2022-07-15T13:59:02.316693
775440;Claim;Furto in Casa;2023-01-24T13:47:19.316693;2023-01-29T13:56:31.316693
775443;Claim;Incendio doloso Casa;2022-02-02T13:48:15.317694;2022-02-07T13:55:18.317694
775446;Claim;Incidente Auto;2022-12-13T13:50:45.317694;2022-12-18T14:00:20.317694
775449;Claim;Incendio doloso Casa;2022-10-06T13:50:09.317694;2022-10-11T13:58:27.317694
775452;Claim;Incendio doloso Casa;2022-07-27T13:48:10.317694;2022-08-01T13:57:04.317694
775458;Claim;Incendio doloso Auto;2022-12-21T13:49:52.317694;2022-12-26T13:59:10.317694
775461;Claim;Incendio doloso Casa;2022-06-27T13:45:25.317694;2022-07-02T13:50:34.317694
775476;Claim;Incendio doloso Auto;2022-04-29T13:45:45.317694;2022-05-04T13:52:15.317694
775479;Claim;Incendio doloso Auto;2022-03-01T13:46:46.317694;2022-03-06T13:53:25.317694
775485;Claim;Incendio doloso Casa;2022-01-26T13:49:05.317694;2022-01-31T13:57:22.317694
775488;Claim;Incendio doloso Casa;2022-07-04T13:48:52.317694;2022-07-09T13:58:04.317694
775491;Claim;Incendio doloso Auto;2022-02-07T13:45:18.317694;2022-02-12T13:55:47.317694
775494;Claim;Incendio doloso Casa;2022-08-22T13:47:29.317694;2022-08-27T13:55:41.317694
775506;Claim;Furto Auto;2022-12-15T13:48:21.317694;2022-12-20T13:58:14.317694
775512;Claim;Incidente Auto;2023-01-03T13:48:08.318691;2023-01-08T13:56:03.318691
775518;Claim;Incidente Auto;2022-10-03T13:47:59.318691;2022-10-08T13:54:56.318691
775524;Claim;Furto in Casa;2022-06-04T13:44:59.318691;2022-06-09T13:52:45.318691
775530;Claim;Incendio doloso Casa;2022-09-14T13:50:47.318691;2022-09-19T13:59:13.318691
775533;Claim;Incendio doloso Casa;2022-03-15T13:50:08.318691;2022-03-20T14:00:51.318691
775545;Claim;Incendio doloso Auto;2022-12-15T13:50:26.318691;2022-12-20T13:58:35.318691
775557;Claim;Incendio doloso Auto;2022-12-04T13:49:38.318691;2022-12-09T13:58:34.318691
775578;Claim;Furto in Casa;2022-07-20T13:50:37.319691;2022-07-25T13:57:38.319691
775581;Claim;Incendio doloso Casa;2022-05-16T13:46:44.319691;2022-05-21T13:54:16.319691
775590;Claim;Incendio doloso Casa;2022-12-24T13:50:23.319691;2022-12-29T13:58:47.319691
775596;Claim;Furto in Casa;2022-08-13T13:48:03.319691;2022-08-18T13:57:30.319691
775602;Claim;Furto Auto;2022-07-09T13:48:15.319691;2022-07-14T13:55:02.319691
775608;Claim;Furto Auto;2022-05-11T13:49:21.319691;2022-05-16T13:58:44.319691
775614;Claim;Incendio doloso Auto;2022-04-11T13:46:09.319691;2022-04-16T13:52:50.319691
775620;Claim;Incendio doloso Auto;2022-04-21T13:49:17.319691;2022-04-26T13:56:29.319691
775623;Claim;Incidente Auto;2022-03-21T13:47:43.319691;2022-03-26T13:54:28.319691
775638;Claim;Furto Auto;2022-09-29T13:47:29.319691;2022-10-04T13:52:41.319691
775641;Claim;Incendio doloso Auto;2022-11-14T13:45:08.319691;2022-11-19T13:54:10.319691
775644;Claim;Incidente Auto;2022-09-10T13:47:35.320691;2022-09-15T13:56:06.320691
775647;Claim;Incendio doloso Casa;2022-10-06T13:49:30.335695;2022-10-11T13:55:10.335695
775650;Claim;Incendio doloso Auto;2022-07-27T13:48:40.335695;2022-08-01T13:57:43.335695
775653;Claim;Furto in Casa;2023-01-03T13:44:59.335695;2023-01-08T13:55:57.335695
775662;Claim;Incendio doloso Auto;2022-09-20T13:48:54.335695;2022-09-25T13:58:11.335695
775665;Claim;Incidente Auto;2022-04-15T13:45:03.335695;2022-04-20T13:51:54.335695
775668;Claim;Incidente Auto;2022-06-10T13:44:55.335695;2022-06-15T13:55:26.335695
775680;Claim;Incendio doloso Casa;2022-12-30T13:47:01.335695;2023-01-04T13:52:48.335695
775686;Claim;Incendio doloso Casa;2022-12-10T13:48:56.335695;2022-12-15T13:57:13.335695
775695;Claim;Incendio doloso Auto;2022-12-14T13:47:01.335695;2022-12-19T13:56:30.335695
775704;Claim;Furto Auto;2022-10-03T13:49:54.336694;2022-10-08T13:59:28.336694
775707;Claim;Incendio doloso Auto;2022-05-08T13:48:28.336694;2022-05-13T13:59:21.336694
775716;Claim;Incendio doloso Casa;2022-09-13T13:46:28.336694;2022-09-18T13:57:04.336694
775719;Claim;Incidente Auto;2022-11-11T13:48:36.336694;2022-11-16T13:57:59.336694
775734;Claim;Furto Auto;2022-09-25T13:46:45.336694;2022-09-30T13:54:04.336694
775737;Claim;Incidente Auto;2022-02-06T13:45:04.336694;2022-02-11T13:54:26.336694
775743;Claim;Furto in Casa;2023-01-11T13:45:37.336694;2023-01-16T13:53:15.336694
775746;Claim;Incendio doloso Casa;2022-04-11T13:49:02.336694;2022-04-16T13:59:37.336694
775752;Claim;Furto Auto;2022-02-26T13:46:33.336694;2022-03-03T13:55:58.336694
775758;Claim;Furto in Casa;2022-03-10T13:47:42.336694;2022-03-15T13:55:35.336694
775761;Claim;Furto in Casa;2022-10-19T13:44:53.336694;2022-10-24T13:51:02.336694
775764;Claim;Furto Auto;2022-10-26T13:50:21.336694;2022-10-31T14:01:17.336694
775770;Claim;Incendio doloso Casa;2022-07-21T13:49:18.336694;2022-07-26T13:59:15.336694
775776;Claim;Furto in Casa;2022-04-16T13:48:08.337694;2022-04-21T13:56:07.337694
775788;Claim;Incendio doloso Casa;2022-10-21T13:48:38.337694;2022-10-26T13:54:49.337694
775794;Claim;Furto Auto;2022-04-22T13:45:56.337694;2022-04-27T13:54:50.337694
775803;Claim;Incendio doloso Casa;2022-07-16T13:48:22.337694;2022-07-21T13:53:58.337694
775806;Claim;Furto in Casa;2022-10-19T13:46:42.337694;2022-10-24T13:55:14.337694
775809;Claim;Incendio doloso Casa;2022-07-12T13:48:29.337694;2022-07-17T13:55:57.337694
775812;Claim;Incendio doloso Auto;2022-05-13T13:45:35.337694;2022-05-18T13:51:55.337694
775815;Claim;Incendio doloso Auto;2022-03-02T13:45:27.337694;2022-03-07T13:54:45.337694
775818;Claim;Incidente Auto;2022-09-10T13:49:23.337694;2022-09-15T13:59:06.337694
775824;Claim;Incendio doloso Casa;2022-06-06T13:49:22.337694;2022-06-11T13:56:54.337694
775836;Claim;Incendio doloso Auto;2022-09-28T13:49:35.337694;2022-10-03T14:00:01.337694
775851;Claim;Incidente Auto;2023-01-16T13:45:59.338691;2023-01-21T13:55:41.338691
775857;Claim;Furto in Casa;2022-12-31T13:48:59.338691;2023-01-05T13:58:46.338691
775860;Claim;Furto in Casa;2022-10-04T13:48:46.338691;2022-10-09T13:57:19.338691
775875;Claim;Furto Auto;2022-10-22T13:47:20.338691;2022-10-27T13:54:58.338691
775878;Claim;Furto Auto;2022-07-26T13:48:09.338691;2022-07-31T13:54:46.338691
775884;Claim;Incidente Auto;2022-07-07T13:48:47.338691;2022-07-12T13:57:30.338691
775887;Claim;Incendio doloso Auto;2023-01-20T13:48:43.338691;2023-01-25T13:54:39.338691
775890;Claim;Furto Auto;2022-10-27T13:46:17.338691;2022-11-01T13:55:29.338691
775893;Claim;Incidente Auto;2022-04-17T13:48:26.338691;2022-04-22T13:55:24.338691
775896;Claim;Incidente Auto;2022-06-03T13:49:32.338691;2022-06-08T13:59:11.338691
775899;Claim;Incendio doloso Casa;2022-11-13T13:50:33.338691;2022-11-18T13:59:15.338691
775905;Claim;Furto in Casa;2022-02-08T13:45:03.338691;2022-02-13T13:54:39.338691
775908;Claim;Incendio doloso Auto;2022-10-10T13:50:41.338691;2022-10-15T14:01:37.338691
775911;Claim;Furto Auto;2022-08-07T13:48:36.338691;2022-08-12T13:53:44.338691
775914;Claim;Incendio doloso Casa;2022-11-26T13:48:13.338691;2022-12-01T13:57:38.338691
775938;Claim;Furto Auto;2022-09-27T13:46:22.339691;2022-10-02T13:54:07.339691
775941;Claim;Incendio doloso Casa;2022-09-25T13:47:15.339691;2022-09-30T13:53:25.339691
775950;Claim;Incendio doloso Auto;2022-03-04T13:48:52.339691;2022-03-09T13:57:24.339691
775953;Claim;Furto in Casa;2022-10-18T13:45:12.339691;2022-10-23T13:53:07.339691
775962;Claim;Furto Auto;2022-04-08T13:48:50.339691;2022-04-13T13:58:42.339691
775968;Claim;Incendio doloso Auto;2023-01-21T13:45:47.339691;2023-01-26T13:55:32.339691
775971;Claim;Incendio doloso Auto;2022-10-23T13:46:44.339691;2022-10-28T13:56:24.339691
775974;Claim;Incidente Auto;2022-05-15T13:45:29.339691;2022-05-20T13:52:58.339691
775977;Claim;Incendio doloso Casa;2022-05-05T13:46:09.339691;2022-05-10T13:56:27.339691
775986;Claim;Furto in Casa;2022-10-22T13:50:34.339691;2022-10-27T13:56:09.339691
775989;Claim;Furto in Casa;2022-07-05T13:49:55.340693;2022-07-10T13:56:43.340693
775992;Claim;Incidente Auto;2022-05-15T13:48:13.340693;2022-05-20T13:58:08.340693
775995;Claim;Furto Auto;2022-12-19T13:45:45.340693;2022-12-24T13:55:33.340693
776007;Claim;Incidente Auto;2022-07-13T13:48:57.340693;2022-07-18T13:56:42.340693
776010;Claim;Incendio doloso Auto;2022-10-01T13:48:33.340693;2022-10-06T13:57:38.340693
776016;Claim;Furto Auto;2022-07-23T13:49:25.340693;2022-07-28T13:56:05.340693
776019;Claim;Furto in Casa;2022-10-24T13:45:35.340693;2022-10-29T13:55:55.340693
776022;Claim;Incendio doloso Auto;2022-11-11T13:47:11.340693;2022-11-16T13:57:19.340693
776028;Claim;Incendio doloso Auto;2022-12-02T13:48:57.340693;2022-12-07T13:56:20.340693
776049;Claim;Incendio doloso Casa;2022-08-06T13:48:40.340693;2022-08-11T13:53:54.340693
776052;Claim;Incendio doloso Auto;2022-08-01T13:45:47.340693;2022-08-06T13:52:33.340693
776055;Claim;Incidente Auto;2022-03-08T13:44:55.340693;2022-03-13T13:51:09.340693
776058;Claim;Incendio doloso Auto;2022-04-10T13:50:05.340693;2022-04-15T13:59:14.340693
776061;Claim;Incendio doloso Casa;2022-08-11T13:50:25.340693;2022-08-16T13:58:06.340693
776070;Claim;Incendio doloso Casa;2023-01-14T13:48:47.341692;2023-01-19T13:57:49.341692
776073;Claim;Incidente Auto;2022-02-17T13:45:05.341692;2022-02-22T13:53:44.341692
776079;Claim;Incendio doloso Casa;2022-06-28T13:48:22.341692;2022-07-03T13:56:51.341692
776088;Claim;Furto in Casa;2022-12-26T13:50:31.341692;2022-12-31T14:00:16.341692
776091;Claim;Incendio doloso Casa;2022-08-24T13:46:13.341692;2022-08-29T13:55:53.341692
776103;Claim;Incendio doloso Auto;2022-03-29T13:45:38.341692;2022-04-03T13:52:56.341692
776115;Claim;Incendio doloso Casa;2022-11-10T13:45:53.341692;2022-11-15T13:53:08.341692
776118;Claim;Incidente Auto;2022-02-26T13:48:16.341692;2022-03-03T13:55:20.341692
776121;Claim;Incendio doloso Auto;2022-12-15T13:47:22.341692;2022-12-20T13:52:50.341692
776130;Claim;Furto in Casa;2022-07-05T13:50:28.341692;2022-07-10T14:00:53.341692
776133;Claim;Furto Auto;2022-08-16T13:49:52.341692;2022-08-21T13:57:33.341692
