type;:LABEL;open_date;:ID;closed_date
Furto Auto;Claim;2022-04-27T20:36:34.162688;1000;2022-05-02T20:47:17.162688
Furto Auto;Claim;2022-04-05T20:31:57.163685;1003;
Incendio doloso Auto;Claim;2022-10-01T20:32:38.163685;1006;
Furto in Casa;Claim;2023-01-02T20:33:15.164684;1009;
Incidente Auto;Claim;2022-06-14T20:36:20.164684;1012;2022-06-19T20:44:33.164684
Furto Auto;Claim;2022-05-12T20:34:38.165683;1015;2022-05-17T20:41:18.165683
Incidente Auto;Claim;2023-01-04T20:34:17.165683;1018;
Furto in Casa;Claim;2022-04-18T20:36:37.165683;1021;
Incendio doloso Casa;Claim;2022-02-14T20:33:41.165683;1024;
Incendio doloso Casa;Claim;2022-09-24T20:33:24.165683;1027;2022-09-29T20:39:59.165683
Incendio doloso Auto;Claim;2022-10-06T20:32:02.165683;1030;
Furto in Casa;Claim;2022-12-08T20:35:43.165683;1033;2022-12-13T20:45:13.165683
Incendio doloso Auto;Claim;2022-10-30T20:37:26.165683;1036;2022-11-04T20:42:58.165683
Furto Auto;Claim;2022-02-20T20:35:42.169682;1039;2022-02-25T20:46:09.169682
Incendio doloso Casa;Claim;2022-07-13T20:35:49.169682;1042;2022-07-18T20:41:24.169682
Incendio doloso Casa;Claim;2022-10-02T20:37:15.169682;1045;
Incendio doloso Casa;Claim;2022-11-25T20:33:07.169682;1048;2022-11-30T20:40:13.169682
Furto in Casa;Claim;2022-02-10T20:35:49.169682;1051;2022-02-15T20:44:08.169682
Furto Auto;Claim;2022-08-28T20:32:13.169682;1054;2022-09-02T20:41:32.169682
Incendio doloso Casa;Claim;2022-08-16T20:34:13.169682;1057;
Furto Auto;Claim;2022-08-09T20:34:02.169682;1060;
Furto in Casa;Claim;2022-03-11T20:36:53.170683;1063;2022-03-16T20:45:45.170683
Incendio doloso Auto;Claim;2022-08-06T20:31:56.170683;1066;
Furto in Casa;Claim;2023-01-13T20:31:48.170683;1069;2023-01-18T20:40:14.170683
Incendio doloso Auto;Claim;2022-02-24T20:33:11.170683;1072;2022-03-01T20:39:03.170683
Incendio doloso Casa;Claim;2022-02-11T20:36:44.171194;1075;
Incidente Auto;Claim;2022-09-29T20:32:07.171194;1078;2022-10-04T20:38:01.171194
Furto Auto;Claim;2022-02-23T20:35:29.171194;1081;
Furto Auto;Claim;2022-08-04T20:37:16.171194;1084;
Incendio doloso Auto;Claim;2022-03-20T20:34:49.171194;1087;
Incendio doloso Auto;Claim;2022-07-20T20:37:39.171194;1090;
Incidente Auto;Claim;2022-02-05T20:35:57.171194;1093;
Furto in Casa;Claim;2022-10-30T20:36:26.171194;1095;
Furto in Casa;Claim;2022-05-22T20:36:46.171194;1097;
Incidente Auto;Claim;2023-01-15T20:32:49.172200;1099;2023-01-20T20:38:10.172200
Incendio doloso Casa;Claim;2022-12-20T20:37:30.172200;1101;
Furto Auto;Claim;2023-01-07T20:31:48.172200;1103;
Incendio doloso Casa;Claim;2022-10-04T20:35:25.172200;1105;2022-10-09T20:45:43.172200
Incendio doloso Auto;Claim;2022-03-11T20:37:16.172200;1107;
Incendio doloso Casa;Claim;2022-07-02T20:34:53.172200;1109;2022-07-07T20:45:04.172200
Furto in Casa;Claim;2022-08-04T20:36:31.172200;1111;
Incidente Auto;Claim;2022-02-24T20:32:57.172200;1112;
Incidente Auto;Claim;2022-09-26T20:33:48.173202;1113;2022-10-01T20:42:41.173202
Incendio doloso Auto;Claim;2023-01-14T20:35:36.173202;1114;
Furto Auto;Claim;2022-07-18T20:34:12.173202;1115;2022-07-23T20:44:59.173202
Furto in Casa;Claim;2022-03-11T20:36:32.173202;1116;
Furto in Casa;Claim;2022-06-25T20:37:02.173202;1117;2022-06-30T20:43:10.173202
Incendio doloso Auto;Claim;2022-10-24T20:35:25.173202;1118;
Incidente Auto;Claim;2022-09-29T20:33:32.173202;1119;
